"Active Players","Age","Pos.","Status","Base Salary","Signing Bonus","Incentives","Payroll Salary","Adj.  Salary","Payroll %","Lux. Tax Salary"
"Jose Bautista",30,"RF","Arb 4",8e+06,0,0,8e+06,8e+06,10.89,0
"Adam Lind",27,"1B","Arb 1",5e+06,150000,0,5150000,5150000,7.01,0
"Aaron Hill",29,"3B","Vet",5e+06,0,0,5e+06,5e+06,6.8,0
"Frank Francisco",31,"RP","Arb 4",4e+06,0,0,4e+06,4e+06,5.44,0
"Jon Rauch",-9,"RP","Vet",3500000,0,0,3500000,3500000,4.76,0
"Adeiny Hechavarria",22,"SS","Pre-Arb",2e+06,1e+06,0,3e+06,3e+06,4.08,0
"Yunel Escobar",28,"3B","Arb 1",2900000,0,0,2900000,2900000,3.95,0
"Rajai Davis",30,"CF","Arb 2",2500000,0,0,2500000,2500000,3.4,0
"Brandon Morrow",26,"RP/CL","Arb 1",2300000,0,0,2300000,2300000,3.13,0
"Shawn Camp",35,"RP","Vet",2250000,0,0,2250000,2250000,3.06,0
"Edwin Encarnacion",28,"DH","Arb 3",2e+06,0,0,2e+06,2e+06,2.72,0
"Mark Teahen",29,"RF","Vet",1661202,0,0,1661202,1661202,2.26,0
"Carlos Villanueva",27,"RP","Arb 2",1415000,0,0,1415000,1415000,1.93,0
"Jose Molina",36,"C","Vet",1200000,0,0,1200000,1200000,1.63,0
"Casey Janssen",29,"RP","Arb 2",1095000,0,0,1095000,1095000,1.49,0
"Ricky Romero",26,"SP","Pre-Arb",750000,250000,0,1e+06,1e+06,1.36,0
"Corey Patterson",31,"RF","Vet",9e+05,0,0,9e+05,9e+05,1.22,0
"Jesse Litsch",26,"SP","Arb 1",830000,0,0,830000,830000,1.13,0
"Jesse Carlson",30,"RP","Pre-Arb",450000,0,0,450000,450000,0.61,0
"Dustin McGowan",29,"RP","Arb 2",450000,0,0,450000,450000,0.61,0
"Brett Cecil",24,"RP","Pre-Arb",443100,0,0,443100,443100,0.6,0
"Jayson Nix",28,"2B","Pre-Arb",438100,0,0,438100,438100,0.6,0
"Travis Snider",23,"RF","Pre-Arb",435800,0,0,435800,435800,0.59,0
"Marc Rzepczynski",25,"RP","Pre-Arb",429600,0,0,429600,429600,0.58,0
"Mike McCoy",30,"RF","Pre-Arb",422300,0,0,422300,422300,0.57,0
"J.P. Arencibia",25,"1B","Pre-Arb",417400,0,0,417400,417400,0.57,0
"Kyle Drabek",23,"RP","Pre-Arb",416000,0,0,416000,416000,0.57,0
"Chad Beck",26,"RP","Pre-Arb",414000,0,0,414000,414000,0.56,0
"Joel Carreno",24,"RP","Pre-Arb",414000,0,0,414000,414000,0.56,0
"David Cooper",24,"1B","Pre-Arb",414000,0,0,414000,414000,0.56,0
"Danny Farquhar",24,"RP","Pre-Arb",414000,0,0,414000,414000,0.56,0
"Brett Lawrie",21,"2B","Pre-Arb",414000,0,0,414000,414000,0.56,0
"Brad Mills",26,"RP","Pre-Arb",414000,0,0,414000,414000,0.56,0
"Luis Perez",26,"RP","Pre-Arb",414000,0,0,414000,414000,0.56,0
"Eric Thames",24,"1B","Pre-Arb",414000,0,0,414000,305409,0.42,0
"Trever Miller",38,"RP","Pre-Arb",2e+06,0,0,2e+06,229508,0.31,0
"Colby Rasmus",24,"LF","Pre-Arb",443000,0,0,443000,154928,0.21,0
"Henderson Alvarez",21,"SP","Pre-Arb",414000,0,0,414000,113114,0.15,0
