"Active Players","Age","Pos.","Status","Base Salary","Signing Bonus","Incentives","Payroll Salary","Adj.  Salary","Payroll %","Lux. Tax Salary"
"David Price",32,"SP","Vet",3e+07,0,0,3e+07,3e+07,13.19,"31,000,000"
"J.D. Martinez",30,"DH","Vet",23750000,0,0,23750000,23750000,10.44,"22,000,000"
"Rick Porcello",29,"SP","Vet",2.1e+07,125000,0,21125000,21125000,9.29,"20,625,000"
"Craig Kimbrel",30,"RP/CL","Vet",1.3e+07,0,50000,13050000,13050000,5.74,"10,500,000"
"Chris Sale",29,"SP","Vet",12500000,0,15000,12515000,12515000,5.5,"6,500,000"
"Mookie Betts",25,"RF","Arb 1",10500000,0,0,10500000,10500000,4.62,"10,500,000"
"Drew Pomeranz",29,"SP","Arb 3",8500000,0,0,8500000,8500000,3.74,"8,500,000"
"Xander Bogaerts",25,"SS","Arb 2",7050000,0,0,7050000,7050000,3.1,"7,050,000"
"Mitch Moreland",32,"1B","Vet",6500000,0,0,6500000,6500000,2.86,"6,500,000"
"Jackie Bradley Jr.",28,"CF","Arb 2",6100000,0,0,6100000,6100000,2.68,"6,100,000"
"Eduardo Nunez",31,"2B","Vet",4e+06,0,0,4e+06,4e+06,1.76,"4,000,000"
"Joe Kelly",30,"RP","Arb 3",3825000,0,0,3825000,3825000,1.68,"3,825,000"
"Eduardo Rodriguez",25,"SP","Arb 1",2375000,0,0,2375000,2375000,1.04,"2,375,000"
"Brock Holt",30,"2B","Arb 2",2225000,0,0,2225000,2225000,0.98,"2,225,000"
"Tyler Thornburg",29,"RP","Arb 2",2050000,0,0,2050000,2050000,0.9,"2,050,000"
"Sandy Leon",29,"C","Arb 2",1950000,0,0,1950000,1950000,0.86,"1,950,000"
"Ian Kinsler",36,"2B","Vet",1.1e+07,0,0,1.1e+07,1833340,0.81,"15,000,000"
"Steven Pearce",35,"LF","Vet",6250000,0,0,6250000,1500000,0.66,"6,250,000"
"Christian Vazquez",27,"C","Arb 1",1425000,0,0,1425000,1425000,0.63,"4,450,000"
"Steven Wright",33,"SP","Arb 1",1100000,0,0,1100000,1100000,0.48,"1,100,000"
"Brandon Workman",29,"RP","Arb 1",835000,0,0,835000,781086,0.34,"835,000"
"Nathan Eovaldi",28,"SP","Vet",2e+06,0,0,2e+06,731204,0.32,"2,000,000"
"Andrew Benintendi",23,"OF","Pre-Arb",620500,0,0,620500,620500,0.27,"620,500"
"Matt Barnes",28,"RP/CL","Pre-Arb",605000,0,0,605000,605000,0.27,"605,000"
"Heath Hembree",29,"RP","Pre-Arb",581500,0,0,581500,581500,0.26,"581,500"
"Rafael Devers",21,"3B","Pre-Arb",564500,0,0,564500,564500,0.25,"564,500"
"Blake Swihart",26,"LF","Pre-Arb",563500,0,0,563500,563500,0.25,"563,500"
"Brian Johnson",27,"SP","Pre-Arb",548000,0,0,548000,548000,0.24,"548,000"
"Hector Velazquez",29,"RP","Pre-Arb",547000,0,0,547000,547000,0.24,"547,000"
"Ryan Brasier",30,"RP/CL","Pre-Arb",545000,0,0,545000,249050,0.11,"545,000"
"Tzu-Wei Lin",24,"SS","Pre-Arb",545000,0,0,545000,234400,0.1,"545,000"
"Bobby Poyner",25,"RP","Pre-Arb",545000,0,0,545000,158220,0.07,"545,000"
"Sam Travis",24,"1B","Pre-Arb",545000,0,0,545000,128920,0.06,"545,000"
"William Cuevas",27,"RP","Pre-Arb",545000,0,0,545000,102550,0.05,"545,000"
"Robby Scott",28,"RP","Pre-Arb",545000,0,0,545000,87900,0.04,"545,000"
"Brandon Phillips",37,"2B","Vet",545000,0,0,545000,79110,0.03,"545,000"
