"Active Players","Age","Pos.","Status","Base Salary","Signing Bonus","Incentives","Payroll Salary","Adj.  Salary","Payroll %","Lux. Tax Salary"
"Zack Greinke",30,"SP","Vet",2.4e+07,2e+06,0,2.6e+07,2.6e+07,10.55,0
"Adrian Gonzalez",32,"1B","Vet",2.1e+07,857142,1e+05,21957142,21957142,8.91,0
"Matt Kemp",29,"RF","Vet",2.1e+07,250000,0,21250000,21250000,8.63,0
"Carl Crawford",32,"LF","Vet",20250000,857142,0,21107142,21107142,8.57,0
"Josh Beckett",34,"SP","Vet",15750000,1250000,0,1.7e+07,1.7e+07,6.9,0
"Hanley Ramirez",30,"DH","Vet",1.6e+07,0,0,1.6e+07,1.6e+07,6.49,0
"Andre Ethier",32,"CF","Vet",15500000,0,0,15500000,15500000,6.29,0
"Chad Billingsley",29,"SP","Vet",1.2e+07,0,0,1.2e+07,1.2e+07,4.87,0
"Dan Haren",33,"SP","Vet",1e+07,0,1e+06,1.1e+07,1.1e+07,4.46,0
"Brian Wilson",32,"RP","Vet",1e+07,0,0,1e+07,1e+07,4.06,0
"Brandon League",31,"RP","Vet",7500000,1e+06,0,8500000,8500000,3.45,0
"Juan Uribe",35,"3B","Vet",6500000,1e+06,0,7500000,7500000,3.04,0
"Clayton Kershaw",26,"SP","Arb 3",4e+06,2571428,0,6571428,6571428,2.67,0
"Alexander Guerrero",27,"LF","Pre-Arb",4e+06,2500000,0,6500000,6500000,2.64,0
"J.P. Howell",31,"RP","Vet",4e+06,1500000,0,5500000,5500000,2.23,0
"Hyun-Jin Ryu",27,"SP","Pre-Arb",3500000,833333,0,4333333,4333333,1.76,0
"Kenley Jansen",26,"RP/CL","Arb 1",4300000,0,0,4300000,4300000,1.75,0
"Yasiel Puig",23,"RF","Pre-Arb",2e+06,1714285,0,3714285,3714285,1.51,0
"A.J. Ellis",33,"C","Arb 2",3550000,0,0,3550000,3550000,1.44,0
"Chris Perez",28,"RP","Arb 4",2300000,0,0,2300000,2300000,0.93,0
"Jamey Wright",39,"RP","Vet",1800000,0,0,1800000,1800000,0.73,0
"Justin Turner",29,"3B","Arb 1",1e+06,0,1e+05,1100000,1100000,0.45,0
"Darwin Barney",28,"SS","Arb 1",2300000,0,0,2300000,791803,0.32,0
"Drew Butera",30,"C","Arb 1",7e+05,0,0,7e+05,7e+05,0.28,0
"Scott Elbert",28,"RP","Arb 1",575000,0,0,575000,575000,0.23,0
"Dee Gordon",26,"2B","Pre-Arb",515000,0,0,515000,515000,0.21,0
"Paco Rodriguez",23,"RP","Pre-Arb",512500,0,0,512500,512500,0.21,0
"Scott Van Slyke",27,"LF","Pre-Arb",507500,0,0,507500,507500,0.21,0
"Chris Withrow",25,"RP","Pre-Arb",506600,0,0,506600,506600,0.21,0
"Pedro Baez",26,"RP","Pre-Arb",5e+05,0,0,5e+05,5e+05,0.2,0
"Carlos Frias",24,"RP","Pre-Arb",5e+05,0,0,5e+05,5e+05,0.2,0
"Onelki Garcia",24,"SP","Pre-Arb",5e+05,0,0,5e+05,5e+05,0.2,0
"Miguel Rojas",25,"SS","Pre-Arb",5e+05,0,0,5e+05,5e+05,0.2,0
"Steve Tolleson",30,"SS","Pre-Arb",5e+05,0,0,5e+05,412568,0.17,0
"Roger Bernadina",30,"LF","Arb 2",5e+05,0,0,5e+05,62841,0.03,0
