"Active Players","Age","Pos.","Status","Base Salary","Signing Bonus","Incentives","Payroll Salary","Adj.  Salary","Payroll %","Lux. Tax Salary"
"Derek Lowe",38,"SP","Vet",1.5e+07,0,0,1.5e+07,1.5e+07,15.03,0
"Chipper Jones",39,"3B","Vet",1.3e+07,1e+06,0,1.4e+07,1.4e+07,14.02,0
"Dan Uggla",31,"2B","Vet",9e+06,2e+05,0,9200000,9200000,9.22,0
"Tim Hudson",35,"SP","Vet",9e+06,0,0,9e+06,9e+06,9.02,0
"Kenshin Kawakami",36,"SP","Pre-Arb",6667000,663000,0,7330000,7330000,7.34,0
"Nate McLouth",29,"LF","Arb 3",6500000,5e+05,0,7e+06,7e+06,7.01,0
"Brian McCann",27,"C","Vet",6500000,166666,0,6666666,6666666,6.68,0
"Jair Jurrjens",25,"SP","Pre-Arb",3250000,0,0,3250000,3250000,3.26,0
"Martin Prado",27,"3B","Arb 1",3100000,0,0,3100000,3100000,3.11,0
"Alex Gonzalez",34,"SS","Vet",2500000,0,0,2500000,2500000,2.5,0
"Scott Linebrink",34,"RP","Vet",2e+06,0,0,2e+06,2e+06,2,0
"Peter Moylan",32,"RP","Arb 2",2e+06,0,0,2e+06,2e+06,2,0
"Michael Bourn",28,"CF","Arb 2",4400000,0,0,4400000,1923497,1.93,0
"David Ross",34,"C","Vet",1625000,0,50000,1675000,1675000,1.68,0
"Jack Wilson",33,"2B","Vet",5e+06,0,0,5e+06,1612021,1.61,0
"Eric Hinske",33,"1B","Vet",1350000,0,0,1350000,1350000,1.35,0
"George Sherrill",34,"RP","Vet",1200000,0,0,1200000,1200000,1.2,0
"Eric O'Flaherty",26,"RP","Arb 1",895000,0,0,895000,895000,0.9,0
"Scott Proctor",34,"RP","Vet",750000,0,0,750000,750000,0.75,0
"Jason Heyward",21,"RF","Pre-Arb",496500,0,0,496500,496500,0.5,0
"Tommy Hanson",24,"SP","Pre-Arb",456500,0,0,456500,456500,0.46,0
"Kris Medlen",25,"SP","Pre-Arb",429500,0,0,429500,429500,0.43,0
"Jonny Venters",26,"RP","Pre-Arb",429500,0,0,429500,429500,0.43,0
"Brooks Conrad",31,"2B","Pre-Arb",427250,0,0,427250,427250,0.43,0
"Craig Kimbrel",23,"RP/CL","Pre-Arb",419000,0,0,419000,419000,0.42,0
"Cristhian Martinez",29,"RP","Pre-Arb",419000,0,0,419000,419000,0.42,0
"Brandon Beachy",24,"SP","Pre-Arb",416500,0,0,416500,416500,0.42,0
"Freddie Freeman",21,"1B","Pre-Arb",414500,0,0,414500,414500,0.42,0
"Jairo Asencio",28,"RP","Pre-Arb",414000,0,0,414000,414000,0.41,0
"J.C. Boscan",31,"C","Pre-Arb",414000,0,0,414000,414000,0.41,0
"Brandon Hicks",25,"2B","Pre-Arb",414000,0,0,414000,414000,0.41,0
"Mike Minor",23,"RP","Pre-Arb",414000,0,0,414000,414000,0.41,0
"Jordan Schafer",24,"CF","Pre-Arb",414000,0,0,414000,414000,0.41,0
"Anthony Varvaro",26,"RP","Pre-Arb",414000,0,0,414000,414000,0.41,0
"Matt E. Young",28,"2B","Pre-Arb",414000,0,0,414000,414000,0.41,0
"Matt Diaz",33,"LF","Vet",2e+06,125000,0,2125000,316939,0.32,0
"Wilkin Ramirez",25,"LF","Pre-Arb",414000,0,0,414000,296360,0.3,0
"Joe Mather",28,"CF","Pre-Arb",414000,0,0,414000,187770,0.19,0
"Jose Constanza",27,"RF","Pre-Arb",414000,0,0,414000,140262,0.14,0
"Arodys Vizcaino",20,"RP/CL","Pre-Arb",414000,0,0,414000,113736,0.11,0
"Julio Teheran",20,"SP","Pre-Arb",414000,0,0,414000,85967,0.09,0
"Julio Lugo",35,"SS","Vet",414000,0,0,414000,61081,0.06,0
"Antoan Richardson",27,"RF","Pre-Arb",414000,0,0,414000,61081,0.06,0
