"Active Players","Age","Pos.","Status","Base Salary","Signing Bonus","Incentives","Payroll Salary","Adj.  Salary","Payroll %","Lux. Tax Salary"
"Travis Hafner",34,"DH","Vet",1.3e+07,0,0,1.3e+07,1.3e+07,23.23,0
"Grady Sizemore",28,"RF","Vet",7500000,166667,0,7666667,7666667,13.7,0
"Roberto Hernandez",30,"RP","Vet",6287500,187500,0,6475000,6475000,11.57,0
"Shin-Soo Choo",28,"RF","Arb 1",3975000,0,0,3975000,3975000,7.1,0
"Chris Perez",25,"RP","Arb 1",2225000,0,0,2225000,2225000,3.98,0
"Asdrubal Cabrera",25,"2B","Arb 1",2025000,0,50000,2075000,2075000,3.71,0
"Rafael Perez",29,"RP","Arb 2",1330000,0,0,1330000,1330000,2.38,0
"Austin Kearns",31,"LF","Vet",1300000,0,0,1300000,1300000,2.32,0
"Orlando Cabrera",36,"SS","Vet",1e+06,0,0,1e+06,1e+06,1.79,0
"Ubaldo Jimenez",27,"SP","Vet",933333,0,0,933333,933333,1.67,0
"Joe Smith",27,"RP","Arb 1",870000,0,0,870000,870000,1.55,0
"Chad Durbin",33,"RP","Vet",8e+05,0,0,8e+05,8e+05,1.43,0
"Kosuke Fukudome",34,"RF","Pre-Arb",775000,0,0,775000,775000,1.38,0
"Adam Everett",34,"SS","Pre-Arb",7e+05,0,0,7e+05,7e+05,1.25,0
"Jensen Lewis",27,"RP","Pre-Arb",650000,0,0,650000,650000,1.16,0
"Travis Buck",27,"RF","Pre-Arb",625000,0,0,625000,625000,1.12,0
"Jim Thome",40,"DH","Vet",3e+06,0,0,3e+06,606557,1.08,0
"Shelley Duncan",31,"LF","Pre-Arb",5e+05,0,0,5e+05,5e+05,0.89,0
"Jack Hannahan",31,"1B","Pre-Arb",5e+05,0,0,5e+05,5e+05,0.89,0
"Justin Masterson",26,"RP","Pre-Arb",468400,0,0,468400,468400,0.84,0
"Tony Sipp",27,"RP","Pre-Arb",436800,0,0,436800,436800,0.78,0
"Trevor Crowe",27,"RF","Pre-Arb",435700,0,0,435700,435700,0.78,0
"Mitch Talbot",27,"SP","Pre-Arb",431700,0,0,431700,431700,0.77,0
"Matt LaPorta",26,"LF","Pre-Arb",431400,0,0,431400,431400,0.77,0
"Lou Marson",25,"C","Pre-Arb",424300,0,0,424300,424300,0.76,0
"Jason Donald",26,"SS","Pre-Arb",423200,0,0,423200,423200,0.76,0
"Michael Brantley",24,"LF","Pre-Arb",421800,0,0,421800,421800,0.75,0
"Frank Herrmann",27,"RP","Pre-Arb",419800,0,0,419800,419800,0.75,0
"Josh Tomlin",26,"SP","Pre-Arb",417200,0,0,417200,417200,0.75,0
"Carlos Santana",25,"1B","Pre-Arb",416600,0,0,416600,416600,0.74,0
"Carlos Carrasco",24,"SP","Pre-Arb",415800,0,0,415800,415800,0.74,0
"Justin Germano",28,"RP","Pre-Arb",415600,0,0,415600,415600,0.74,0
"Vinnie Pestano",26,"RP","Pre-Arb",414100,0,0,414100,414100,0.74,0
"Ezequiel Carrera",24,"CF","Pre-Arb",414000,0,0,414000,414000,0.74,0
"Lonnie Chisenhall",22,"RF","Pre-Arb",414000,0,0,414000,414000,0.74,0
"Jeanmar Gomez",23,"RP","Pre-Arb",414000,0,0,414000,414000,0.74,0
"Nick Hagadone",25,"RP","Pre-Arb",414000,0,0,414000,414000,0.74,0
"David Huff",26,"RP","Pre-Arb",414000,0,0,414000,414000,0.74,0
"Josh Judy",25,"RP","Pre-Arb",414000,0,0,414000,414000,0.74,0
"Jason Kipnis",24,"2B","Pre-Arb",414000,0,0,414000,414000,0.74,0
"Zach McAllister",23,"RP","Pre-Arb",414000,0,0,414000,414000,0.74,0
"Cord Phelps",24,"2B","Pre-Arb",414000,0,0,414000,414000,0.74,0
"Jared Goedert",26,"2B","Pre-Arb",414000,0,0,414000,194557,0.35,0
"Zach Putnam",23,"RP","Pre-Arb",414000,0,0,414000,38459,0.07,0
"Corey Kluber",25,"SP","Pre-Arb",414000,0,0,414000,22620,0.04,0
