"Active Players","Age","Pos.","Status","Base Salary","Signing Bonus","Incentives","Payroll Salary","Adj.  Salary","Payroll %","Lux. Tax Salary"
"Michael Young",35,"3B","Vet",1.6e+07,0,0,1.6e+07,1.6e+07,11.58,0
"Josh Hamilton",31,"LF","Arb 3",13750000,1500000,0,15250000,15250000,11.03,0
"Adrian Beltre",33,"3B","Vet",1.5e+07,0,2e+05,15200000,15200000,11,0
"Mike Napoli",30,"1B","Arb 3",9400000,0,0,9400000,9400000,6.8,0
"Joe Nathan",37,"RP","Vet",7e+06,0,1050000,8050000,8050000,5.82,0
"Ian Kinsler",30,"2B","Vet",7e+06,2e+05,50000,7250000,7250000,5.25,0
"Scott Feldman",29,"SP","Arb 3",6500000,0,0,6500000,6500000,4.7,0
"Yu Darvish",25,"SP","Pre-Arb",5500000,0,850000,6350000,6350000,4.59,0
"Nelson Cruz",32,"DH","Arb 2",5e+06,250000,0,5250000,5250000,3.8,0
"Roy Oswalt",34,"SP","Vet",5e+06,0,0,5e+06,5e+06,3.62,0
"Ryan Dempster",35,"SP","Vet",1.4e+07,1e+06,0,1.5e+07,4972677,3.6,0
"Mike Adams",33,"RP","Arb 3",4400000,0,0,4400000,4400000,3.18,0
"Koji Uehara",37,"RP","Arb 1",4e+06,0,0,4e+06,4e+06,2.89,0
"David Murphy",30,"DH","Arb 2",3625000,0,0,3625000,3625000,2.62,0
"Colby Lewis",32,"SP","Arb 3",3250000,0,0,3250000,3250000,2.35,0
"Matt Harrison",26,"SP","Arb 1",2950000,0,0,2950000,2950000,2.13,0
"Elvis Andrus",23,"SS","Arb 1",2375000,250000,0,2625000,2625000,1.9,0
"Leonys Martin",24,"CF","Pre-Arb",1250000,1e+06,0,2250000,2250000,1.63,0
"Mark Lowe",29,"RP","Arb 3",1700000,0,0,1700000,1700000,1.23,0
"Derek Holland",25,"SP","Pre-Arb",1e+06,0,0,1e+06,1e+06,0.72,0
"Yoshinori Tateyama",36,"RP","Pre-Arb",1e+06,0,0,1e+06,1e+06,0.72,0
"Alberto Gonzalez",29,"SS","Arb 1",750000,0,0,750000,750000,0.54,0
"Neftali Feliz",24,"RP","Pre-Arb",502000,0,0,502000,502000,0.36,0
"Alexi Ogando",28,"RP","Pre-Arb",497600,0,0,497600,497600,0.36,0
"Mitch Moreland",26,"1B","Pre-Arb",491100,0,0,491100,491100,0.36,0
"Julio Borbon",26,"CF","Pre-Arb",490000,0,0,490000,490000,0.35,0
"Craig Gentry",28,"LF","Pre-Arb",484300,0,0,484300,484300,0.35,0
"Michael Kirkman",25,"RP","Pre-Arb",482900,0,0,482900,482900,0.35,0
"Mark Hamburger",25,"RP","Pre-Arb",481000,0,0,481000,481000,0.35,0
"Brandon Snyder",25,"3B","Pre-Arb",481000,0,0,481000,481000,0.35,0
"Engel Beltre",22,"CF","Pre-Arb",480000,0,0,480000,480000,0.35,0
"Wilmer Font",22,"RP","Pre-Arb",480000,0,0,480000,480000,0.35,0
"Roman Mendez",19,"RP","Pre-Arb",480000,0,0,480000,480000,0.35,0
"Martin Perez",21,"SP","Pre-Arb",480000,0,0,480000,480000,0.35,0
"Neil Ramirez",23,"RP","Pre-Arb",480000,0,0,480000,480000,0.35,0
"Robbie Ross",23,"RP","Pre-Arb",480000,0,0,480000,480000,0.35,0
"Tanner Scheppers",25,"RP","Pre-Arb",480000,0,0,480000,480000,0.35,0
"Matt West",23,"RP","Pre-Arb",480000,0,0,480000,480000,0.35,0
"Justin Grimm",23,"RP","Pre-Arb",480000,0,0,480000,288524,0.21,0
"Mike Olt",23,"3B","Pre-Arb",480000,0,0,480000,165245,0.12,0
