"Active Players","Age","Pos.","Status","Base Salary","Signing Bonus","Incentives","Payroll Salary","Adj.  Salary","Payroll %","Lux. Tax Salary"
"James Shields",30,"SP","Vet",7500000,0,0,7500000,7500000,10.68,0
"Carlos Pena",34,"1B","Vet",7250000,0,0,7250000,7250000,10.32,0
"Melvin Upton",27,"LF","Arb 3",7e+06,0,0,7e+06,7e+06,9.97,0
"Luke Scott",34,"DH","Arb 3",5e+06,0,0,5e+06,5e+06,7.12,0
"Ben Zobrist",31,"2B","Vet",4500000,140475,0,4640475,4640475,6.61,0
"Evan Longoria",26,"3B","Vet",4500000,0,0,4500000,4500000,6.41,0
"David Price",26,"SP","Pre-Arb",4350000,0,0,4350000,4350000,6.19,0
"Kyle Farnsworth",36,"RP","Vet",3300000,0,0,3300000,3300000,4.7,0
"Jeff Niemann",29,"RP","Arb 1",2750000,0,0,2750000,2750000,3.92,0
"Joel Peralta",36,"RP","Arb 3",2175000,0,0,2175000,2175000,3.1,0
"Fernando Rodney",35,"RP/CL","Vet",1750000,0,0,1750000,1750000,2.49,0
"Jeff Keppinger",32,"3B","Arb 3",1525000,0,0,1525000,1525000,2.17,0
"Wade Davis",26,"RP/CL","Vet",1500000,0,0,1500000,1500000,2.14,0
"Jose Molina",37,"C","Vet",1500000,0,0,1500000,1500000,2.14,0
"J.P. Howell",29,"RP","Arb 3",1350000,0,0,1350000,1350000,1.92,0
"Matt Moore",23,"SP","Pre-Arb",1e+06,1e+05,0,1100000,1100000,1.57,0
"Burke Badenhop",29,"RP","Arb 2",1075000,0,0,1075000,1075000,1.53,0
"Matt Joyce",27,"RF","Pre-Arb",499500,0,0,499500,499500,0.71,0
"Sean Rodriguez",27,"2B","Pre-Arb",492800,0,0,492800,492800,0.7,0
"Reid Brignac",26,"3B","Pre-Arb",490600,0,0,490600,490600,0.7,0
"Jeremy Hellickson",25,"SP","Pre-Arb",489500,0,0,489500,489500,0.7,0
"Sam Fuld",30,"CF","Pre-Arb",489400,0,0,489400,489400,0.7,0
"Desmond Jennings",25,"LF","Pre-Arb",486900,0,0,486900,486900,0.69,0
"Elliot Johnson",28,"2B","Pre-Arb",486100,0,0,486100,486100,0.69,0
"Jake McGee",25,"RP","Pre-Arb",484200,0,0,484200,484200,0.69,0
"Jose Lobaton",27,"C","Pre-Arb",481500,0,0,481500,481500,0.69,0
"Robinson Chirinos",28,"C","Pre-Arb",480700,0,0,480700,480700,0.68,0
"Chris Archer",23,"SP","Pre-Arb",480000,0,0,480000,480000,0.68,0
"Alex Cobb",24,"SP","Pre-Arb",480000,0,0,480000,480000,0.68,0
"Chris Gimenez",29,"C","Pre-Arb",480000,0,0,480000,480000,0.68,0
"Brandon Gomes",27,"RP","Pre-Arb",480000,0,0,480000,480000,0.68,0
"Brandon Guyer",26,"RF","Pre-Arb",480000,0,0,480000,480000,0.68,0
"Josh Lueke",27,"RP","Pre-Arb",480000,0,0,480000,480000,0.68,0
"Cesar Ramos",28,"RP","Pre-Arb",480000,0,0,480000,480000,0.68,0
"Will Rhymes",29,"2B","Pre-Arb",480000,0,0,480000,480000,0.68,0
"Rich Thompson",28,"RP","Pre-Arb",480000,0,0,480000,480000,0.68,0
"Stephen Vogt",27,"C","Pre-Arb",480000,0,0,480000,480000,0.68,0
"Ben Francisco",30,"LF","Arb 2",1537500,0,0,1537500,285655,0.41,0
