"Active.Players..37.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Upton
										
										Melvin Upton",30,"LF","Vet","$14,450,000","$600,000","-","$15,050,000","$15,050,000",13.95,"14,500,000"
"Upton
										
										Justin Upton",27,"LF","Vet","$14,500,000","$208,333","-","$14,708,333","$14,708,333",13.63,"8,583,333"
"Shields
										
										James Shields",33,"SP","Vet","$10,000,000","-","-","$10,000,000","$10,000,000",9.27,"18,750,000"
"Kennedy
										
										Ian Kennedy",30,"SP","Arb 3","$9,850,000","-","-","$9,850,000","$9,850,000",9.13,"9,850,000"
"Kimbrel
										
										Craig Kimbrel",27,"RP/CL","Arb 2","$9,000,000","$250,000","-","$9,250,000","$9,250,000",8.57,"10,500,000"
"Benoit
										
										Joaquin Benoit",38,"RP","Vet","$8,000,000","-","-","$8,000,000","$8,000,000",7.41,"7,750,000"
"Ross
										
										Tyson Ross",28,"SP","Arb 1","$5,250,000","-","-","$5,250,000","$5,250,000",4.86,"5,250,000"
"Cashner
										
										Andrew Cashner",28,"SP","Arb 2","$4,050,000","-","-","$4,050,000","$4,050,000",3.75,"4,050,000"
"Kemp
										
										Matt Kemp",30,"RF","Vet","$21,000,000","$250,000","-","$21,250,000","$3,000,000",2.78,"20,000,000"
"Kelley
										
										Shawn Kelley",31,"RP","Arb 3","$2,835,000","-","-","$2,835,000","$2,835,000",2.63,"2,835,000"
"Gyorko
										
										Jedd Gyorko",26,"SS","Pre-Arb","$2,000,000","-","-","$2,000,000","$2,000,000",1.85,"6,200,000"
"Barmes
										
										Clint Barmes",36,"SS","Vet","$1,300,000","-","-","$1,300,000","$1,300,000",1.2,"1,500,000"
"Amarista
										
										Alexi Amarista",26,"SS","Arb 1","$1,100,000","$50,000","-","$1,150,000","$1,150,000",1.07,"1,250,000"
"Rzepczynski
										
										Marc Rzepczynski",29,"RP","Arb 2","$852,459","-","$25,000","$877,459","$877,459",0.81,"2,400,000"
"Norris
										
										Derek Norris",26,"C","Pre-Arb","$545,000","-","-","$545,000","$545,000",0.51,"545,000"
"Myers
										
										Wil Myers",24,"1B","Pre-Arb","$519,800","-","-","$519,800","$519,800",0.48,"519,800"
"Despaigne
										
										Odrisamer Despaigne",28,"SP","Pre-Arb","$517,300","-","-","$517,300","$517,300",0.48,"517,300"
"Solarte
										
										Yangervis Solarte",27,"3B","Pre-Arb","$516,400","-","-","$516,400","$516,400",0.48,"516,400"
"Spangenberg
										
										Cory Spangenberg",24,"2B","Pre-Arb","$508,500","-","-","$508,500","$508,500",0.47,"508,500"
"Quackenbush
										
										Kevin Quackenbush",26,"RP","Pre-Arb","$514,700","-","-","$514,700","$458,448",0.42,"514,700"
"Hedges
										
										Austin Hedges",22,"C","Pre-Arb","$507,500","-","-","$507,500","$424,303",0.39,"507,500"
"Edwards
										
										Jon Edwards",27,"RP","Pre-Arb","$508,500","-","-","$508,500","$300,098",0.28,"508,500"
"Wallace
										
										Brett Wallace",28,"3B","Pre-Arb","$507,500","-","-","$507,500","$299,508",0.28,"507,500"
"Garces
										
										Frank Garces",25,"RP","Pre-Arb","$508,500","-","-","$508,500","$288,983",0.27,"508,500"
"Mateo
										
										Marcos Mateo",31,"RP","Pre-Arb","$507,500","-","-","$507,500","$285,642",0.26,"507,500"
"Vincent
										
										Nick Vincent",28,"RP","Pre-Arb","$525,300","-","-","$525,300","$166,488",0.15,"525,300"
"Mazzoni
										
										Cory Mazzoni",25,"RP","Pre-Arb","$507,500","-","-","$507,500","$149,754",0.14,"507,500"
"Norris
										
										Bud Norris",30,"SP","Arb 3","$507,500","-","-","$507,500","$149,754",0.14,"507,500"
"Rea
										
										Colin Rea",24,"SP","Pre-Arb","$507,500","-","-","$507,500","$149,754",0.14,"507,500"
"Jankowski
										
										Travis Jankowski",24,"CF","Pre-Arb","$507,500","-","-","$507,500","$127,568",0.12,"507,500"
"Dickerson
										
										Alex Dickerson",25,"LF","Pre-Arb","$507,500","-","-","$507,500","$97,062",0.09,"507,500"
"Gale
										
										Rocky Gale",27,"C","Pre-Arb","$507,500","-","-","$507,500","$88,743",0.08,"507,500"
"Campos
										
										Leonel Campos",27,"RP","Pre-Arb","$500,000","-","-","$500,000","$76,502",0.07,"500,000"
"Decker
										
										Cody Decker",28,"1B","Pre-Arb","$507,500","-","-","$507,500","$55,464",0.05,"507,500"
"Erlin
										
										Robbie Erlin",24,"SP","Pre-Arb","$507,500","-","-","$507,500","$55,464",0.05,"507,500"
"Jackson
										
										Jay Jackson",27,"RP","Pre-Arb","$507,500","-","-","$507,500","$55,464",0.05,"507,500"
"Kelly
										
										Casey Kelly",25,"SP","Pre-Arb","$507,500","-","-","$507,500","$55,464",0.05,"507,500"
