"Active.Players..38.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Bautista
										
										Jose Bautista",30,"RF","Arb 4","$8,000,000","-","-","$8,000,000","$8,000,000",10.89,0
"Lind
										
										Adam Lind",27,"1B","Arb 1","$5,000,000","$150,000","-","$5,150,000","$5,150,000",7.01,0
"Hill
										
										Aaron Hill",29,"3B","Vet","$5,000,000","-","-","$5,000,000","$5,000,000",6.8,0
"Francisco
										
										Frank Francisco",31,"RP","Arb 4","$4,000,000","-","-","$4,000,000","$4,000,000",5.44,0
"Rauch
										
										Jon Rauch",-9,"RP","Vet","$3,500,000","-","-","$3,500,000","$3,500,000",4.76,0
"Hechavarria
										
										Adeiny Hechavarria",22,"SS","Pre-Arb","$2,000,000","$1,000,000","-","$3,000,000","$3,000,000",4.08,0
"Escobar
										
										Yunel Escobar",28,"3B","Arb 1","$2,900,000","-","-","$2,900,000","$2,900,000",3.95,0
"Davis
										
										Rajai Davis",30,"CF","Arb 2","$2,500,000","-","-","$2,500,000","$2,500,000",3.4,0
"Morrow
										
										Brandon Morrow",26,"RP/CL","Arb 1","$2,300,000","-","-","$2,300,000","$2,300,000",3.13,0
"Camp
										
										Shawn Camp",35,"RP","Vet","$2,250,000","-","-","$2,250,000","$2,250,000",3.06,0
"Encarnacion
										
										Edwin Encarnacion",28,"DH","Arb 3","$2,000,000","-","-","$2,000,000","$2,000,000",2.72,0
"Teahen
										
										Mark Teahen",29,"RF","Vet","$1,661,202","-","-","$1,661,202","$1,661,202",2.26,0
"Villanueva
										
										Carlos Villanueva",27,"RP","Arb 2","$1,415,000","-","-","$1,415,000","$1,415,000",1.93,0
"Molina
										
										Jose Molina",36,"C","Vet","$1,200,000","-","-","$1,200,000","$1,200,000",1.63,0
"Janssen
										
										Casey Janssen",29,"RP","Arb 2","$1,095,000","-","-","$1,095,000","$1,095,000",1.49,0
"Romero
										
										Ricky Romero",26,"SP","Pre-Arb","$750,000","$250,000","-","$1,000,000","$1,000,000",1.36,0
"Patterson
										
										Corey Patterson",31,"RF","Vet","$900,000","-","-","$900,000","$900,000",1.22,0
"Litsch
										
										Jesse Litsch",26,"SP","Arb 1","$830,000","-","-","$830,000","$830,000",1.13,0
"Carlson
										
										Jesse Carlson",30,"RP","Pre-Arb","$450,000","-","-","$450,000","$450,000",0.61,0
"McGowan
										
										Dustin McGowan",29,"RP","Arb 2","$450,000","-","-","$450,000","$450,000",0.61,0
"Cecil
										
										Brett Cecil",24,"RP","Pre-Arb","$443,100","-","-","$443,100","$443,100",0.6,0
"Nix
										
										Jayson Nix",28,"2B","Pre-Arb","$438,100","-","-","$438,100","$438,100",0.6,0
"Snider
										
										Travis Snider",23,"RF","Pre-Arb","$435,800","-","-","$435,800","$435,800",0.59,0
"Rzepczynski
										
										Marc Rzepczynski",25,"RP","Pre-Arb","$429,600","-","-","$429,600","$429,600",0.58,0
"McCoy
										
										Mike McCoy",30,"RF","Pre-Arb","$422,300","-","-","$422,300","$422,300",0.57,0
"Arencibia
										
										J.P. Arencibia",25,"1B","Pre-Arb","$417,400","-","-","$417,400","$417,400",0.57,0
"Drabek
										
										Kyle Drabek",23,"RP","Pre-Arb","$416,000","-","-","$416,000","$416,000",0.57,0
"Beck
										
										Chad Beck",26,"RP","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.56,0
"Carreno
										
										Joel Carreno",24,"RP","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.56,0
"Cooper
										
										David Cooper",24,"1B","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.56,0
"Farquhar
										
										Danny Farquhar",24,"RP","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.56,0
"Lawrie
										
										Brett Lawrie",21,"2B","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.56,0
"Mills
										
										Brad Mills",26,"RP","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.56,0
"Perez
										
										Luis Perez",26,"RP","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.56,0
"Thames
										
										Eric Thames",24,"1B","Pre-Arb","$414,000","-","-","$414,000","$305,409",0.42,0
"Miller
										
										Trever Miller",38,"RP","Pre-Arb","$2,000,000","-","-","$2,000,000","$229,508",0.31,0
"Rasmus
										
										Colby Rasmus",24,"LF","Pre-Arb","$443,000","-","-","$443,000","$154,928",0.21,0
"Alvarez
										
										Henderson Alvarez",21,"SP","Pre-Arb","$414,000","-","-","$414,000","$113,114",0.15,0
