"Active.Players..43.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Werth
										
										Jayson Werth",33,"LF","Vet","$13,000,000","$571,428","-","$13,571,428","$13,571,428",13.81,0
"Zimmerman
										
										Ryan Zimmerman",27,"1B","Vet","$12,000,000","$100,000","$175,000","$12,275,000","$12,275,000",12.49,0
"Jackson
										
										Edwin Jackson",28,"SP","Vet","$11,000,000","-","-","$11,000,000","$11,000,000",11.2,0
"LaRoche
										
										Adam LaRoche",32,"DH","Vet","$8,000,000","-","-","$8,000,000","$8,000,000",8.14,0
"Lannan
										
										John Lannan",27,"RP","Arb 2","$5,000,000","-","-","$5,000,000","$5,000,000",5.09,0
"Strasburg
										
										Stephen Strasburg",23,"SP","Pre-Arb","$3,000,000","$1,875,000","-","$4,875,000","$4,875,000",4.96,0
"Wang
										
										Chien-Ming Wang",32,"RP","Vet","$4,000,000","-","-","$4,000,000","$4,000,000",4.07,0
"Morse
										
										Mike Morse",30,"LF","Arb 2","$3,250,000","$250,000","-","$3,500,000","$3,500,000",3.56,0
"Gonzalez
										
										Gio Gonzalez",26,"SP","Pre-Arb","$3,250,000","$100,000","-","$3,350,000","$3,350,000",3.41,0
"Gorzelanny
										
										Tom Gorzelanny",29,"RP","Arb 3","$3,000,000","-","-","$3,000,000","$3,000,000",3.05,0
"Burnett
										
										Sean Burnett",29,"RP","Arb 3","$2,300,000","-","-","$2,300,000","$2,300,000",2.34,0
"Zimmermann
										
										Jordan Zimmermann",26,"SP","Pre-Arb","$2,300,000","-","-","$2,300,000","$2,300,000",2.34,0
"Rendon
										
										Anthony Rendon",22,"3B","Pre-Arb","$300,000","$1,500,000","-","$1,800,000","$1,800,000",1.83,0
"Harper
										
										Bryce Harper",19,"RF","Pre-Arb","$500,000","$1,250,000","-","$1,750,000","$1,750,000",1.78,0
"Suzuki
										
										Kurt Suzuki",28,"C","Vet","$5,000,000","$37,500","-","$5,037,500","$1,693,989",1.72,0
"Clippard
										
										Tyler Clippard",27,"RP","Arb 1","$1,650,000","-","-","$1,650,000","$1,650,000",1.68,0
"Ankiel
										
										Rick Ankiel",32,"CF","Vet","$1,250,000","-","-","$1,250,000","$1,250,000",1.27,0
"Purke
										
										Matt Purke",21,"RP","Pre-Arb","$350,000","$687,500","-","$1,037,500","$1,037,500",1.06,0
"Lidge
										
										Brad Lidge",35,"RP","Vet","$1,000,000","-","-","$1,000,000","$1,000,000",1.02,0
"Flores
										
										Jesus Flores",27,"C","Pre-Arb","$815,000","-","-","$815,000","$815,000",0.83,0
"Derosa
										
										Mark Derosa",37,"3B","Vet","$800,000","-","-","$800,000","$800,000",0.81,0
"Tracy
										
										Chad Tracy",32,"1B","Vet","$750,000","-","-","$750,000","$750,000",0.76,0
"Gonzalez
										
										Mike Gonzalez",34,"RP","Vet","$900,000","-","-","$900,000","$604,918",0.62,0
"Carroll
										
										Brett Carroll",29,"CF","Pre-Arb","$580,000","-","-","$580,000","$580,000",0.59,0
"Desmond
										
										Ian Desmond",26,"LF","Pre-Arb","$512,500","-","-","$512,500","$512,500",0.52,0
"Espinosa
										
										Danny Espinosa",25,"SS","Pre-Arb","$506,000","-","-","$506,000","$506,000",0.51,0
"Storen
										
										Drew Storen",24,"RP","Pre-Arb","$498,750","-","-","$498,750","$498,750",0.51,0
"Bernadina
										
										Roger Bernadina",28,"LF","Pre-Arb","$493,500","-","-","$493,500","$493,500",0.5,0
"Ramos
										
										Wilson Ramos",24,"C","Pre-Arb","$491,250","-","-","$491,250","$491,250",0.5,0
"Rodriguez
										
										Henry Rodriguez",25,"RP","Pre-Arb","$491,000","-","-","$491,000","$491,000",0.5,0
"Detwiler
										
										Ross Detwiler",26,"SP","Pre-Arb","$485,000","-","-","$485,000","$485,000",0.49,0
"Stammen
										
										Craig Stammen",28,"RP","Pre-Arb","$485,000","-","-","$485,000","$485,000",0.49,0
"Lombardozzi
										
										Steve Lombardozzi",23,"2B","Pre-Arb","$481,000","-","-","$481,000","$481,000",0.49,0
"Marrero
										
										Chris Marrero",23,"1B","Pre-Arb","$481,000","-","-","$481,000","$481,000",0.49,0
"Mattheus
										
										Ryan Mattheus",28,"RP","Pre-Arb","$481,000","-","-","$481,000","$481,000",0.49,0
"Brown
										
										Corey Brown",26,"CF","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Garcia
										
										Christian Garcia",26,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Kimball
										
										Cole Kimball",26,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Leon
										
										Sandy Leon",23,"C","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Moore
										
										Tyler Moore",25,"1B","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Perry
										
										Ryan Perry",25,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Rivero
										
										Carlos Rivero",24,"SS","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Duke
										
										Zach Duke",29,"RP","Vet","$900,000","-","-","$900,000","$167,213",0.17,0
