"Active.Players..35.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Kazmir
										
										Scott Kazmir",30,"SP","Vet","$7,000,000","$2,000,000","$50,000","$9,050,000","$9,050,000",9.68,0
"Crisp
										
										Coco Crisp",34,"CF","Vet","$7,500,000","-","-","$7,500,000","$7,500,000",8.02,0
"Lowrie
										
										Jed Lowrie",30,"2B","Arb 3","$5,250,000","-","-","$5,250,000","$5,250,000",5.61,0
"Gregerson
										
										Luke Gregerson",30,"RP","Arb 3","$5,065,000","-","-","$5,065,000","$5,065,000",5.42,0
"Callaspo
										
										Alberto Callaspo",31,"3B","Vet","$4,875,000","-","-","$4,875,000","$4,875,000",5.21,0
"Moss
										
										Brandon Moss",30,"DH","Arb 1","$4,100,000","-","$50,000","$4,150,000","$4,150,000",4.44,0
"Hammel
										
										Jason Hammel",31,"SP","Vet","$6,000,000","-","-","$6,000,000","$2,852,459",3.05,0
"Punto
										
										Nick Punto",36,"SS","Vet","$2,750,000","-","-","$2,750,000","$2,750,000",2.94,0
"Reddick
										
										Josh Reddick",27,"RF","Arb 1","$2,700,000","-","-","$2,700,000","$2,700,000",2.89,0
"Samardzija
										
										Jeff Samardzija",29,"SP","Arb 2","$5,345,000","-","-","$5,345,000","$2,541,065",2.72,0
"Lester
										
										Jon Lester",30,"SP","Vet","$13,000,000","-","$50,000","$13,050,000","$2,512,295",2.69,0
"Jaso
										
										John Jaso",30,"RF","Arb 2","$2,300,000","-","-","$2,300,000","$2,300,000",2.46,0
"Gomes
										
										Jonny Gomes",33,"LF","Vet","$5,000,000","-","-","$5,000,000","$1,639,344",1.75,0
"O'Flaherty
										
										Eric O'Flaherty",29,"RP","Vet","$1,500,000","-","-","$1,500,000","$1,500,000",1.6,0
"Dunn
										
										Adam Dunn",34,"DH","Vet","$1,200,000","-","-","$1,200,000","$1,200,000",1.28,0
"Gentry
										
										Craig Gentry",30,"LF","Arb 1","$1,145,000","-","-","$1,145,000","$1,145,000",1.22,0
"Chavez
										
										Jesse Chavez",30,"RP","Arb 1","$775,000","-","-","$775,000","$775,000",0.83,0
"Doolittle
										
										Sean Doolittle",27,"RP/CL","Pre-Arb","$600,000","$30,000","-","$630,000","$630,000",0.67,0
"Soto
										
										Geovany Soto",31,"C","Vet","$3,050,000","-","-","$3,050,000","$600,000",0.64,0
"Rodriguez
										
										Fernando Rodriguez",30,"RP","Pre-Arb","$600,000","-","-","$600,000","$600,000",0.64,0
"Abad
										
										Fernando Abad",28,"RP","Pre-Arb","$525,900","-","-","$525,900","$525,900",0.56,0
"Sogard
										
										Eric Sogard",28,"2B","Pre-Arb","$510,000","-","-","$510,000","$510,000",0.55,0
"Cook
										
										Ryan Cook",27,"RP","Pre-Arb","$505,000","-","-","$505,000","$505,000",0.54,0
"Griffin
										
										A.J. Griffin",26,"RP","Pre-Arb","$505,000","-","-","$505,000","$505,000",0.54,0
"Norris
										
										Derek Norris",25,"C","Pre-Arb","$505,000","-","-","$505,000","$505,000",0.54,0
"Gray
										
										Sonny Gray",24,"SP","Pre-Arb","$502,500","-","-","$502,500","$502,500",0.54,0
"Donaldson
										
										Josh Donaldson",28,"3B","Pre-Arb","$500,000","-","-","$500,000","$500,000",0.53,0
"Parker
										
										Jarrod Parker",25,"SP","Pre-Arb","$500,000","-","-","$500,000","$500,000",0.53,0
"Otero
										
										Dan Otero",29,"RP","Pre-Arb","$502,500","-","-","$502,500","$494,262",0.53,0
"Pomeranz
										
										Drew Pomeranz",25,"SP","Pre-Arb","$505,000","-","-","$505,000","$369,781",0.4,0
"Fuld
										
										Sam Fuld",32,"CF","Arb 2","$800,000","-","-","$800,000","$349,727",0.37,0
"Vogt
										
										Stephen Vogt",29,"C","Pre-Arb","$502,500","-","-","$502,500","$329,508",0.35,0
"Freiman
										
										Nate Freiman",27,"1B","Pre-Arb","$500,000","-","-","$500,000","$215,846",0.23,0
"Burns
										
										Billy Burns",24,"CF","Pre-Arb","$500,000","-","-","$500,000","$169,398",0.18,0
"Scribner
										
										Evan Scribner",28,"RP","Pre-Arb","$505,000","-","-","$505,000","$143,497",0.15,0
