"Active.Players..38.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Davis
										
										Chris Davis",32,"1B","Vet","$17,000,000","-","-","$21,118,782","$21,118,782",16.19,"23,000,000"
"Jones
										
										Adam Jones",32,"CF","Vet","$17,000,000","$333,333","-","$17,333,333","$17,333,333",13.29,"14,250,000"
"Cashner
										
										Andrew Cashner",31,"SP","Vet","$5,000,000","$1,500,000","$3,000,000","$9,500,000","$9,500,000",7.28,"8,000,000"
"Cobb
										
										Alex Cobb",30,"SP","Vet","$14,000,000","-","-","$14,000,000","$7,500,000",5.75,"14,250,000"
"Beckham
										
										Tim Beckham",28,"SS","Arb 2","$3,350,000","-","-","$3,350,000","$3,350,000",2.57,"3,350,000"
"Bundy
										
										Dylan Bundy",25,"SP","Pre-Arb","$1,640,000","-","-","$1,640,000","$1,640,000",1.26,"1,640,000"
"Joseph
										
										Caleb Joseph",32,"C","Arb 2","$1,250,000","-","-","$1,250,000","$1,250,000",0.96,"1,250,000"
"Villar
										
										Jonathan Villar",27,"SS","Arb 1","$2,550,000","-","-","$2,550,000","$850,020",0.65,"2,550,000"
"Givens
										
										Mychal Givens",28,"RP/CL","Pre-Arb","$566,500","-","-","$566,500","$566,500",0.43,"566,500"
"Mancini
										
										Trey Mancini",26,"LF","Pre-Arb","$556,500","-","-","$556,500","$556,500",0.43,"556,500"
"Wright
										
										Mike Wright",28,"RP","Pre-Arb","$553,500","-","-","$553,500","$553,500",0.42,"553,500"
"Castro
										
										Miguel Castro",23,"SP","Pre-Arb","$553,000","-","-","$553,000","$553,000",0.42,"553,000"
"Peterson
										
										Jace Peterson",28,"2B","Arb 1","$545,000","-","-","$545,000","$468,800",0.36,"545,000"
"Scott
										
										Tanner Scott",23,"RP","Pre-Arb","$545,000","-","-","$545,000","$433,640",0.33,"545,000"
"Sisco
										
										Chance Sisco",23,"C","Pre-Arb","$546,500","-","-","$546,500","$364,312",0.28,"546,500"
"Rickard
										
										Joey Rickard",27,"LF","Pre-Arb","$545,000","-","-","$545,000","$348,670",0.27,"545,000"
"Hess
										
										David Hess",24,"RP","Pre-Arb","$545,000","-","-","$545,000","$342,810",0.26,"545,000"
"Wynns
										
										Austin Wynns",27,"C","Pre-Arb","$545,000","-","-","$545,000","$304,720",0.23,"545,000"
"Fry
										
										Paul Fry",25,"RP","Pre-Arb","$545,000","-","-","$545,000","$275,420",0.21,"545,000"
"Ramirez
										
										Yefry Ramirez",24,"RP","Pre-Arb","$545,000","-","-","$545,000","$272,490",0.21,"545,000"
"Wilkerson
										
										Steve Wilkerson",26,"3B","Vet","$545,000","-","-","$545,000","$251,980",0.19,"545,000"
"Nunez
										
										Renato Nunez",24,"LF","Pre-Arb","$545,000","-","-","$545,000","$213,890",0.16,"545,000"
"Mullins
										
										Cedric Mullins",23,"CF","Pre-Arb","$545,000","-","-","$545,000","$196,310",0.15,"545,000"
"Hart
										
										Donnie Hart",27,"RP","Pre-Arb","$552,500","-","-","$552,500","$166,320",0.13,"552,500"
"Meisinger
										
										Ryan Meisinger",24,"RP","Pre-Arb","$545,000","-","-","$545,000","$164,080",0.13,"545,000"
"Gilmartin
										
										Sean Gilmartin",28,"RP","Pre-Arb","$545,000","-","-","$545,000","$149,430",0.11,"545,000"
"Carroll
										
										Cody Carroll",25,"RP","Pre-Arb","$545,000","-","-","$545,000","$143,570",0.11,"545,000"
"Andreoli
										
										John Andreoli",28,"OF","Pre-Arb","$545,000","-","-","$545,000","$123,060",0.09,"545,000"
"Yacabonis
										
										Jimmy Yacabonis",26,"SP","Pre-Arb","$545,000","-","-","$545,000","$105,480",0.08,"545,000"
"Rogers
										
										Josh Rogers",23,"SP","Pre-Arb","$545,000","-","-","$545,000","$99,620",0.08,"545,000"
"Valera
										
										Breyvic Valera",26,"2B","Pre-Arb","$545,000","-","-","$545,000","$96,690",0.07,"545,000"
"Phillips
										
										Evan Phillips",23,"RP","Pre-Arb","$545,000","-","-","$545,000","$87,900",0.07,"545,000"
"Joseph
										
										Corban Joseph",29,"1B","Pre-Arb","$545,000","-","-","$545,000","$84,970",0.07,"545,000"
"Ortiz
										
										Luis Ortiz",22,"SP","Pre-Arb","$545,000","-","-","$545,000","$79,110",0.06,"545,000"
"Stewart
										
										D.J. Stewart",24,"OF","Pre-Arb","$545,000","-","-","$545,000","$58,600",0.04,"545,000"
"Susac
										
										Andrew Susac",28,"C","Pre-Arb","$545,000","-","-","$545,000","$46,880",0.04,"545,000"
"Hays
										
										Austin Hays",22,"RF","Pre-Arb","$545,000","-","-","$545,000","$20,510",0.02,"545,000"
"Means
										
										John Means",25,"RP","Pre-Arb","$545,000","-","-","$545,000","$20,510",0.02,"545,000"
