"Active.Players..41.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Kubel
										
										Jason Kubel",30,"LF","Vet","$7,500,000","-","-","$7,500,000","$7,500,000",9.04,0
"Young
										
										Chris Young",28,"RF","Vet","$7,000,000","$200,000","-","$7,200,000","$7,200,000",8.68,0
"Upton
										
										Justin Upton",24,"LF","Vet","$6,750,000","$208,333","-","$6,958,333","$6,958,333",8.39,0
"Saunders
										
										Joe Saunders",30,"SP","Arb 3","$6,000,000","-","-","$6,000,000","$6,000,000",7.23,0
"Montero
										
										Miguel Montero",28,"C","Arb 3","$5,900,000","-","-","$5,900,000","$5,900,000",7.11,0
"Hill
										
										Aaron Hill",30,"3B","Vet","$5,500,000","-","-","$5,500,000","$5,500,000",6.63,0
"Putz
										
										J.J. Putz",35,"RP","Vet","$4,500,000","-","-","$4,500,000","$4,500,000",5.42,0
"Cahill
										
										Trevor Cahill",24,"RP","Arb 1","$3,500,000","$200,000","-","$3,700,000","$3,700,000",4.46,0
"Roberts
										
										Ryan Roberts",31,"2B","Pre-Arb","$2,012,500","-","-","$2,012,500","$2,012,500",2.43,0
"Bloomquist
										
										Willie Bloomquist",34,"2B","Vet","$1,900,000","-","-","$1,900,000","$1,900,000",2.29,0
"Breslow
										
										Craig Breslow",31,"RP","Arb 2","$1,795,000","-","-","$1,795,000","$1,795,000",2.16,0
"Ziegler
										
										Brad Ziegler",32,"RP","Arb 1","$1,795,000","-","-","$1,795,000","$1,795,000",2.16,0
"Saito
										
										Takashi Saito",42,"RP","Vet","$1,750,000","-","-","$1,750,000","$1,750,000",2.11,0
"McDonald
										
										John McDonald",37,"SS","Vet","$1,500,000","-","-","$1,500,000","$1,500,000",1.81,0
"Blum
										
										Geoff Blum",39,"SS","Vet","$1,350,000","-","-","$1,350,000","$1,350,000",1.63,0
"Blanco
										
										Henry Blanco",40,"C","Vet","$1,250,000","-","-","$1,250,000","$1,250,000",1.51,0
"Overbay
										
										Lyle Overbay",35,"1B","Vet","$1,000,000","-","-","$1,000,000","$1,000,000",1.21,0
"Lindstrom
										
										Matt Lindstrom",32,"RP","Arb 3","$3,600,000","-","-","$3,600,000","$767,213",0.92,0
"Kennedy
										
										Ian Kennedy",27,"SP","Pre-Arb","$519,500","-","-","$519,500","$519,500",0.63,0
"Hudson
										
										Daniel Hudson",25,"RP","Pre-Arb","$504,000","-","-","$504,000","$504,000",0.61,0
"Parra
										
										Gerardo Parra",25,"LF","Pre-Arb","$502,000","-","-","$502,000","$502,000",0.61,0
"Hernandez
										
										David Hernandez",27,"RP","Pre-Arb","$499,000","-","-","$499,000","$499,000",0.6,0
"Albaladejo
										
										Jonathan Albaladejo",29,"RP","Pre-Arb","$490,000","-","-","$490,000","$490,000",0.59,0
"Paterson
										
										Joe Paterson",26,"RP","Pre-Arb","$487,500","-","-","$487,500","$487,500",0.59,0
"Collmenter
										
										Josh Collmenter",26,"RP","Pre-Arb","$486,000","-","-","$486,000","$486,000",0.59,0
"Shaw
										
										Bryan Shaw",24,"RP","Pre-Arb","$483,000","-","-","$483,000","$483,000",0.58,0
"Goldschmidt
										
										Paul Goldschmidt",24,"1B","Vet","$482,000","-","-","$482,000","$482,000",0.58,0
"Miley
										
										Wade Miley",25,"SP","Pre-Arb","$481,000","-","-","$481,000","$481,000",0.58,0
"Bell
										
										Josh Bell",25,"3B","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.58,0
"Corbin
										
										Patrick Corbin",23,"SP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.58,0
"Demel
										
										Sam Demel",26,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.58,0
"Elmore
										
										Jake Elmore",25,"LF","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.58,0
"Gregorius
										
										Didi Gregorius",22,"SS","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.58,0
"Martinez
										
										Joe Martinez",29,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.58,0
"Pollock
										
										A.J. Pollock",24,"CF","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.58,0
"Ransom
										
										Cody Ransom",36,"3B","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.58,0
"Schmidt
										
										Konrad Schmidt",27,"C","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.58,0
"Skaggs
										
										Tyler Skaggs",20,"SP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.58,0
"Wheeler
										
										Ryan Wheeler",23,"3B","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.58,0
"Zagurski
										
										Mike Zagurski",29,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.58,0
"Nieves
										
										Wil Nieves",34,"C","Arb 3","$800,000","-","-","$800,000","$367,213",0.44,0
