"Active.Players..33.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Wright
										
										David Wright",35,"3B","Vet","$20,000,000","-","-","$20,000,000","$20,000,000",13.32,"17,250,000"
"Bruce
										
										Jay Bruce",31,"RF","Vet","$10,000,000","$1,000,000","-","$11,000,000","$11,000,000",7.32,"13,000,000"
"Frazier
										
										Todd Frazier",32,"3B","Vet","$8,000,000","-","-","$8,000,000","$8,000,000",5.33,"8,500,000"
"deGrom
										
										Jacob deGrom",30,"SP","Arb 2","$7,400,000","-","-","$7,400,000","$7,400,000",4.93,"7,400,000"
"Blevins
										
										Jerry Blevins",34,"RP","Vet","$7,000,000","-","-","$7,000,000","$7,000,000",4.66,"6,500,000"
"Vargas
										
										Jason Vargas",35,"SP","Vet","$6,000,000","-","-","$6,000,000","$6,000,000",3.99,"8,000,000"
"Swarzak
										
										Anthony Swarzak",32,"RP","Vet","$5,000,000","$500,000","-","$5,500,000","$5,500,000",3.66,"7,000,000"
"Flores
										
										Wilmer Flores",26,"1B","Arb 2","$3,400,000","-","-","$3,400,000","$3,400,000",2.26,"3,400,000"
"Syndergaard
										
										Noah Syndergaard",25,"SP","Arb 1","$2,975,000","-","-","$2,975,000","$2,975,000",1.98,"2,975,000"
"Reyes
										
										Jose Reyes",35,"3B","Vet","$2,000,000","-","-","$2,000,000","$2,000,000",1.33,"2,000,000"
"Wheeler
										
										Zack Wheeler",28,"SP","Arb 2","$1,900,000","-","-","$1,900,000","$1,900,000",1.27,"1,900,000"
"Conforto
										
										Michael Conforto",25,"RF","Pre-Arb","$605,094","-","-","$605,094","$605,094",0.4,"605,094"
"Matz
										
										Steven Matz",27,"SP","Pre-Arb","$577,000","-","-","$577,000","$577,000",0.38,"577,000"
"Lugo
										
										Seth Lugo",28,"RP","Pre-Arb","$564,000","-","-","$564,000","$564,000",0.38,"564,000"
"Gsellman
										
										Robert Gsellman",24,"RP","Pre-Arb","$562,375","-","-","$562,375","$562,375",0.37,"562,375"
"Plawecki
										
										Kevin Plawecki",27,"C","Pre-Arb","$557,471","-","-","$557,471","$557,471",0.37,"557,471"
"Rosario
										
										Amed Rosario",22,"SS","Pre-Arb","$548,940","-","-","$548,940","$548,940",0.37,"548,940"
"Nimmo
										
										Brandon Nimmo",25,"CF","Pre-Arb","$555,968","-","-","$555,968","$546,987",0.36,"555,968"
"Sewald
										
										Paul Sewald",28,"RP","Pre-Arb","$553,250","-","-","$553,250","$475,840",0.32,"553,250"
"Lobaton
										
										Jose Lobaton",33,"C","Vet","$1,250,000","-","-","$1,250,000","$463,680",0.31,"1,250,000"
"Rhame
										
										Jacob Rhame",25,"RP","Pre-Arb","$545,650","-","-","$545,650","$305,136",0.2,"545,650"
"Bashlor
										
										Tyler Bashlor",25,"RP","Pre-Arb","$545,000","-","-","$545,000","$287,140",0.19,"545,000"
"Oswalt
										
										Corey Oswalt",24,"SP","Pre-Arb","$545,000","-","-","$545,000","$287,140",0.19,"545,000"
"Peterson
										
										Tim Peterson",27,"RP","Vet","$545,000","-","-","$545,000","$272,490",0.18,"545,000"
"Smith
										
										Drew Smith",24,"SP","Pre-Arb","$545,000","-","-","$545,000","$260,770",0.17,"545,000"
"Nido
										
										Tomas Nido",24,"C","Pre-Arb","$545,000","-","-","$545,000","$219,750",0.15,"545,000"
"Smith
										
										Dominic Smith",23,"1B","Pre-Arb","$545,000","-","-","$545,000","$219,750",0.15,"545,000"
"McNeil
										
										Jeff McNeil",26,"3B","Pre-Arb","$545,000","-","-","$545,000","$202,170",0.13,"545,000"
"Jackson
										
										Austin Jackson",31,"CF","Vet","$545,000","-","-","$545,000","$193,380",0.13,"545,000"
"Zamora
										
										Daniel Zamora",25,"RP","Pre-Arb","$545,000","-","-","$545,000","$131,850",0.09,"545,000"
"Reinheimer
										
										Jack Reinheimer",26,"SS","Pre-Arb","$545,000","-","-","$545,000","$114,270",0.08,"545,000"
"Gagnon
										
										Drew Gagnon",28,"SP","Pre-Arb","$545,000","-","-","$545,000","$84,970",0.06,"545,000"
"Mesoraco
										
										Devin Mesoraco",30,"C","Vet","$13,000,000","$125,000","-","$13,125,000","-0",0,"7,000,000"
