"Active.Players..35.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Pujols
										
										Albert Pujols",37,"DH","Vet","$26,000,000","-","-","$26,000,000","$26,000,000",15.65,"24,000,000"
"Trout
										
										Mike Trout",25,"CF","Arb 3","$19,250,000","$833,333","-","$20,083,333","$20,083,333",12.09,"24,083,333"
"Nolasco
										
										Ricky Nolasco",34,"SP","Vet","$12,000,000","-","-","$12,000,000","$8,000,000",4.81,"12,250,000"
"Simmons
										
										Andrelton Simmons",27,"SS","Vet","$8,000,000","-","-","$8,000,000","$8,000,000",4.81,"8,285,714"
"Richards
										
										Garrett Richards",29,"SP","Arb 2","$6,850,000","-","-","$6,850,000","$6,850,000",4.12,"6,850,000"
"Chavez
										
										Jesse Chavez",33,"RP","Vet","$5,750,000","-","$800,000","$6,550,000","$6,550,000",3.94,"5,750,000"
"Valbuena
										
										Luis Valbuena",31,"3B","Vet","$6,500,000","-","-","$6,500,000","$6,500,000",3.91,"7,500,000"
"Calhoun
										
										Kole Calhoun",29,"RF","Arb 2","$6,000,000","-","-","$6,000,000","$6,000,000",3.61,"8,666,667"
"Revere
										
										Ben Revere",29,"CF","Arb 3","$4,000,000","-","-","$4,000,000","$4,000,000",2.41,"4,000,000"
"Upton
										
										Justin Upton",29,"LF","Vet","$22,125,000","-","-","$22,125,000","$3,000,000",1.81,"22,125,000"
"Pennington
										
										Cliff Pennington",33,"SS","Vet","$2,250,000","-","-","$2,250,000","$2,250,000",1.35,"1,875,000"
"Petit
										
										Yusmeiro Petit",32,"RP","Vet","$2,250,000","-","-","$2,250,000","$2,250,000",1.35,"2,250,000"
"Norris
										
										Bud Norris",32,"SP","Vet","$1,750,000","-","-","$1,750,000","$1,750,000",1.05,"1,750,000"
"Maldonado
										
										Martin Maldonado",30,"C","Arb 3","$1,725,000","-","-","$1,725,000","$1,725,000",1.04,"1,725,000"
"Parker
										
										Blake Parker",32,"RP/CL","Pre-Arb","$560,000","-","-","$560,000","$560,000",0.34,"560,000"
"Bedrosian
										
										Cam Bedrosian",25,"RP","Pre-Arb","$555,000","-","-","$555,000","$555,000",0.33,"555,000"
"Skaggs
										
										Tyler Skaggs",25,"SP","Pre-Arb","$555,000","-","-","$555,000","$555,000",0.33,"555,000"
"Heaney
										
										Andrew Heaney",26,"SP","Pre-Arb","$543,000","-","-","$543,000","$543,000",0.33,"543,000"
"Graterol
										
										Juan Graterol",28,"C","Pre-Arb","$535,000","-","-","$535,000","$485,218",0.29,"535,000"
"Cron
										
										C.J. Cron",27,"1B","Pre-Arb","$565,000","-","-","$565,000","$481,572",0.29,"565,000"
"Middleton
										
										Keynan Middleton",23,"RP","Pre-Arb","$535,000","-","-","$535,000","$473,526",0.28,"535,000"
"Alvarez
										
										Jose Alvarez",28,"RP","Pre-Arb","$557,000","-","-","$557,000","$441,380",0.27,"557,000"
"Wood
										
										Blake Wood",31,"RP","Arb 2","$1,275,000","-","-","$1,275,000","$264,746",0.16,"1,275,000"
"Bridwell
										
										Parker Bridwell",25,"SP","Pre-Arb","$535,000","-","-","$535,000","$233,840",0.14,"535,000"
"Young Jr.
										
										Eric Young Jr.",32,"CF","Vet","$535,000","-","-","$535,000","$230,917",0.14,"535,000"
"Cowart
										
										Kaleb Cowart",25,"3B","Pre-Arb","$535,000","-","-","$535,000","$204,610",0.12,"535,000"
"Paredes
										
										Eduardo Paredes",22,"RP","Pre-Arb","$535,000","-","-","$535,000","$198,764",0.12,"535,000"
"Phillips
										
										Brandon Phillips",36,"2B","Vet","$14,000,000","-","-","$14,000,000","$169,398",0.1,"12,083,333"
"Robinson
										
										Shane Robinson",32,"CF","Arb 3","$535,000","-","-","$535,000","$151,996",0.09,"535,000"
"Scribner
										
										Troy Scribner",25,"RP","Pre-Arb","$535,000","-","-","$535,000","$149,073",0.09,"535,000"
"Perez
										
										Carlos Perez",26,"C","Pre-Arb","$547,500","-","-","$547,500","$143,616",0.09,"547,500"
"Fontana
										
										Nolan Fontana",26,"SS","Pre-Arb","$535,000","-","-","$535,000","$113,997",0.07,"535,000"
"Gurka
										
										Jason Gurka",29,"RP","Pre-Arb","$535,000","-","-","$535,000","$90,613",0.05,"535,000"
"Ramirez
										
										Noe Ramirez",27,"RP","Pre-Arb","$535,000","-","-","$535,000","$90,613",0.05,"535,000"
"Salas
										
										Fernando Salas",32,"RP","Vet","$535,000","-","-","$535,000","$90,613",0.05,"535,000"
