"Active.Players..37.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Trout
										
										Mike Trout",26,"CF","Vet","$33,250,000","$833,333","-","$34,083,333","$34,083,333",19.61,"24,083,333"
"Upton
										
										Justin Upton",30,"LF","Vet","$16,000,000","-","-","$16,000,000","$16,000,000",9.21,"21,200,000"
"Simmons
										
										Andrelton Simmons",28,"SS","Vet","$11,000,000","-","-","$11,000,000","$11,000,000",6.33,"8,285,714"
"Calhoun
										
										Kole Calhoun",30,"RF","Arb 3","$8,500,000","-","-","$8,500,000","$8,500,000",4.89,"8,666,667"
"Johnson
										
										Jim Johnson",35,"RP","Vet","$4,500,000","$500,000","-","$5,000,000","$5,000,000",2.88,"5,000,000"
"Shoemaker
										
										Matt Shoemaker",31,"SP","Arb 2","$4,125,000","-","-","$4,125,000","$4,125,000",2.37,"4,125,000"
"Skaggs
										
										Tyler Skaggs",26,"SP","Arb 1","$1,875,000","-","-","$1,875,000","$1,875,000",1.08,"1,875,000"
"Parker
										
										Blake Parker",33,"RP/CL","Arb 1","$1,800,000","-","-","$1,800,000","$1,800,000",1.04,"1,800,000"
"Bedrosian
										
										Cam Bedrosian",26,"RP","Arb 1","$1,100,000","-","-","$1,100,000","$1,100,000",0.63,"1,100,000"
"Alvarez
										
										Jose Alvarez",29,"RP","Arb 1","$1,050,000","-","-","$1,050,000","$1,050,000",0.6,"1,050,000"
"Heaney
										
										Andrew Heaney",27,"SP","Arb 1","$800,000","-","-","$800,000","$800,000",0.46,"800,000"
"Marte
										
										Jefry Marte",27,"1B","Pre-Arb","$559,000","-","-","$559,000","$559,000",0.32,"559,000"
"Ramirez
										
										Noe Ramirez",28,"RP","Pre-Arb","$548,500","-","-","$548,500","$548,500",0.32,"548,500"
"Ohtani
										
										Shohei Ohtani",23,"DH","Pre-Arb","$545,000","-","-","$545,000","$545,000",0.31,"545,000"
"Robles
										
										Hansel Robles",27,"RP","Arb 1","$900,000","-","-","$900,000","$489,300",0.28,"900,000"
"Anderson
										
										Justin Anderson",25,"RP","Pre-Arb","$545,000","-","-","$545,000","$474,660",0.27,"545,000"
"Barria
										
										Jaime Barria",21,"SP","Pre-Arb","$545,000","-","-","$545,000","$398,480",0.23,"545,000"
"Briceno
										
										Jose Briceno",25,"C","Pre-Arb","$545,000","-","-","$545,000","$348,670",0.2,"545,000"
"Pena
										
										Felix Pena",28,"SP","Pre-Arb","$545,000","-","-","$545,000","$345,740",0.2,"545,000"
"Fletcher
										
										David Fletcher",24,"SS","Pre-Arb","$545,000","-","-","$545,000","$325,230",0.19,"545,000"
"Despaigne
										
										Odrisamer Despaigne",31,"SP","Pre-Arb","$1,090,000","-","-","$1,090,000","$263,700",0.15,"1,090,000"
"Cowart
										
										Kaleb Cowart",26,"3B","Pre-Arb","$545,000","-","-","$545,000","$243,190",0.14,"545,000"
"Cole
										
										Taylor Cole",28,"RP","Pre-Arb","$545,000","-","-","$545,000","$205,100",0.12,"545,000"
"Arcia
										
										Francisco Arcia",28,"C","Pre-Arb","$545,000","-","-","$545,000","$196,310",0.11,"545,000"
"Young Jr.
										
										Eric Young Jr.",33,"CF","Vet","$545,000","-","-","$545,000","$193,380",0.11,"545,000"
"Fernandez
										
										Jose Miguel Fernandez",30,"2B","Pre-Arb","$545,000","-","-","$545,000","$169,940",0.1,"545,000"
"Blash
										
										Jabari Blash",28,"LF","Pre-Arb","$545,000","-","-","$545,000","$167,010",0.1,"545,000"
"Hermosillo
										
										Michael Hermosillo",23,"OF","Pre-Arb","$545,000","-","-","$545,000","$164,080",0.09,"545,000"
"McGuire
										
										Deck McGuire",29,"SP","Pre-Arb","$545,000","-","-","$545,000","$161,150",0.09,"545,000"
"Ward
										
										Taylor Ward",24,"C","Pre-Arb","$545,000","-","-","$545,000","$143,570",0.08,"545,000"
"Buttrey
										
										Ty Buttrey",25,"SP","Pre-Arb","$545,000","-","-","$545,000","$134,780",0.08,"545,000"
"Jerez
										
										Williams Jerez",26,"RP","Pre-Arb","$545,000","-","-","$545,000","$134,780",0.08,"545,000"
"Almonte
										
										Miguel Almonte",25,"RP","Pre-Arb","$545,000","-","-","$545,000","$93,760",0.05,"545,000"
"Tazawa
										
										Junichi Tazawa",32,"RP","Vet","$545,000","-","-","$545,000","$87,900",0.05,"545,000"
"Hudson
										
										Joe Hudson",27,"C","Pre-Arb","$545,000","-","-","$545,000","$79,110",0.05,"545,000"
"Bridwell
										
										Parker Bridwell",26,"SP","Pre-Arb","$545,000","-","-","$545,000","$70,320",0.04,"545,000"
"Johnson
										
										Sherman Johnson",27,"2B","Pre-Arb","$545,000","-","-","$545,000","$38,090",0.02,"545,000"
