"Active.Players..40.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Johnson
										
										Josh Johnson",28,"SP","Vet","$13,750,000","-","-","$13,750,000","$13,750,000",13.97,0
"Reyes
										
										Jose Reyes",29,"3B","Vet","$10,000,000","-","-","$10,000,000","$10,000,000",10.16,0
"Nolasco
										
										Ricky Nolasco",29,"SP","Arb 4","$9,000,000","-","-","$9,000,000","$9,000,000",9.15,0
"Bell
										
										Heath Bell",34,"RP","Vet","$6,000,000","$1,000,000","-","$7,000,000","$7,000,000",7.11,0
"Buehrle
										
										Mark Buehrle",33,"SP","Vet","$6,000,000","$1,000,000","-","$7,000,000","$7,000,000",7.11,0
"Buck
										
										John Buck",31,"C","Vet","$6,000,000","$500,000","-","$6,500,000","$6,500,000",6.61,0
"Oviedo
										
										Juan Carlos Oviedo",30,"RP","Arb 3","$6,000,000","-","-","$6,000,000","$6,000,000",6.1,0
"Zambrano
										
										Carlos Zambrano",31,"SP","Vet","$2,550,000","-","-","$2,550,000","$2,550,000",2.59,0
"Bonifacio
										
										Emilio Bonifacio",27,"CF","Arb 1","$2,200,000","-","-","$2,200,000","$2,200,000",2.24,0
"Dobbs
										
										Greg Dobbs",33,"1B","Vet","$1,400,000","-","-","$1,400,000","$1,400,000",1.42,0
"Kearns
										
										Austin Kearns",32,"LF","Vet","$1,300,000","-","-","$1,300,000","$1,300,000",1.32,0
"Green
										
										Nick Green",33,"3B","Pre-Arb","$900,000","-","-","$900,000","$900,000",0.91,0
"Gaudin
										
										Chad Gaudin",29,"SP","Vet","$600,000","-","-","$600,000","$600,000",0.61,0
"Murphy
										
										Donnie Murphy",29,"3B","Arb 1","$560,000","-","-","$560,000","$560,000",0.57,0
"Coghlan
										
										Chris Coghlan",27,"LF","Pre-Arb","$500,000","-","-","$500,000","$500,000",0.51,0
"Brantly
										
										Rob Brantly",22,"C","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Caminero
										
										Arquimedes Caminero",25,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Ceda
										
										Jose Ceda",25,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Cishek
										
										Steve Cishek",26,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Cousins
										
										Scott Cousins",27,"RF","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Dunn
										
										Michael Dunn",27,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Eovaldi
										
										Nathan Eovaldi",22,"SP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Hand
										
										Brad Hand",22,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Hatcher
										
										Chris Hatcher",27,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Hayes
										
										Brett Hayes",28,"C","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Hernandez
										
										Gorkys Hernandez",24,"CF","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Jennings
										
										Dan Jennings",25,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Koehler
										
										Tom Koehler",26,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"LeBlanc
										
										Wade LeBlanc",27,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Mattison
										
										Kevin Mattison",26,"LF","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Morrison
										
										Logan Morrison",24,"DH","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Petersen
										
										Bryan Petersen",26,"CF","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Ramos
										
										A.J. Ramos",25,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Reed
										
										Evan Reed",26,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Rosario
										
										Sandy Rosario",26,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Sanabia
										
										Alex Sanabia",23,"SP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Solano
										
										Donovan Solano",24,"2B","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Stanton
										
										Giancarlo Stanton",22,"RF","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Webb
										
										Ryan Webb",26,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Lee
										
										Carlos Lee",36,"1B","Vet","$18,500,000","$500,000","-","$19,000,000","$238,688",0.24,0
