"Active.Players..42.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Bautista
										
										Jose Bautista",31,"RF","Vet","$14,000,000","-","-","$14,000,000","$14,000,000",14.39,0
"Johnson
										
										Kelly Johnson",30,"2B","Arb 4","$6,375,000","-","-","$6,375,000","$6,375,000",6.55,0
"Teahen
										
										Mark Teahen",30,"RF","Vet","$5,500,000","-","-","$5,500,000","$5,500,000",5.65,0
"Romero
										
										Ricky Romero",27,"SP","Pre-Arb","$5,000,000","$250,000","-","$5,250,000","$5,250,000",5.4,0
"Lind
										
										Adam Lind",28,"1B","Arb 2","$5,000,000","$150,000","-","$5,150,000","$5,150,000",5.29,0
"Escobar
										
										Yunel Escobar",29,"3B","Arb 2","$5,000,000","-","-","$5,000,000","$5,000,000",5.14,0
"Cordero
										
										Francisco Cordero",37,"RP","Pre-Arb","$4,500,000","-","-","$4,500,000","$4,500,000",4.63,0
"Morrow
										
										Brandon Morrow",27,"RP/CL","Arb 2","$4,000,000","-","-","$4,000,000","$4,000,000",4.11,0
"Oliver
										
										Darren Oliver",41,"RP","Vet","$4,000,000","-","-","$4,000,000","$4,000,000",4.11,0
"Frasor
										
										Jason Frasor",34,"RP","Vet","$3,750,000","-","-","$3,750,000","$3,750,000",3.85,0
"Encarnacion
										
										Edwin Encarnacion",29,"DH","Vet","$3,500,000","-","-","$3,500,000","$3,500,000",3.6,0
"Davis
										
										Rajai Davis",31,"CF","Arb 3","$2,750,000","-","-","$2,750,000","$2,750,000",2.83,0
"Hechavarria
										
										Adeiny Hechavarria",23,"SS","Pre-Arb","$1,750,000","$1,000,000","-","$2,750,000","$2,750,000",2.83,0
"Rasmus
										
										Colby Rasmus",25,"LF","Arb 1","$2,700,000","-","-","$2,700,000","$2,700,000",2.78,0
"Lyon
										
										Brandon Lyon",32,"RP","Vet","$5,500,000","-","-","$5,500,000","$2,284,153",2.35,0
"Villanueva
										
										Carlos Villanueva",28,"RP","Arb 3","$2,277,500","-","-","$2,277,500","$2,277,500",2.34,0
"Janssen
										
										Casey Janssen",30,"RP","Arb 3","$2,000,000","-","-","$2,000,000","$2,000,000",2.06,0
"Mathis
										
										Jeff Mathis",29,"C","Arb 3","$1,500,000","-","-","$1,500,000","$1,500,000",1.54,0
"Santos
										
										Sergio Santos",28,"CL","Pre-Arb","$1,000,000","-","-","$1,000,000","$1,000,000",1.03,0
"Litsch
										
										Jesse Litsch",27,"SP","Arb 2","$975,000","-","-","$975,000","$975,000",1,0
"Laffey
										
										Aaron Laffey",27,"RP","Pre-Arb","$800,000","-","-","$800,000","$800,000",0.82,0
"Vizquel
										
										Omar Vizquel",45,"2B","Pre-Arb","$750,000","-","-","$750,000","$750,000",0.77,0
"McGowan
										
										Dustin McGowan",30,"RP","Arb 3","$600,000","-","-","$600,000","$600,000",0.62,0
"Arencibia
										
										J.P. Arencibia",26,"1B","Pre-Arb","$489,600","-","-","$489,600","$489,600",0.5,0
"Drabek
										
										Kyle Drabek",24,"RP","Pre-Arb","$485,900","-","-","$485,900","$485,900",0.5,0
"Perez
										
										Luis Perez",27,"RP","Pre-Arb","$485,700","-","-","$485,700","$485,700",0.5,0
"Alvarez
										
										Henderson Alvarez",22,"SP","Pre-Arb","$482,900","-","-","$482,900","$482,900",0.5,0
"Lawrie
										
										Brett Lawrie",22,"2B","Pre-Arb","$482,500","-","-","$482,500","$482,500",0.5,0
"Carreno
										
										Joel Carreno",25,"RP","Pre-Arb","$481,700","-","-","$481,700","$481,700",0.5,0
"Abreu
										
										Juan Abreu",27,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Beck
										
										Chad Beck",27,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Bocock
										
										Brian Bocock",27,"SS","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Cecil
										
										Brett Cecil",25,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Coello
										
										Robert Coello",27,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Cooper
										
										David Cooper",25,"1B","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Crawford
										
										Evan Crawford",25,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"d'Arnaud
										
										Travis d'Arnaud",23,"C","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Dyson
										
										Sam Dyson",24,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Farina
										
										Alan Farina",25,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Hoey
										
										Jim Hoey",29,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Hutchison
										
										Drew Hutchison",21,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"McCoy
										
										Mike McCoy",31,"RF","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
