"Active.Players..38.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Hernandez
										
										Felix Hernandez",32,"SP","Vet","$26,000,000","$857,142","-","$26,857,142","$26,857,142",16.68,"25,000,000"
"Seager
										
										Kyle Seager",30,"3B","Vet","$18,500,000","$500,000","-","$19,000,000","$19,000,000",11.8,"14,285,714"
"Cruz
										
										Nelson Cruz",37,"DH","Vet","$14,000,000","$250,000","$25,000","$14,275,000","$14,275,000",8.87,"14,250,000"
"Cano
										
										Robinson Cano",35,"2B","Vet","$24,000,000","-","-","$24,000,000","$13,677,440",8.5,"24,000,000"
"Leake
										
										Mike Leake",30,"SP","Vet","$17,000,000","-","-","$17,000,000","$11,000,000",6.83,"16,000,000"
"Gordon
										
										Dee Gordon",30,"2B","Arb 3","$10,500,000","$300,000","-","$10,800,000","$10,800,000",6.71,"10,000,000"
"Segura
										
										Jean Segura",28,"SS","Arb 3","$9,000,000","$600,000","-","$9,600,000","$9,600,000",5.96,"14,000,000"
"Paxton
										
										James Paxton",29,"SP","Arb 2","$4,900,000","-","-","$4,900,000","$4,900,000",3.04,"4,900,000"
"Ramirez
										
										Erasmo Ramirez",28,"SP","Arb 3","$4,200,000","-","-","$4,200,000","$4,200,000",2.61,"4,200,000"
"Colome
										
										Alex Colome",29,"RP/CL","Arb 1","$5,300,000","-","-","$5,300,000","$3,803,565",2.36,"5,300,000"
"Zunino
										
										Mike Zunino",27,"C","Arb 2","$2,975,000","-","-","$2,975,000","$2,975,000",1.85,"2,975,000"
"Vincent
										
										Nick Vincent",31,"RP","Arb 2","$2,750,000","-","-","$2,750,000","$2,750,000",1.71,"2,750,000"
"Span
										
										Denard Span",34,"LF","Vet","$9,000,000","$2,000,000","$1,500,000","$12,500,000","$1,491,923",0.93,"10,333,333"
"Warren
										
										Adam Warren",30,"RP","Arb 3","$3,315,000","-","-","$3,315,000","$1,105,026",0.69,"3,315,000"
"Maybin
										
										Cameron Maybin",31,"CF","Vet","$3,250,000","-","-","$3,250,000","$1,083,326",0.67,"3,250,000"
"Romine
										
										Andrew Romine",32,"SS","Arb 3","$1,050,000","-","-","$1,050,000","$1,050,000",0.65,"1,050,000"
"Duke
										
										Zach Duke",35,"RP","Vet","$2,150,000","-","$1,500,000","$3,650,000","$716,658",0.45,"2,150,000"
"Heredia
										
										Guillermo Heredia",27,"CF","Pre-Arb","$782,000","-","-","$782,000","$714,680",0.44,"782,000"
"LeBlanc
										
										Wade LeBlanc",33,"SP","","$650,000","-","$50,000","$700,000","$700,000",0.43,"650,000"
"Diaz
										
										Edwin Diaz",24,"RP/CL","Pre-Arb","$570,800","-","-","$570,800","$570,800",0.35,"570,800"
"Haniger
										
										Mitch Haniger",27,"RF","Pre-Arb","$560,200","-","-","$560,200","$560,200",0.35,"560,200"
"Healy
										
										Ryon Healy",26,"1B","Pre-Arb","$559,200","-","-","$559,200","$559,200",0.35,"559,200"
"Gonzales
										
										Marco Gonzales",26,"SP","Pre-Arb","$550,300","-","-","$550,300","$550,300",0.34,"550,300"
"Pazos
										
										James Pazos",27,"RP","Pre-Arb","$553,900","-","-","$553,900","$515,194",0.32,"553,900"
"Gamel
										
										Ben Gamel",26,"LF","Pre-Arb","$558,100","-","-","$558,100","$501,167",0.31,"558,100"
"Bradford
										
										Chasen Bradford",28,"RP","Pre-Arb","$545,000","-","-","$545,000","$448,290",0.28,"545,000"
"Elias
										
										Roenis Elias",29,"RP","Pre-Arb","$598,000","-","-","$598,000","$392,230",0.24,"598,000"
"Herrmann
										
										Chris Herrmann",30,"C","Arb 2","$537,992","-","-","$537,992","$372,110",0.23,"545,000"
"Freitas
										
										David Freitas",29,"C","Pre-Arb","$545,000","-","-","$545,000","$363,320",0.23,"545,000"
"Lawrence
										
										Casey Lawrence",30,"RP","Pre-Arb","$545,000","-","-","$545,000","$234,400",0.15,"545,000"
"Vogelbach
										
										Dan Vogelbach",25,"1B","Pre-Arb","$545,700","-","-","$545,700","$228,852",0.14,"545,700"
"Cook
										
										Ryan Cook",31,"RP","Arb 3","$545,000","-","-","$545,000","$193,380",0.12,"545,000"
"Rumbelow
										
										Nick Rumbelow",26,"SP","Pre-Arb","$545,000","-","-","$545,000","$161,150",0.1,"545,000"
"Beckham
										
										Gordon Beckham",31,"2B","Vet","$545,000","-","-","$545,000","$143,570",0.09,"545,000"
"Armstrong
										
										Shawn Armstrong",27,"RP","Pre-Arb","$545,000","-","-","$545,000","$99,620",0.06,"545,000"
"Grimm
										
										Justin Grimm",29,"RP","Arb 3","$545,000","-","-","$545,000","$87,900",0.05,"545,000"
"Negron
										
										Kris Negron",32,"RF","Pre-Arb","$545,000","-","-","$545,000","$87,900",0.05,"545,000"
"Festa
										
										Matt Festa",25,"RP","Pre-Arb","$545,000","-","-","$545,000","$70,320",0.04,"545,000"
