"Active.Players..32.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Fielder
										
										Prince Fielder",29,"DH","Vet","$23,000,000","-","$50,000","$23,050,000","$23,050,000",14.85,0
"Cabrera
										
										Miguel Cabrera",30,"1B","Vet","$21,000,000","-","-","$21,000,000","$21,000,000",13.53,0
"Verlander
										
										Justin Verlander",30,"SP","Vet","$20,000,000","-","-","$20,000,000","$20,000,000",12.88,0
"Martinez
										
										Victor Martinez",34,"DH","Vet","$13,000,000","-","-","$13,000,000","$13,000,000",8.38,0
"Hunter
										
										Torii Hunter",37,"RF","Vet","$12,000,000","-","-","$12,000,000","$12,000,000",7.73,0
"Sanchez
										
										Anibal Sanchez",29,"RP","Vet","$8,000,000","$800,000","-","$8,800,000","$8,800,000",5.67,0
"Scherzer
										
										Max Scherzer",28,"SP","Arb 2","$6,725,000","-","-","$6,725,000","$6,725,000",4.33,0
"Peralta
										
										Jhonny Peralta",31,"3B","Vet","$6,000,000","-","-","$6,000,000","$6,000,000",3.87,0
"Benoit
										
										Joaquin Benoit",36,"RP","Vet","$5,500,000","-","-","$5,500,000","$5,500,000",3.54,0
"Porcello
										
										Rick Porcello",24,"SP","Arb 2","$5,100,000","-","-","$5,100,000","$5,100,000",3.29,0
"Fister
										
										Doug Fister",29,"SP","Arb 1","$4,000,000","-","-","$4,000,000","$4,000,000",2.58,0
"Infante
										
										Omar Infante",31,"2B","Vet","$4,000,000","-","-","$4,000,000","$4,000,000",2.58,0
"Jackson
										
										Austin Jackson",26,"CF","Arb 1","$3,500,000","-","-","$3,500,000","$3,500,000",2.25,0
"Avila
										
										Alex Avila",26,"C","Arb 1","$2,950,000","-","-","$2,950,000","$2,950,000",1.9,0
"Santiago
										
										Ramon Santiago",33,"2B","Vet","$2,100,000","-","-","$2,100,000","$2,100,000",1.35,0
"Coke
										
										Phil Coke",30,"RP","Arb 2","$1,850,000","-","-","$1,850,000","$1,850,000",1.19,0
"Kelly
										
										Don Kelly",33,"CF","Arb 2","$900,000","-","-","$900,000","$900,000",0.58,0
"Pena
										
										Brayan Pena",31,"C","Arb 3","$875,000","-","-","$875,000","$875,000",0.56,0
"Veras
										
										Jose Veras",32,"RP","Arb 3","$1,850,000","-","-","$1,850,000","$646,994",0.42,0
"Tuiasosopo
										
										Matt Tuiasosopo",27,"LF","Pre-Arb","$525,000","-","-","$525,000","$525,000",0.34,0
"Dirks
										
										Andy Dirks",27,"LF","Pre-Arb","$505,000","-","-","$505,000","$505,000",0.33,0
"Smyly
										
										Drew Smyly",24,"SP","Pre-Arb","$498,000","-","-","$498,000","$498,000",0.32,0
"Alburquerque
										
										Alberto Alburquerque",27,"RP","Pre-Arb","$500,000","-","-","$500,000","$401,639",0.26,0
"Putkonen
										
										Luke Putkonen",27,"RP","Pre-Arb","$490,000","-","-","$490,000","$294,535",0.19,0
"Rondon
										
										Bruce Rondon",22,"RP","Pre-Arb","$490,000","-","-","$490,000","$278,469",0.18,0
"Iglesias
										
										Jose Iglesias",23,"SS","Pre-Arb","$562,500","-","-","$562,500","$190,573",0.12,0
"Perez
										
										Hernan Perez",22,"LF","Pre-Arb","$490,000","-","-","$490,000","$166,010",0.11,0
"Holaday
										
										Bryan Holaday",25,"C","Pre-Arb","$490,000","-","-","$490,000","$155,300",0.1,0
"Alvarez
										
										Jose Alvarez",24,"RP","Pre-Arb","$490,000","-","-","$490,000","$144,590",0.09,0
"Ortega
										
										Jose Ortega",24,"RP","Pre-Arb","$490,000","-","-","$490,000","$107,103",0.07,0
"Castellanos
										
										Nick Castellanos",21,"3B","Pre-Arb","$490,000","-","-","$490,000","$80,327",0.05,0
"Worth
										
										Danny Worth",27,"2B","Pre-Arb","$490,000","-","-","$490,000","$80,327",0.05,0
