"Active.Players..31.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Danks
										
										John Danks",29,"SP","Vet","$14,250,000","$1,500,000","-","$15,750,000","$15,750,000",17.65,0
"Ramirez
										
										Alexei Ramirez",32,"SS","Vet","$9,500,000","-","$15,000","$9,515,000","$9,515,000",10.66,0
"Abreu
										
										Jose Abreu",27,"1B","Pre-Arb","$7,000,000","$1,666,666","$15,000","$8,681,666","$8,681,666",9.73,0
"Lindstrom
										
										Matt Lindstrom",34,"RP","Vet","$4,000,000","-","-","$4,000,000","$4,000,000",4.48,0
"Sale
										
										Chris Sale",25,"SP","Arb 1","$3,500,000","-","$15,000","$3,515,000","$3,515,000",3.94,0
"Belisario
										
										Ronald Belisario",31,"RP","Arb 2","$3,000,000","-","-","$3,000,000","$3,000,000",3.36,0
"Viciedo
										
										Dayan Viciedo",25,"RF","Pre-Arb","$2,800,000","-","-","$2,800,000","$2,800,000",3.14,0
"Konerko
										
										Paul Konerko",38,"1B","Vet","$2,500,000","-","-","$2,500,000","$2,500,000",2.8,0
"Paulino
										
										Felipe Paulino",30,"SP","Arb 4","$1,500,000","-","-","$1,500,000","$1,500,000",1.68,0
"Flowers
										
										Tyler Flowers",28,"C","Pre-Arb","$950,000","-","-","$950,000","$950,000",1.06,0
"Quintana
										
										Jose Quintana",25,"SP","Pre-Arb","$850,000","-","-","$850,000","$850,000",0.95,0
"Jones
										
										Nate Jones",28,"RP","Pre-Arb","$545,000","-","-","$545,000","$545,000",0.61,0
"Gillaspie
										
										Conor Gillaspie",26,"3B","Pre-Arb","$512,000","-","-","$512,000","$512,000",0.57,0
"Eaton
										
										Adam Eaton",25,"RF","Pre-Arb","$511,000","-","-","$511,000","$511,000",0.57,0
"Garcia
										
										Avisail Garcia",23,"RF","Pre-Arb","$510,000","-","-","$510,000","$510,000",0.57,0
"Garcia
										
										Leury Garcia",23,"OF","Pre-Arb","$505,500","-","-","$505,500","$505,500",0.57,0
"Danks
										
										Jordan Danks",27,"RF","Pre-Arb","$500,000","-","-","$500,000","$500,000",0.56,0
"Nieto
										
										Adrian Nieto",24,"C","Pre-Arb","$500,000","-","-","$500,000","$500,000",0.56,0
"Webb
										
										Daniel Webb",24,"RP","Pre-Arb","$500,000","-","-","$500,000","$500,000",0.56,0
"Petricka
										
										Jake Petricka",26,"RP","Pre-Arb","$500,000","-","-","$500,000","$483,606",0.54,0
"Carroll
										
										Scott Carroll",29,"RP","Pre-Arb","$500,000","-","-","$500,000","$415,300",0.47,0
"Sierra
										
										Moises Sierra",25,"RF","Pre-Arb","$504,700","-","-","$504,700","$405,414",0.45,0
"Putnam
										
										Zach Putnam",26,"RP","Pre-Arb","$500,000","-","-","$500,000","$363,387",0.41,0
"Guerra
										
										Javy Guerra",28,"RP","Pre-Arb","$500,000","-","-","$500,000","$360,655",0.4,0
"Cleto
										
										Maikel Cleto",25,"RP","Pre-Arb","$501,000","-","-","$501,000","$271,032",0.3,0
"Semien
										
										Marcus Semien",23,"SS","Pre-Arb","$500,000","-","-","$500,000","$251,366",0.28,0
"Surkamp
										
										Eric Surkamp",26,"SP","Pre-Arb","$500,000","-","-","$500,000","$221,311",0.25,0
"Wilkins
										
										Andy Wilkins",25,"1B","Pre-Arb","$500,000","-","-","$500,000","$125,683",0.14,0
"Sanchez
										
										Yolmer Sanchez",22,"2B","Pre-Arb","$500,000","-","-","$500,000","$120,218",0.13,0
"Phegley
										
										Josh Phegley",26,"C","Pre-Arb","$500,000","-","-","$500,000","$73,770",0.08,0
"Taylor
										
										Michael Taylor",28,"LF","Pre-Arb","$505,000","-","-","$505,000","$68,989",0.08,0
