"Active.Players..41.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Ramirez
										
										Hanley Ramirez",27,"DH","Vet","$11,000,000","-","-","$11,000,000","$11,000,000",16.85,0
"Johnson
										
										Josh Johnson",27,"SP","Vet","$7,750,000","-","-","$7,750,000","$7,750,000",11.87,0
"Vazquez
										
										Javier Vazquez",34,"SP","Pre-Arb","$7,000,000","-","-","$7,000,000","$7,000,000",10.72,0
"Nolasco
										
										Ricky Nolasco",28,"SP","Arb 3","$6,000,000","-","-","$6,000,000","$6,000,000",9.19,0
"Buck
										
										John Buck",30,"C","Vet","$4,500,000","$500,000","-","$5,000,000","$5,000,000",7.66,0
"Sanchez
										
										Anibal Sanchez",27,"RP","Arb 2","$3,700,000","-","-","$3,700,000","$3,700,000",5.67,0
"Oviedo
										
										Juan Carlos Oviedo",29,"RP","Arb 2","$3,650,000","-","-","$3,650,000","$3,650,000",5.59,0
"Infante
										
										Omar Infante",29,"2B","Vet","$2,500,000","-","-","$2,500,000","$2,500,000",3.83,0
"Hensley
										
										Clay Hensley",31,"RP","Arb 2","$1,400,000","-","-","$1,400,000","$1,400,000",2.14,0
"Choate
										
										Randy Choate",35,"RP","Vet","$1,000,000","-","-","$1,000,000","$1,000,000",1.53,0
"Helms
										
										Wes Helms",35,"3B","Vet","$1,000,000","-","-","$1,000,000","$1,000,000",1.53,0
"Mujica
										
										Edward Mujica",27,"RP","Arb 1","$800,000","-","-","$800,000","$800,000",1.23,0
"Badenhop
										
										Burke Badenhop",28,"RP","Arb 1","$750,000","-","-","$750,000","$750,000",1.15,0
"Dobbs
										
										Greg Dobbs",32,"1B","Arb 3","$600,000","-","-","$600,000","$600,000",0.92,0
"Coghlan
										
										Chris Coghlan",26,"LF","Pre-Arb","$490,000","-","-","$490,000","$490,000",0.75,0
"Volstad
										
										Chris Volstad",24,"SP","Pre-Arb","$445,000","-","-","$445,000","$445,000",0.68,0
"Sanchez
										
										Gaby Sanchez",27,"1B","Pre-Arb","$431,000","-","-","$431,000","$431,000",0.66,0
"Bonifacio
										
										Emilio Bonifacio",26,"CF","Pre-Arb","$425,000","-","-","$425,000","$425,000",0.65,0
"Murphy
										
										Donnie Murphy",28,"3B","Pre-Arb","$425,000","-","-","$425,000","$425,000",0.65,0
"Sanches
										
										Brian Sanches",32,"RP","Pre-Arb","$425,000","-","-","$425,000","$425,000",0.65,0
"Baker
										
										John Baker",30,"C","Pre-Arb","$417,000","-","-","$417,000","$417,000",0.64,0
"Stanton
										
										Giancarlo Stanton",21,"RF","Pre-Arb","$416,000","-","-","$416,000","$416,000",0.64,0
"Hayes
										
										Brett Hayes",27,"C","Pre-Arb","$415,000","-","-","$415,000","$415,000",0.64,0
"Ceda
										
										Jose Ceda",24,"RP","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.63,0
"Cishek
										
										Steve Cishek",25,"RP","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.63,0
"Cousins
										
										Scott Cousins",26,"RF","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.63,0
"Dominguez
										
										Matt Dominguez",21,"3B","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.63,0
"Downs
										
										Darin Downs",26,"RP","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.63,0
"Dunn
										
										Michael Dunn",26,"RP","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.63,0
"Hand
										
										Brad Hand",21,"RP","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.63,0
"Hatcher
										
										Chris Hatcher",26,"RP","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.63,0
"Marinez
										
										Jhan Marinez",22,"RP","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.63,0
"Martinez
										
										Osvaldo Martinez",25,"SS","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.63,0
"Morrison
										
										Logan Morrison",23,"DH","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.63,0
"Petersen
										
										Bryan Petersen",25,"CF","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.63,0
"Reed
										
										Evan Reed",25,"RP","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.63,0
"Rosario
										
										Sandy Rosario",25,"RP","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.63,0
"Rottino
										
										Vinny Rottino",31,"LF","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.63,0
"Sanabia
										
										Alex Sanabia",22,"SP","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.63,0
"Webb
										
										Ryan Webb",25,"RP","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.63,0
"Cameron
										
										Mike Cameron",38,"CF","Pre-Arb","$7,250,000","$500,000","-","$7,750,000","$210,393",0.32,0
