"Active.Players..33.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Longoria
										
										Evan Longoria",30,"3B","Vet","$12,100,000","-","-","$12,100,000","$12,100,000",18.93,"16,666,667"
"Cobb
										
										Alex Cobb",28,"SP","Arb 2","$4,000,000","-","-","$4,000,000","$4,000,000",6.26,"4,000,000"
"Smyly
										
										Drew Smyly",27,"SP","Arb 1","$3,750,000","-","-","$3,750,000","$3,750,000",5.87,"3,750,000"
"Archer
										
										Chris Archer",27,"SP","Pre-Arb","$2,750,000","$166,666","-","$2,916,666","$2,916,666",4.56,"4,250,000"
"Forsythe
										
										Logan Forsythe",29,"2B","Arb 2","$1,000,000","$1,250,000","$500,000","$2,750,000","$2,750,000",4.3,"5,125,000"
"Ramirez
										
										Erasmo Ramirez",26,"SP","Arb 1","$2,375,000","-","-","$2,375,000","$2,375,000",3.72,"2,375,000"
"Miller
										
										Brad Miller",26,"SS","Pre-Arb","$527,600","-","-","$527,600","$527,600",0.83,"527,600"
"Cedeno
										
										Xavier Cedeno",29,"RP","Pre-Arb","$524,100","-","-","$524,100","$524,100",0.82,"524,100"
"Dickerson
										
										Corey Dickerson",27,"OF","Pre-Arb","$522,900","-","-","$522,900","$522,900",0.82,"522,900"
"Colome
										
										Alex Colome",27,"RP","Pre-Arb","$521,700","-","-","$521,700","$521,700",0.82,"521,700"
"Odorizzi
										
										Jake Odorizzi",26,"SP","Pre-Arb","$520,700","-","-","$520,700","$520,700",0.81,"520,700"
"Boxberger
										
										Brad Boxberger",28,"RP","Pre-Arb","$519,200","-","-","$519,200","$519,200",0.81,"519,200"
"Kiermaier
										
										Kevin Kiermaier",26,"CF","Pre-Arb","$514,400","-","-","$514,400","$514,400",0.8,"514,400"
"Whitley
										
										Chase Whitley",27,"RP","Pre-Arb","$524,525","-","-","$524,525","$467,158",0.73,"524,525"
"Eveland
										
										Dana Eveland",32,"RP","Arb 2","$895,000","-","-","$895,000","$459,754",0.72,"895,000"
"Casali
										
										Curt Casali",27,"C","Pre-Arb","$513,600","-","-","$513,600","$437,892",0.69,"513,600"
"Andriese
										
										Matt Andriese",26,"RP","Pre-Arb","$507,500","-","-","$507,500","$410,404",0.64,"507,500"
"Mahtook
										
										Mikie Mahtook",26,"LF","Pre-Arb","$512,200","-","-","$512,200","$349,875",0.55,"512,200"
"Snell
										
										Blake Snell",23,"SP","Pre-Arb","$507,500","-","-","$507,500","$305,030",0.48,"507,500"
"Farquhar
										
										Danny Farquhar",29,"RP","Pre-Arb","$527,000","-","-","$527,000","$285,120",0.45,"527,000"
"Garton
										
										Ryan Garton",26,"RP","Pre-Arb","$507,500","-","-","$507,500","$274,527",0.43,"507,500"
"Geltz
										
										Steve Geltz",28,"RP","Pre-Arb","$519,300","-","-","$519,300","$244,068",0.38,"519,300"
"Jepsen
										
										Kevin Jepsen",31,"RP","Arb 3","$507,500","-","-","$507,500","$227,386",0.36,"507,500"
"Maile
										
										Luke Maile",25,"C","Pre-Arb","$507,500","-","-","$507,500","$221,840",0.35,"507,500"
"Franklin
										
										Nick Franklin",25,"LF","Pre-Arb","$507,500","-","-","$507,500","$191,337",0.3,"507,500"
"Duffy
										
										Matt Duffy",25,"3B","Pre-Arb","$537,500","-","-","$537,500","$185,040",0.29,"537,500"
"Wilson
										
										Bobby Wilson",33,"C","Arb 2","$507,500","-","-","$507,500","$163,607",0.26,"507,500"
"Shaffer
										
										Richie Shaffer",25,"3B","Pre-Arb","$507,500","-","-","$507,500","$110,920",0.17,"507,500"
"Gamboa
										
										Eddie Gamboa",31,"RP","Pre-Arb","$507,500","-","-","$507,500","$88,736",0.14,"507,500"
"Decker
										
										Jaff Decker",25,"LF","Pre-Arb","$525,000","-","-","$525,000","$85,963",0.13,"525,000"
"Marks
										
										Justin Marks",28,"RP","Pre-Arb","$510,000","-","-","$510,000","$75,249",0.12,"510,000"
"Ramirez
										
										Alexei Ramirez",34,"SS","Vet","$507,500","-","-","$507,500","$69,325",0.11,"507,500"
"Querecuto
										
										Juniel Querecuto",23,"3B","Pre-Arb","$507,500","-","-","$507,500","$30,503",0.05,"507,500"
