"Active.Players..37.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Rodriguez
										
										Wandy Rodriguez",34,"RP","Vet","$8,000,000","$500,000","-","$8,500,000","$8,500,000",11.89,0
"Burnett
										
										A.J. Burnett",36,"SP","Vet","$16,500,000","-","-","$16,500,000","$8,000,000",11.19,0
"Martin
										
										Russell Martin",30,"C","Vet","$6,500,000","$1,000,000","-","$7,500,000","$7,500,000",10.49,0
"Barmes
										
										Clint Barmes",34,"SS","Vet","$5,500,000","-","-","$5,500,000","$5,500,000",7.69,0
"McCutchen
										
										Andrew McCutchen",26,"RF","Arb 1","$4,500,000","$208,333","$150,000","$4,858,333","$4,858,333",6.8,0
"Jones
										
										Garrett Jones",32,"RF","Arb 2","$4,500,000","-","-","$4,500,000","$4,500,000",6.3,0
"Walker
										
										Neil Walker",27,"2B","Pre-Arb","$3,300,000","-","-","$3,300,000","$3,300,000",4.62,0
"McDonald
										
										James McDonald",28,"SP","Arb 1","$3,025,000","-","-","$3,025,000","$3,025,000",4.23,0
"Grilli
										
										Jason Grilli",36,"RP","Vet","$2,250,000","$250,000","-","$2,500,000","$2,500,000",3.5,0
"Morneau
										
										Justin Morneau",32,"1B","Vet","$14,000,000","$1,000,000","-","$15,000,000","$2,371,584",3.32,0
"Morton
										
										Charlie Morton",29,"SP","Arb 2","$2,000,000","-","-","$2,000,000","$2,000,000",2.8,0
"Sanchez
										
										Gaby Sanchez",29,"1B","Arb 1","$1,750,000","-","-","$1,750,000","$1,750,000",2.45,0
"Tabata
										
										Jose Tabata",24,"RF","Pre-Arb","$1,000,000","$166,667","-","$1,166,667","$1,166,667",1.63,0
"Buck
										
										John Buck",32,"C","Vet","$6,000,000","$500,000","-","$6,500,000","$1,129,032",1.58,0
"Liriano
										
										Francisco Liriano",29,"RP","Vet","$1,000,000","-","-","$1,000,000","$1,000,000",1.4,0
"Alvarez
										
										Pedro Alvarez",26,"1B","Pre-Arb","$700,000","-","-","$700,000","$700,000",0.98,0
"Andino
										
										Robert Andino",29,"CF","Arb 2","$1,600,000","-","-","$1,600,000","$542,076",0.76,0
"Melancon
										
										Mark Melancon",28,"RP/CL","Pre-Arb","$521,000","-","$10,000","$531,000","$531,000",0.74,0
"Watson
										
										Tony Watson",28,"RP","Pre-Arb","$505,500","-","-","$505,500","$505,500",0.71,0
"McKenry
										
										Michael McKenry",28,"C","Pre-Arb","$505,000","-","-","$505,000","$505,000",0.71,0
"Snider
										
										Travis Snider",25,"RF","Pre-Arb","$505,000","-","-","$505,000","$505,000",0.71,0
"Gomez
										
										Jeanmar Gomez",25,"RP","Pre-Arb","$500,000","-","-","$500,000","$500,000",0.7,0
"Marte
										
										Starling Marte",24,"CF","Pre-Arb","$500,000","-","-","$500,000","$500,000",0.7,0
"Wilson
										
										Justin Wilson",25,"RP","Pre-Arb","$493,500","-","-","$493,500","$493,500",0.69,0
"Locke
										
										Jeff Locke",25,"RP","Pre-Arb","$497,500","-","-","$497,500","$483,907",0.68,0
"Morris
										
										Bryan Morris",26,"RP","Pre-Arb","$490,000","-","-","$490,000","$457,868",0.64,0
"Mazzaro
										
										Vin Mazzaro",26,"RP","Pre-Arb","$490,000","-","-","$490,000","$447,158",0.63,0
"Mercer
										
										Jordy Mercer",26,"SS","Pre-Arb","$490,000","-","-","$490,000","$396,284",0.55,0
"Hughes
										
										Jared Hughes",27,"RP","Pre-Arb","$504,500","-","-","$504,500","$339,090",0.47,0
"Cole
										
										Gerrit Cole",22,"SP","Pre-Arb","$490,000","-","-","$490,000","$297,213",0.42,0
"Harrison
										
										Josh Harrison",25,"2B","Pre-Arb","$503,000","-","-","$503,000","$294,103",0.41,0
"Sanchez
										
										Tony Sanchez",25,"C","Pre-Arb","$490,000","-","-","$490,000","$176,721",0.25,0
"Byrd
										
										Marlon Byrd",35,"LF","Vet","$700,000","-","-","$700,000","$131,720",0.18,0
"Lambo
										
										Andrew Lambo",24,"RF","Pre-Arb","$490,000","-","-","$490,000","$107,103",0.15,0
"Cumpton
										
										Brandon Cumpton",24,"RP","Pre-Arb","$490,000","-","-","$490,000","$85,683",0.12,0
"Pimentel
										
										Stolmy Pimentel",23,"RP","Pre-Arb","$490,000","-","-","$490,000","$83,036",0.12,0
"Farnsworth
										
										Kyle Farnsworth",37,"RP","Vet","$490,000","-","-","$490,000","$80,327",0.11,0
