"Active.Players..35.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Scherzer
										
										Max Scherzer",31,"SP","Vet","$15,000,000","$7,142,857","$100,000","$22,242,857","$22,242,857",15.96,"30,000,000"
"Zimmerman
										
										Ryan Zimmerman",31,"1B","Vet","$14,000,000","-","-","$14,000,000","$14,000,000",10.04,"16,666,667"
"Gonzalez
										
										Gio Gonzalez",30,"SP","Vet","$12,000,000","$100,000","-","$12,100,000","$12,100,000",8.68,"8,400,000"
"Werth
										
										Jayson Werth",37,"LF","Vet","$21,000,000","$571,428","-","$21,571,428","$11,571,428",8.3,"18,000,000"
"Strasburg
										
										Stephen Strasburg",27,"SP","Arb 3","$10,400,000","-","-","$10,400,000","$10,400,000",7.46,"25,000,000"
"Murphy
										
										Daniel Murphy",31,"2B","Vet","$8,000,000","-","-","$8,000,000","$8,000,000",5.74,"12,500,000"
"Revere
										
										Ben Revere",28,"CF","Arb 2","$6,250,000","-","-","$6,250,000","$6,250,000",4.48,"6,250,000"
"Harper
										
										Bryce Harper",23,"RF","Arb 2","$5,000,000","-","-","$5,000,000","$5,000,000",3.59,"3,750,000"
"Kelley
										
										Shawn Kelley",32,"RP","Vet","$4,000,000","-","$200,000","$4,200,000","$4,200,000",3.01,"5,000,000"
"Melancon
										
										Mark Melancon",31,"RP/CL","Arb 3","$9,650,000","-","-","$9,650,000","$3,427,595",2.46,"9,650,000"
"Drew
										
										Stephen Drew",33,"2B","Vet","$3,000,000","-","-","$3,000,000","$3,000,000",2.15,"3,000,000"
"Perez
										
										Oliver Perez",34,"RP","Vet","$3,000,000","-","-","$3,000,000","$3,000,000",2.15,"3,500,000"
"Espinosa
										
										Danny Espinosa",29,"SS","Arb 2","$2,875,000","-","-","$2,875,000","$2,875,000",2.06,"2,875,000"
"Rendon
										
										Anthony Rendon",26,"3B","Arb 1","$2,800,000","-","-","$2,800,000","$2,800,000",2.01,"2,800,000"
"Petit
										
										Yusmeiro Petit",31,"RP","Arb 3","$2,500,000","-","-","$2,500,000","$2,500,000",1.79,"3,000,000"
"Lobaton
										
										Jose Lobaton",31,"C","Arb 3","$1,387,500","-","-","$1,387,500","$1,387,500",1,"1,387,500"
"Belisle
										
										Matt Belisle",36,"RP","Vet","$1,250,000","-","-","$1,250,000","$1,250,000",0.9,"1,250,000"
"Rzepczynski
										
										Marc Rzepczynski",30,"RP","Arb 3","$2,950,000","-","-","$2,950,000","$628,688",0.45,"2,950,000"
"Roark
										
										Tanner Roark",29,"SP","Pre-Arb","$543,400","-","-","$543,400","$543,400",0.39,"543,400"
"Robinson
										
										Clint Robinson",31,"1B","Pre-Arb","$534,900","-","-","$534,900","$534,900",0.38,"534,900"
"Treinen
										
										Blake Treinen",28,"RP/CL","Pre-Arb","$524,900","-","-","$524,900","$524,900",0.38,"524,900"
"Ross
										
										Joe Ross",23,"SP","Pre-Arb","$514,400","-","-","$514,400","$514,400",0.37,"514,400"
"Heisey
										
										Chris Heisey",31,"LF","Arb 3","$507,500","-","-","$507,500","$507,500",0.36,"507,500"
"Solis
										
										Sammy Solis",27,"RP","Pre-Arb","$507,500","-","-","$507,500","$440,907",0.32,"507,500"
"Taylor
										
										Michael Taylor",25,"CF","Pre-Arb","$524,000","-","-","$524,000","$412,272",0.3,"524,000"
"Turner
										
										Trea Turner",23,"SS","Pre-Arb","$507,500","-","-","$507,500","$249,570",0.18,"507,500"
"Difo
										
										Wilmer Difo",24,"SS","Pre-Arb","$507,500","-","-","$507,500","$163,607",0.12,"507,500"
"Cole
										
										A.J. Cole",24,"SP","Pre-Arb","$507,500","-","-","$507,500","$122,012",0.09,"507,500"
"Lopez
										
										Reynaldo Lopez",22,"SP","Pre-Arb","$507,500","-","-","$507,500","$116,466",0.08,"507,500"
"Giolito
										
										Lucas Giolito",21,"SP","Pre-Arb","$507,500","-","-","$507,500","$108,147",0.08,"507,500"
"Gott
										
										Trevor Gott",23,"RP","Pre-Arb","$516,000","-","-","$516,000","$87,420",0.06,"516,000"
"Burnett
										
										Sean Burnett",33,"RP","Vet","$507,500","-","-","$507,500","$85,963",0.06,"507,500"
"Grace
										
										Matt Grace",27,"RP","Pre-Arb","$507,500","-","-","$507,500","$85,963",0.06,"507,500"
"Latos
										
										Mat Latos",28,"SP","Vet","$507,500","-","-","$507,500","$85,963",0.06,"507,500"
"Davis
										
										Erik Davis",29,"RP","Pre-Arb","-","-","-","-0","-0",0,"0"
