"Active.Players..33.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Hosmer
										
										Eric Hosmer",28,"1B","Vet","$20,000,000","$1,000,000","-","$21,000,000","$21,000,000",20.22,"18,000,000"
"Galvis
										
										Freddy Galvis",28,"SS","Arb 3","$6,825,000","-","-","$6,825,000","$6,825,000",6.57,"6,825,000"
"Myers
										
										Wil Myers",27,"LF","Arb 2","$2,000,000","$2,500,000","-","$4,500,000","$4,500,000",4.33,"13,833,333"
"Stammen
										
										Craig Stammen",34,"RP","Vet","$2,250,000","-","$1,000,000","$3,250,000","$3,250,000",3.13,"2,250,000"
"Makita
										
										Kazuhisa Makita",0,"RP","Pre-Arb","$1,900,000","-","-","$1,900,000","$1,900,000",1.83,"1,900,000"
"Spangenberg
										
										Cory Spangenberg",27,"2B","Arb 1","$1,700,000","-","-","$1,700,000","$1,700,000",1.64,"1,700,000"
"Ellis
										
										A.J. Ellis",37,"C","Vet","$1,250,000","-","-","$1,250,000","$1,250,000",1.2,"1,250,000"
"Yates
										
										Kirby Yates",31,"RP/CL","Arb 1","$1,062,500","-","-","$1,062,500","$1,062,500",1.02,"1,062,500"
"Erlin
										
										Robbie Erlin",27,"RP","Arb 1","$650,000","-","-","$650,000","$650,000",0.63,"650,000"
"Margot
										
										Manuel Margot",23,"CF","Pre-Arb","$556,900","-","-","$556,900","$556,900",0.54,"556,900"
"Pirela
										
										Jose Pirela",28,"2B","Pre-Arb","$556,200","-","-","$556,200","$556,200",0.54,"556,200"
"Renfroe
										
										Hunter Renfroe",26,"RF","Pre-Arb","$553,800","-","-","$553,800","$553,800",0.53,"553,800"
"Hedges
										
										Austin Hedges",25,"C","Pre-Arb","$553,100","-","-","$553,100","$553,100",0.53,"553,100"
"Mitchell
										
										Bryan Mitchell",27,"SP","Pre-Arb","$552,800","-","-","$552,800","$552,800",0.53,"552,800"
"Strahm
										
										Matthew Strahm",26,"RP","Pre-Arb","$552,700","-","-","$552,700","$552,700",0.53,"552,700"
"Lucchesi
										
										Joey Lucchesi",25,"SP","Pre-Arb","$545,000","-","-","$545,000","$512,750",0.49,"545,000"
"Maton
										
										Phil Maton",25,"RP","Pre-Arb","$548,700","-","-","$548,700","$486,750",0.47,"548,700"
"Lauer
										
										Eric Lauer",23,"SP","Pre-Arb","$545,000","-","-","$545,000","$468,800",0.45,"545,000"
"Jankowski
										
										Travis Jankowski",27,"RF","Pre-Arb","$555,000","-","-","$555,000","$462,520",0.45,"555,000"
"Diaz
										
										Miguel Diaz",23,"RP","Pre-Arb","$545,000","-","-","$545,000","$430,710",0.41,"545,000"
"Castillo
										
										Jose Castillo",22,"RP","Pre-Arb","$545,000","-","-","$545,000","$354,530",0.34,"545,000"
"Reyes
										
										Franmil Reyes",22,"RF","Pre-Arb","$545,000","-","-","$545,000","$339,880",0.33,"545,000"
"Perdomo
										
										Luis Perdomo",25,"SP","Pre-Arb","$566,800","-","-","$566,800","$338,217",0.33,"566,800"
"Stock
										
										Robert Stock",28,"RP","Pre-Arb","$545,000","-","-","$545,000","$249,050",0.24,"545,000"
"Brewer
										
										Colten Brewer",25,"RP","Pre-Arb","$545,000","-","-","$545,000","$184,590",0.18,"545,000"
"Wingenter
										
										Trey Wingenter",24,"SP","Pre-Arb","$545,000","-","-","$545,000","$167,010",0.16,"545,000"
"Kennedy
										
										Brett Kennedy",23,"SP","Pre-Arb","$545,000","-","-","$545,000","$161,150",0.16,"545,000"
"Nix
										
										Jacob Nix",22,"SP","Pre-Arb","$545,000","-","-","$545,000","$152,360",0.15,"545,000"
"Urias
										
										Luis Urias",21,"2B","Pre-Arb","$545,000","-","-","$545,000","$99,620",0.1,"545,000"
"Wick
										
										Rowan Wick",25,"RP","Pre-Arb","$545,000","-","-","$545,000","$90,830",0.09,"545,000"
"Mejia
										
										Francisco Mejia",22,"C","Pre-Arb","$545,000","-","-","$545,000","$79,110",0.08,"545,000"
"Guerra
										
										Javier Guerra",32,"SS","Pre-Arb","$545,000","-","-","$545,000","$70,320",0.07,"545,000"
"Wieck
										
										Brad Wieck",26,"RP","Pre-Arb","$545,000","-","-","$545,000","$58,600",0.06,"545,000"
