"Active.Players..38.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Jackson
										
										Edwin Jackson",29,"SP","Vet","$11,000,000","$2,000,000","-","$13,000,000","$13,000,000",12.99,0
"Castro
										
										Starlin Castro",23,"2B","Arb 1","$5,000,000","$857,142","-","$5,857,142","$5,857,142",5.85,0
"Baker
										
										Scott Baker",31,"SP","Vet","$5,500,000","-","-","$5,500,000","$5,500,000",5.5,0
"Villanueva
										
										Carlos Villanueva",29,"RP","Vet","$5,000,000","-","-","$5,000,000","$5,000,000",5,0
"Samardzija
										
										Jeff Samardzija",28,"SP","Arb 1","$2,640,000","-","-","$2,640,000","$2,640,000",2.64,0
"Schierholtz
										
										Nate Schierholtz",29,"RF","Arb 2","$2,250,000","-","-","$2,250,000","$2,250,000",2.25,0
"Navarro
										
										Dioner Navarro",29,"C","Vet","$1,750,000","-","-","$1,750,000","$1,750,000",1.75,0
"Soler
										
										Jorge Soler",21,"LF","Pre-Arb","$1,000,000","$666,667","-","$1,666,667","$1,666,667",1.67,0
"Russell
										
										James Russell",27,"RP","Arb 1","$1,075,000","-","-","$1,075,000","$1,075,000",1.07,0
"Rizzo
										
										Anthony Rizzo",23,"1B","Pre-Arb","$750,000","$285,714","-","$1,035,714","$1,035,714",1.04,0
"Valbuena
										
										Luis Valbuena",27,"3B","Arb 1","$930,000","-","-","$930,000","$930,000",0.93,0
"Barney
										
										Darwin Barney",27,"SS","Pre-Arb","$562,000","-","-","$562,000","$562,000",0.56,0
"Wood
										
										Travis Wood",26,"SP","Pre-Arb","$527,500","-","-","$527,500","$527,500",0.53,0
"Castillo
										
										Welington Castillo",26,"C","Pre-Arb","$503,000","-","-","$503,000","$503,000",0.5,0
"Rodriguez
										
										Henry Rodriguez",23,"2B","Pre-Arb","$501,000","-","-","$501,000","$501,000",0.5,0
"Vizcaino
										
										Arodys Vizcaino",22,"RP/CL","Pre-Arb","$491,000","-","-","$491,000","$491,000",0.49,0
"Rondon
										
										Hector Rondon",25,"RP/CL","Pre-Arb","$490,000","-","-","$490,000","$490,000",0.49,0
"Gregg
										
										Kevin Gregg",35,"RP","Vet","$490,000","-","-","$490,000","$449,836",0.45,0
"Dolis
										
										Rafael Dolis",25,"RP","Pre-Arb","$490,000","-","-","$490,000","$369,508",0.37,0
"Parker
										
										Blake Parker",28,"RP/CL","Pre-Arb","$490,000","-","-","$490,000","$326,666",0.33,0
"Bowden
										
										Michael Bowden",26,"RP","Pre-Arb","$509,500","-","-","$509,500","$289,551",0.29,0
"Bogusevic
										
										Brian Bogusevic",29,"RF","Pre-Arb","$490,000","-","-","$490,000","$265,081",0.26,0
"Arrieta
										
										Jake Arrieta",27,"SP","Pre-Arb","$516,500","-","-","$516,500","$256,838",0.26,0
"Bard
										
										Daniel Bard",28,"RP","Pre-Arb","$1,862,500","-","-","$1,862,500","$254,439",0.25,0
"Strop
										
										Pedro Strop",28,"RP","Pre-Arb","$502,500","-","-","$502,500","$249,877",0.25,0
"Putnam
										
										Zach Putnam",25,"RP","Pre-Arb","$490,000","-","-","$490,000","$240,983",0.24,0
"Grimm
										
										Justin Grimm",24,"RP","Pre-Arb","$491,000","-","-","$491,000","$190,497",0.19,0
"Rusin
										
										Chris Rusin",26,"RP","Pre-Arb","$490,000","-","-","$490,000","$190,109",0.19,0
"Murphy
										
										Donnie Murphy",30,"3B","Arb 2","$490,000","-","-","$490,000","$157,978",0.16,0
"Sappelt
										
										Dave Sappelt",26,"LF","Pre-Arb","$492,000","-","-","$492,000","$155,934",0.16,0
"Watkins
										
										Logan Watkins",23,"2B","Pre-Arb","$490,000","-","-","$490,000","$155,300",0.16,0
"Lake
										
										Junior Lake",23,"LF","Pre-Arb","$490,000","-","-","$490,000","$152,622",0.15,0
"McDonald
										
										Darnell McDonald",34,"LF","Arb 1","$490,000","-","-","$490,000","$139,234",0.14,0
"Medina
										
										Yoervis Medina",24,"RP","Pre-Arb","$490,000","-","-","$490,000","$109,781",0.11,0
"Raley
										
										Brooks Raley",25,"RP","Pre-Arb","$490,000","-","-","$490,000","$88,360",0.09,0
"Boscan
										
										J.C. Boscan",33,"C","Pre-Arb","$490,000","-","-","$490,000","$80,327",0.08,0
"Cabrera
										
										Alberto Cabrera",24,"RP","Pre-Arb","$490,000","-","-","$490,000","$80,327",0.08,0
"Rosscup
										
										Zac Rosscup",25,"RP","Pre-Arb","$490,000","-","-","$490,000","$74,972",0.07,0
