"Active.Players..38.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Jackson
										
										Edwin Jackson",30,"SP","Vet","$11,000,000","$2,000,000","-","$13,000,000","$13,000,000",14.52,0
"Castro
										
										Starlin Castro",24,"2B","Arb 2","$5,000,000","$857,142","-","$5,857,142","$5,857,142",6.54,0
"Villanueva
										
										Carlos Villanueva",30,"RP","Vet","$5,000,000","-","-","$5,000,000","$5,000,000",5.58,0
"Fujikawa
										
										Kyuji Fujikawa",33,"RP","Pre-Arb","$4,000,000","$500,000","-","$4,500,000","$4,500,000",5.03,0
"Wood
										
										Travis Wood",27,"SP","Arb 1","$3,900,000","-","-","$3,900,000","$3,900,000",4.36,0
"Soler
										
										Jorge Soler",22,"LF","Pre-Arb","$2,000,000","$666,667","-","$2,666,667","$2,666,667",2.98,0
"Ruggiano
										
										Justin Ruggiano",32,"RF","Pre-Arb","$2,000,000","-","-","$2,000,000","$2,000,000",2.23,0
"Valbuena
										
										Luis Valbuena",28,"3B","Arb 2","$1,710,000","-","-","$1,710,000","$1,710,000",1.91,0
"Rizzo
										
										Anthony Rizzo",24,"1B","Pre-Arb","$1,250,000","$285,714","-","$1,535,714","$1,535,714",1.72,0
"Sweeney
										
										Ryan Sweeney",29,"CF","Vet","$1,500,000","-","-","$1,500,000","$1,500,000",1.68,0
"Wright
										
										Wesley Wright",29,"RP","Arb 2","$1,425,000","-","-","$1,425,000","$1,425,000",1.59,0
"Strop
										
										Pedro Strop",29,"RP","Arb 1","$1,325,000","-","-","$1,325,000","$1,325,000",1.48,0
"McDonald
										
										James McDonald",29,"SP","Arb 2","$1,000,000","-","-","$1,000,000","$1,000,000",1.12,0
"Baker
										
										John Baker",33,"C","Arb 3","$875,000","-","-","$875,000","$875,000",0.98,0
"Coghlan
										
										Chris Coghlan",29,"LF","Arb 1","$800,000","-","-","$800,000","$651,366",0.73,0
"Kalish
										
										Ryan Kalish",26,"LF","Pre-Arb","$550,000","-","-","$550,000","$550,000",0.61,0
"Arrieta
										
										Jake Arrieta",28,"SP","Pre-Arb","$544,500","-","-","$544,500","$544,500",0.61,0
"Castillo
										
										Welington Castillo",27,"C","Pre-Arb","$530,000","-","-","$530,000","$530,000",0.59,0
"Rondon
										
										Hector Rondon",26,"RP/CL","Pre-Arb","$514,000","-","-","$514,000","$514,000",0.57,0
"Grimm
										
										Justin Grimm",25,"RP","Pre-Arb","$505,500","-","-","$505,500","$505,500",0.56,0
"Lake
										
										Junior Lake",24,"LF","Pre-Arb","$502,500","-","-","$502,500","$458,565",0.51,0
"Schlitter
										
										Brian Schlitter",28,"RP","Pre-Arb","$500,000","-","-","$500,000","$439,890",0.49,0
"Ramirez
										
										Neil Ramirez",25,"RP","Pre-Arb","$500,000","-","-","$500,000","$428,961",0.48,0
"Olt
										
										Mike Olt",25,"3B","Pre-Arb","$502,000","-","-","$502,000","$384,043",0.43,0
"Turner
										
										Jacob Turner",23,"RP","Pre-Arb","$1,000,000","-","-","$1,000,000","$284,153",0.32,0
"Rosscup
										
										Zac Rosscup",26,"RP","Pre-Arb","$500,000","-","-","$500,000","$259,562",0.29,0
"Straily
										
										Dan Straily",25,"SP","Pre-Arb","$505,000","-","-","$505,000","$236,209",0.26,0
"Alcantara
										
										Arismendy Alcantara",22,"CF","Pre-Arb","$500,000","-","-","$500,000","$221,311",0.25,0
"Doubront
										
										Felix Doubront",26,"SP","Pre-Arb","$586,000","-","-","$586,000","$195,333",0.22,0
"Hendricks
										
										Kyle Hendricks",24,"SP","Pre-Arb","$500,000","-","-","$500,000","$188,524",0.21,0
"Wada
										
										Tsuyoshi Wada",33,"SP","Pre-Arb","$500,000","-","-","$500,000","$183,060",0.2,0
"Baez
										
										Javier Baez",21,"2B","Pre-Arb","$500,000","-","-","$500,000","$150,273",0.17,0
"Parker
										
										Blake Parker",29,"RP/CL","Pre-Arb","$500,000","-","-","$500,000","$150,273",0.17,0
"Szczur
										
										Matt Szczur",24,"CF","Pre-Arb","$500,000","-","-","$500,000","$117,486",0.13,0
"Watkins
										
										Logan Watkins",24,"2B","Pre-Arb","$500,000","-","-","$500,000","$95,628",0.11,0
"Jokisch
										
										Eric Jokisch",24,"SP","Pre-Arb","$500,000","-","-","$500,000","$73,770",0.08,0
"Lopez
										
										Rafael Lopez",26,"C","Pre-Arb","$500,000","-","-","$500,000","$73,770",0.08,0
"Vizcaino
										
										Arodys Vizcaino",23,"RP/CL","Pre-Arb","$500,000","-","-","$500,000","$73,770",0.08,0
