"Active.Players..40.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Markakis
										
										Nick Markakis",29,"RF","Vet","$15,000,000","$350,000","-","$15,350,000","$15,350,000",15.29,0
"Roberts
										
										Brian Roberts",35,"2B","Vet","$10,000,000","-","-","$10,000,000","$10,000,000",9.96,0
"Jones
										
										Adam Jones",27,"CF","Arb 3","$8,500,000","$333,333","$75,000","$8,908,333","$8,908,333",8.87,0
"Hardy
										
										J.J. Hardy",30,"SS","Vet","$7,000,000","$416,667","-","$7,416,667","$7,416,667",7.39,0
"Hammel
										
										Jason Hammel",30,"SP","Arb 4","$6,750,000","-","-","$6,750,000","$6,750,000",6.72,0
"Johnson
										
										Jim Johnson",30,"RP","Arb 3","$6,500,000","-","-","$6,500,000","$6,500,000",6.47,0
"Wieters
										
										Matt Wieters",27,"C","Arb 1","$5,500,000","-","-","$5,500,000","$5,500,000",5.48,0
"Wada
										
										Tsuyoshi Wada",32,"SP","Pre-Arb","$4,200,000","-","-","$4,200,000","$4,200,000",4.18,0
"Chen
										
										Wei-Yin Chen",28,"SP","Pre-Arb","$3,572,000","$83,333","-","$3,655,333","$3,655,333",3.64,0
"Davis
										
										Chris Davis",27,"1B","Arb 1","$3,300,000","-","$50,000","$3,350,000","$3,350,000",3.34,0
"Feldman
										
										Scott Feldman",30,"SP","Vet","$6,000,000","-","-","$6,000,000","$2,983,606",2.97,0
"O'Day
										
										Darren O'Day",30,"RP","Arb 2","$2,200,000","-","-","$2,200,000","$2,200,000",2.19,0
"McLouth
										
										Nate McLouth",31,"LF","Vet","$2,000,000","-","-","$2,000,000","$2,000,000",1.99,0
"Hunter
										
										Tommy Hunter",27,"RP","Arb 1","$1,820,000","-","-","$1,820,000","$1,820,000",1.81,0
"Casilla
										
										Alexi Casilla",28,"2B","Arb 3","$1,700,000","-","-","$1,700,000","$1,700,000",1.69,0
"Matusz
										
										Brian Matusz",26,"RP","Pre-Arb","$1,600,000","-","-","$1,600,000","$1,600,000",1.59,0
"Rodriguez
										
										Francisco Rodriguez",31,"RP","Vet","$2,000,000","-","-","$2,000,000","$1,256,831",1.25,0
"Bundy
										
										Dylan Bundy",20,"SP","Pre-Arb","$445,000","$800,000","-","$1,245,000","$1,245,000",1.24,0
"Morse
										
										Mike Morse",31,"LF","Arb 3","$6,750,000","-","-","$6,750,000","$1,180,327",1.18,0
"Norris
										
										Bud Norris",28,"SP","Arb 1","$3,000,000","-","-","$3,000,000","$1,016,393",1.01,0
"Reimold
										
										Nolan Reimold",29,"LF","Pre-Arb","$1,000,000","-","-","$1,000,000","$1,000,000",1,0
"Patton
										
										Troy Patton",27,"RP","Arb 1","$815,000","-","-","$815,000","$815,000",0.81,0
"Pearce
										
										Steven Pearce",30,"LF","Arb 1","$700,000","-","-","$700,000","$700,000",0.7,0
"Teagarden
										
										Taylor Teagarden",29,"C","Pre-Arb","$650,000","-","-","$650,000","$650,000",0.65,0
"Machado
										
										Manny Machado",20,"3B","Pre-Arb","$495,000","-","$25,000","$520,000","$520,000",0.52,0
"Tillman
										
										Chris Tillman",25,"SP","Pre-Arb","$508,500","-","-","$508,500","$508,500",0.51,0
"Gonzalez
										
										Miguel Gonzalez",29,"SP","Pre-Arb","$502,000","-","-","$502,000","$502,000",0.5,0
"McFarland
										
										T.J. McFarland",24,"RP","Pre-Arb","$490,000","-","-","$490,000","$490,000",0.49,0
"Flaherty
										
										Ryan Flaherty",26,"3B","Pre-Arb","$493,500","-","-","$493,500","$450,352",0.45,0
"Dickerson
										
										Chris Dickerson",31,"LF","Pre-Arb","$490,000","-","-","$490,000","$358,797",0.36,0
"Gausman
										
										Kevin Gausman",22,"SP","Pre-Arb","$490,000","-","-","$490,000","$348,087",0.35,0
"Johnson
										
										Steve Johnson",25,"RP","Pre-Arb","$495,000","-","-","$495,000","$346,229",0.34,0
"Valencia
										
										Danny Valencia",28,"3B","Pre-Arb","$490,000","-","-","$490,000","$281,147",0.28,0
"Clevenger
										
										Steve Clevenger",27,"C","Pre-Arb","$496,000","-","-","$496,000","$246,644",0.25,0
"Urrutia
										
										Henry Urrutia",26,"DH","Pre-Arb","$490,000","-","-","$490,000","$195,464",0.19,0
"Britton
										
										Zach Britton",25,"RP","Pre-Arb","$490,000","-","-","$490,000","$149,945",0.15,0
"Schoop
										
										Jonathan Schoop",21,"2B","Pre-Arb","$490,000","-","-","$490,000","$74,972",0.07,0
"Johnson
										
										Dan Johnson",33,"1B","Pre-Arb","$490,000","-","-","$490,000","$48,196",0.05,0
"Belfiore
										
										Mike Belfiore",24,"SP","Pre-Arb","$490,000","-","-","$490,000","$32,131",0.03,0
"Pridie
										
										Jason Pridie",29,"RF","Pre-Arb","$490,000","-","-","$490,000","$16,065",0.02,0
