"Active.Players..39.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Rodriguez
										
										Alex Rodriguez",38,"DH","Vet","$28,000,000","$1,000,000","-","$29,000,000","$29,000,000",12.12,0
"Sabathia
										
										C.C. Sabathia",32,"SP","Vet","$23,000,000","$1,285,714","-","$24,285,714","$24,285,714",10.15,0
"Teixeira
										
										Mark Teixeira",33,"1B","Vet","$22,500,000","$625,000","-","$23,125,000","$23,125,000",9.66,0
"Jeter
										
										Derek Jeter",39,"SS","Vet","$17,000,000","-","-","$17,000,000","$17,000,000",7.1,0
"Cano
										
										Robinson Cano",30,"2B","Vet","$15,000,000","-","-","$15,000,000","$15,000,000",6.27,0
"Granderson
										
										Curtis Granderson",32,"RF","Vet","$15,000,000","-","-","$15,000,000","$15,000,000",6.27,0
"Kuroda
										
										Hiroki Kuroda",38,"SP","Pre-Arb","$15,000,000","-","-","$15,000,000","$15,000,000",6.27,0
"Pettitte
										
										Andy Pettitte",41,"SP","Vet","$12,000,000","-","-","$12,000,000","$12,000,000",5.01,0
"Wells
										
										Vernon Wells",34,"LF","Vet","$21,000,000","$3,187,500","-","$24,187,500","$11,500,000",4.81,0
"Rivera
										
										Mariano Rivera",43,"RP","Vet","$10,000,000","-","-","$10,000,000","$10,000,000",4.18,0
"Hughes
										
										Phil Hughes",27,"RP","Arb 3","$7,150,000","-","-","$7,150,000","$7,150,000",2.99,0
"Suzuki
										
										Ichiro Suzuki",39,"RF","Vet","$6,500,000","-","-","$6,500,000","$6,500,000",2.72,0
"Logan
										
										Boone Logan",28,"RP","Arb 4","$3,150,000","-","-","$3,150,000","$3,150,000",1.32,0
"Robertson
										
										David Robertson",28,"RP","Arb 2","$3,100,000","-","-","$3,100,000","$3,100,000",1.3,0
"Gardner
										
										Brett Gardner",29,"LF","Arb 2","$2,850,000","-","$150,000","$3,000,000","$3,000,000",1.25,0
"Chamberlain
										
										Joba Chamberlain",27,"RP","Arb 3","$1,875,000","-","$275,000","$2,150,000","$2,150,000",0.9,0
"Soriano
										
										Alfonso Soriano",37,"DH","Vet","$18,000,000","-","-","$18,000,000","$1,800,000",0.75,0
"Overbay
										
										Lyle Overbay",36,"1B","Vet","$1,250,000","-","-","$1,250,000","$1,250,000",0.52,0
"Francisco
										
										Ben Francisco",31,"LF","Arb 3","$1,100,000","-","-","$1,100,000","$1,100,000",0.46,0
"Kelley
										
										Shawn Kelley",29,"RP","Arb 1","$935,000","-","-","$935,000","$935,000",0.39,0
"Nunez
										
										Eduardo Nunez",26,"SS","Pre-Arb","$533,300","-","-","$533,300","$533,300",0.22,0
"Cervelli
										
										Francisco Cervelli",27,"C","Pre-Arb","$515,350","-","-","$515,350","$515,350",0.22,0
"Stewart
										
										Chris Stewart",31,"C","Pre-Arb","$515,100","-","-","$515,100","$515,100",0.22,0
"Phelps
										
										David Phelps",26,"RP","Pre-Arb","$512,425","-","-","$512,425","$512,425",0.21,0
"Nova
										
										Ivan Nova",26,"SP","Pre-Arb","$575,600","-","-","$575,600","$500,111",0.21,0
"Warren
										
										Adam Warren",25,"RP","Pre-Arb","$490,525","-","-","$490,525","$479,803",0.2,0
"Romine
										
										Austin Romine",24,"C","Pre-Arb","$490,000","-","-","$490,000","$417,704",0.17,0
"Ryan
										
										Brendan Ryan",31,"1B","Arb 3","$3,250,000","-","-","$3,250,000","$372,950",0.16,0
"Claiborne
										
										Preston Claiborne",25,"RP","Pre-Arb","$490,000","-","-","$490,000","$372,185",0.16,0
"Almonte
										
										Zoilo Almonte",24,"LF","Pre-Arb","$490,000","-","-","$490,000","$278,469",0.12,0
"Adams
										
										David Adams",26,"2B","Pre-Arb","$490,000","-","-","$490,000","$254,371",0.11,0
"Cabral
										
										Cesar Cabral",24,"RP","Pre-Arb","$490,000","-","-","$490,000","$198,142",0.08,0
"Nuno
										
										Vidal Nuno",25,"RP","Pre-Arb","$490,000","-","-","$490,000","$152,622",0.06,0
"Huff
										
										David Huff",28,"RP","Pre-Arb","$493,600","-","-","$493,600","$127,380",0.05,0
"Reynolds
										
										Mark Reynolds",29,"3B","Vet","$490,000","-","-","$490,000","$120,491",0.05,0
"Betances
										
										Dellin Betances",25,"RP","Pre-Arb","$490,000","-","-","$490,000","$104,426",0.04,0
"Gonzalez
										
										Alberto Gonzalez",30,"SS","Arb 2","$490,000","-","-","$490,000","$99,071",0.04,0
"Marshall
										
										Brett Marshall",23,"SP","Pre-Arb","$490,000","-","-","$490,000","$88,360",0.04,0
"Murphy
										
										John Ryan Murphy",22,"C","Pre-Arb","$490,000","-","-","$490,000","$80,327",0.03,0
