"Active.Players..35.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Greinke
										
										Zack Greinke",30,"SP","Vet","$24,000,000","$2,000,000","-","$26,000,000","$26,000,000",10.55,0
"Gonzalez
										
										Adrian Gonzalez",32,"1B","Vet","$21,000,000","$857,142","$100,000","$21,957,142","$21,957,142",8.91,0
"Kemp
										
										Matt Kemp",29,"RF","Vet","$21,000,000","$250,000","-","$21,250,000","$21,250,000",8.63,0
"Crawford
										
										Carl Crawford",32,"LF","Vet","$20,250,000","$857,142","-","$21,107,142","$21,107,142",8.57,0
"Beckett
										
										Josh Beckett",34,"SP","Vet","$15,750,000","$1,250,000","-","$17,000,000","$17,000,000",6.9,0
"Ramirez
										
										Hanley Ramirez",30,"DH","Vet","$16,000,000","-","-","$16,000,000","$16,000,000",6.49,0
"Ethier
										
										Andre Ethier",32,"CF","Vet","$15,500,000","-","-","$15,500,000","$15,500,000",6.29,0
"Billingsley
										
										Chad Billingsley",29,"SP","Vet","$12,000,000","-","-","$12,000,000","$12,000,000",4.87,0
"Haren
										
										Dan Haren",33,"SP","Vet","$10,000,000","-","$1,000,000","$11,000,000","$11,000,000",4.46,0
"Wilson
										
										Brian Wilson",32,"RP","Vet","$10,000,000","-","-","$10,000,000","$10,000,000",4.06,0
"League
										
										Brandon League",31,"RP","Vet","$7,500,000","$1,000,000","-","$8,500,000","$8,500,000",3.45,0
"Uribe
										
										Juan Uribe",35,"3B","Vet","$6,500,000","$1,000,000","-","$7,500,000","$7,500,000",3.04,0
"Kershaw
										
										Clayton Kershaw",26,"SP","Arb 3","$4,000,000","$2,571,428","-","$6,571,428","$6,571,428",2.67,0
"Guerrero
										
										Alexander Guerrero",27,"LF","Pre-Arb","$4,000,000","$2,500,000","-","$6,500,000","$6,500,000",2.64,0
"Howell
										
										J.P. Howell",31,"RP","Vet","$4,000,000","$1,500,000","-","$5,500,000","$5,500,000",2.23,0
"Ryu
										
										Hyun-Jin Ryu",27,"SP","Pre-Arb","$3,500,000","$833,333","-","$4,333,333","$4,333,333",1.76,0
"Jansen
										
										Kenley Jansen",26,"RP/CL","Arb 1","$4,300,000","-","-","$4,300,000","$4,300,000",1.75,0
"Puig
										
										Yasiel Puig",23,"RF","Pre-Arb","$2,000,000","$1,714,285","-","$3,714,285","$3,714,285",1.51,0
"Ellis
										
										A.J. Ellis",33,"C","Arb 2","$3,550,000","-","-","$3,550,000","$3,550,000",1.44,0
"Perez
										
										Chris Perez",28,"RP","Arb 4","$2,300,000","-","-","$2,300,000","$2,300,000",0.93,0
"Wright
										
										Jamey Wright",39,"RP","Vet","$1,800,000","-","-","$1,800,000","$1,800,000",0.73,0
"Turner
										
										Justin Turner",29,"3B","Arb 1","$1,000,000","-","$100,000","$1,100,000","$1,100,000",0.45,0
"Barney
										
										Darwin Barney",28,"SS","Arb 1","$2,300,000","-","-","$2,300,000","$791,803",0.32,0
"Butera
										
										Drew Butera",30,"C","Arb 1","$700,000","-","-","$700,000","$700,000",0.28,0
"Elbert
										
										Scott Elbert",28,"RP","Arb 1","$575,000","-","-","$575,000","$575,000",0.23,0
"Gordon
										
										Dee Gordon",26,"2B","Pre-Arb","$515,000","-","-","$515,000","$515,000",0.21,0
"Rodriguez
										
										Paco Rodriguez",23,"RP","Pre-Arb","$512,500","-","-","$512,500","$512,500",0.21,0
"Van Slyke
										
										Scott Van Slyke",27,"LF","Pre-Arb","$507,500","-","-","$507,500","$507,500",0.21,0
"Withrow
										
										Chris Withrow",25,"RP","Pre-Arb","$506,600","-","-","$506,600","$506,600",0.21,0
"Baez
										
										Pedro Baez",26,"RP","Pre-Arb","$500,000","-","-","$500,000","$500,000",0.2,0
"Frias
										
										Carlos Frias",24,"RP","Pre-Arb","$500,000","-","-","$500,000","$500,000",0.2,0
"Garcia
										
										Onelki Garcia",24,"SP","Pre-Arb","$500,000","-","-","$500,000","$500,000",0.2,0
"Rojas
										
										Miguel Rojas",25,"SS","Pre-Arb","$500,000","-","-","$500,000","$500,000",0.2,0
"Tolleson
										
										Steve Tolleson",30,"SS","Pre-Arb","$500,000","-","-","$500,000","$412,568",0.17,0
"Bernadina
										
										Roger Bernadina",30,"LF","Arb 2","$500,000","-","-","$500,000","$62,841",0.03,0
