"Active.Players..45.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Butler
										
										Billy Butler",26,"DH","Arb 2","$8,000,000","$500,000","-","$8,500,000","$8,500,000",12.08,0
"Francoeur
										
										Jeff Francoeur",28,"LF","Vet","$6,750,000","-","-","$6,750,000","$6,750,000",9.6,0
"Gordon
										
										Alex Gordon",28,"LF","Arb 3","$6,000,000","-","$25,000","$6,025,000","$6,025,000",8.57,0
"Soria
										
										Joakim Soria",28,"RP","Vet","$6,000,000","-","-","$6,000,000","$6,000,000",8.53,0
"Sanchez
										
										Jonathan Sanchez",29,"SP","Arb 3","$5,600,000","-","-","$5,600,000","$5,600,000",7.96,0
"Chen
										
										Bruce Chen",35,"RP","Vet","$4,500,000","-","-","$4,500,000","$4,500,000",6.4,0
"Hochevar
										
										Luke Hochevar",28,"RP","Arb 2","$3,510,000","-","-","$3,510,000","$3,510,000",4.99,0
"Betancourt
										
										Yuniesky Betancourt",30,"1B","Vet","$2,000,000","-","-","$2,000,000","$2,000,000",2.84,0
"Paulino
										
										Felipe Paulino",28,"SP","Arb 2","$1,900,000","-","-","$1,900,000","$1,900,000",2.7,0
"Crow
										
										Aaron Crow",25,"RP","Pre-Arb","$1,100,000","$500,000","-","$1,600,000","$1,600,000",2.27,0
"Escobar
										
										Alcides Escobar",25,"SS","Pre-Arb","$1,000,000","-","-","$1,000,000","$1,000,000",1.42,0
"Quintero
										
										Humberto Quintero",32,"C","Arb 4","$1,000,000","-","-","$1,000,000","$1,000,000",1.42,0
"Getz
										
										Chris Getz",28,"2B","Arb 1","$967,500","-","-","$967,500","$967,500",1.38,0
"Mijares
										
										Jose Mijares",27,"RP","Arb 1","$925,000","-","-","$925,000","$925,000",1.31,0
"Pena
										
										Brayan Pena",30,"C","Arb 2","$875,000","-","-","$875,000","$875,000",1.24,0
"Maier
										
										Mitch Maier",30,"RF","Arb 1","$865,000","-","-","$865,000","$865,000",1.23,0
"Perez
										
										Salvador Perez",22,"C","Vet","$750,000","-","-","$750,000","$750,000",1.07,0
"Hosmer
										
										Eric Hosmer",22,"1B","Pre-Arb","$502,500","-","-","$502,500","$502,500",0.71,0
"Wood
										
										Blake Wood",26,"RP","Pre-Arb","$502,000","-","-","$502,000","$502,000",0.71,0
"Holland
										
										Greg Holland",26,"RP","Pre-Arb","$497,150","-","-","$497,150","$497,150",0.71,0
"Collins
										
										Tim Collins",22,"RP","Pre-Arb","$495,725","-","-","$495,725","$495,725",0.7,0
"O'Sullivan
										
										Sean O'Sullivan",24,"RP","Pre-Arb","$493,500","-","-","$493,500","$493,500",0.7,0
"Adcock
										
										Nathan Adcock",24,"RP","Pre-Arb","$493,200","-","-","$493,200","$493,200",0.7,0
"Coleman
										
										Louis Coleman",26,"RP","Pre-Arb","$491,750","-","-","$491,750","$491,750",0.7,0
"Mazzaro
										
										Vin Mazzaro",25,"RP","Pre-Arb","$490,875","-","-","$490,875","$490,875",0.7,0
"Mendoza
										
										Luis Mendoza",28,"SP","Pre-Arb","$488,925","-","-","$488,925","$488,925",0.7,0
"Bourgeois
										
										Jason Bourgeois",30,"LF","Pre-Arb","$488,000","-","-","$488,000","$488,000",0.69,0
"Teaford
										
										Everett Teaford",28,"RP","Pre-Arb","$488,000","-","-","$488,000","$488,000",0.69,0
"Duffy
										
										Danny Duffy",23,"SP","Pre-Arb","$487,750","-","-","$487,750","$487,750",0.69,0
"Moustakas
										
										Mike Moustakas",23,"3B","Pre-Arb","$487,250","-","-","$487,250","$487,250",0.69,0
"Dyson
										
										Jarrod Dyson",27,"RF","Pre-Arb","$483,625","-","-","$483,625","$483,625",0.69,0
"Giavotella
										
										Johnny Giavotella",24,"2B","Pre-Arb","$483,600","-","-","$483,600","$483,600",0.69,0
"Jeffress
										
										Jeremy Jeffress",24,"RP","Pre-Arb","$481,725","-","-","$481,725","$481,725",0.68,0
"Cain
										
										Lorenzo Cain",26,"CF","Pre-Arb","$480,850","-","-","$480,850","$480,850",0.68,0
"Herrera
										
										Kelvin Herrera",22,"RP/CL","Pre-Arb","$480,650","-","-","$480,650","$480,650",0.68,0
"Pina
										
										Manuel Pina",25,"C","Pre-Arb","$480,425","-","-","$480,425","$480,425",0.68,0
"Abreu
										
										Tony Abreu",27,"2B","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.68,0
"Falu
										
										Irving Falu",29,"SS","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.68,0
"Hottovy
										
										Tommy Hottovy",30,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.68,0
"Lough
										
										David Lough",26,"RF","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.68,0
"Odorizzi
										
										Jake Odorizzi",22,"SP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.68,0
"Robinson
										
										Clint Robinson",27,"1B","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.68,0
"Robinson
										
										Derrick Robinson",24,"CF","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.68,0
"Smith
										
										Will Smith",22,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.68,0
"Verdugo
										
										Ryan Verdugo",25,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.68,0
