"Active.Players..32.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Galvis
										
										Freddy Galvis",27,"SS","Arb 2","$4,350,000","-","-","$4,350,000","$4,350,000",4.18,"4,350,000"
"Blanco
										
										Andres Blanco",33,"SS","Vet","$3,000,000","-","-","$3,000,000","$3,000,000",2.88,"3,000,000"
"Hernandez
										
										Cesar Hernandez",27,"2B","Arb 1","$2,550,000","-","-","$2,550,000","$2,550,000",2.45,"2,550,000"
"Siegrist
										
										Kevin Siegrist",27,"RP","Arb 1","$1,637,500","-","-","$1,637,500","$1,637,500",1.57,"1,637,500"
"Herrera
										
										Odubel Herrera",25,"CF","Pre-Arb","$1,250,000","$350,000","-","$1,600,000","$1,600,000",1.54,"6,100,000"
"Kim
										
										Hyun-soo Kim",29,"LF","Pre-Arb","$4,200,000","-","-","$4,200,000","$1,491,165",1.43,"3,500,000"
"Rupp
										
										Cameron Rupp",28,"C","Pre-Arb","$565,000","-","-","$565,000","$565,000",0.54,"565,000"
"Franco
										
										Maikel Franco",24,"3B","Pre-Arb","$560,000","-","-","$560,000","$560,000",0.54,"560,000"
"Neris
										
										Hector Neris",28,"RP/CL","Pre-Arb","$557,500","-","-","$557,500","$557,500",0.54,"557,500"
"Nola
										
										Aaron Nola",24,"SP","Pre-Arb","$544,000","-","-","$544,000","$544,000",0.52,"544,000"
"Joseph
										
										Tommy Joseph",25,"1B","Pre-Arb","$543,000","-","-","$543,000","$543,000",0.52,"543,000"
"Altherr
										
										Aaron Altherr",26,"RF","Pre-Arb","$538,500","-","-","$538,500","$538,500",0.52,"538,500"
"Knapp
										
										Andrew Knapp",25,"C","Pre-Arb","$535,000","-","-","$535,000","$535,000",0.51,"535,000"
"Garcia
										
										Luis Garcia",30,"RP","Pre-Arb","$535,000","-","-","$535,000","$470,603",0.45,"535,000"
"Kelly
										
										Ty Kelly",28,"3B","Pre-Arb","$537,208","-","-","$537,208","$437,464",0.42,"537,208"
"Ramos
										
										Edubray Ramos",24,"RP","Pre-Arb","$540,000","-","-","$540,000","$427,895",0.41,"540,000"
"Morgan
										
										Adam Morgan",27,"RP","Pre-Arb","$539,000","-","-","$539,000","$400,520",0.39,"539,000"
"Leiter
										
										Mark Leiter",26,"SP","Pre-Arb","$535,000","-","-","$535,000","$391,682",0.38,"535,000"
"Pivetta
										
										Nick Pivetta",24,"SP","Pre-Arb","$535,000","-","-","$535,000","$374,144",0.36,"535,000"
"Milner
										
										Hoby Milner",26,"RP","Pre-Arb","$535,000","-","-","$535,000","$303,992",0.29,"535,000"
"Williams
										
										Nick Williams",23,"RF","Pre-Arb","$535,000","-","-","$535,000","$274,762",0.26,"535,000"
"Perkins
										
										Cameron Perkins",26,"OF","Pre-Arb","$535,000","-","-","$535,000","$251,378",0.24,"535,000"
"Pinto
										
										Ricardo Pinto",23,"RP","Pre-Arb","$535,000","-","-","$535,000","$245,532",0.24,"535,000"
"Lively
										
										Ben Lively",25,"SP","Pre-Arb","$535,000","-","-","$535,000","$233,840",0.22,"535,000"
"Alfaro
										
										Jorge Alfaro",24,"C","Pre-Arb","$535,000","-","-","$535,000","$172,457",0.17,"535,000"
"Hoskins
										
										Rhys Hoskins",24,"LF","Pre-Arb","$535,000","-","-","$535,000","$154,919",0.15,"535,000"
"Thompson
										
										Jake Thompson",23,"RP","Pre-Arb","$535,000","-","-","$535,000","$128,612",0.12,"535,000"
"Rios
										
										Yacksel Rios",24,"P","Pre-Arb","$535,000","-","-","$535,000","$119,843",0.12,"535,000"
"Crawford
										
										J.P. Crawford",22,"SS","Pre-Arb","$535,000","-","-","$535,000","$78,921",0.08,"535,000"
"Alvarez
										
										Henderson Alvarez",27,"SP","Arb 3","$750,000","-","-","$750,000","$77,862",0.07,"750,000"
"Curtis
										
										Zac Curtis",24,"RP","Pre-Arb","$535,000","-","-","$535,000","$61,383",0.06,"535,000"
"Arano
										
										Victor Arano",22,"RP","Pre-Arb","$535,000","-","-","$535,000","$58,460",0.06,"535,000"
