"Active.Players..33.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Liriano
										
										Francisco Liriano",31,"RP","Vet","$11,000,000","$666,666","-","$11,666,666","$11,666,666",11.73,"13,000,000"
"McCutchen
										
										Andrew McCutchen",28,"RF","Arb 3","$10,000,000","$208,333","$50,000","$10,258,333","$10,258,333",10.32,"8,583,333"
"Burnett
										
										A.J. Burnett",38,"SP","Vet","$8,500,000","-","-","$8,500,000","$8,500,000",8.55,"8,500,000"
"Walker
										
										Neil Walker",29,"2B","Arb 2","$8,000,000","-","-","$8,000,000","$8,000,000",8.05,"8,000,000"
"Alvarez
										
										Pedro Alvarez",28,"1B","Arb 2","$5,750,000","-","-","$5,750,000","$5,750,000",5.78,"5,750,000"
"Melancon
										
										Mark Melancon",30,"RP/CL","Arb 2","$5,400,000","-","-","$5,400,000","$5,400,000",5.43,"5,400,000"
"Bastardo
										
										Antonio Bastardo",29,"RP","Arb 3","$3,100,000","-","-","$3,100,000","$3,100,000",3.12,"3,100,000"
"Harrison
										
										Josh Harrison",27,"2B","Arb 1","$2,800,000","$250,000","-","$3,050,000","$3,050,000",3.07,"6,825,000"
"Ramirez
										
										Aramis Ramirez",37,"3B","Vet","$3,000,000","-","-","$3,000,000","$3,000,000",3.02,"12,000,000"
"Morse
										
										Mike Morse",33,"LF","Vet","$2,928,961","-","-","$2,928,961","$2,928,961",2.95,"8,000,000"
"Soria
										
										Joakim Soria",31,"RP","Vet","$2,562,841","-","-","$2,562,841","$2,562,841",2.58,"4,000,000"
"Worley
										
										Vance Worley",27,"RP","Arb 1","$2,450,000","-","-","$2,450,000","$2,450,000",2.46,"2,450,000"
"Happ
										
										J.A. Happ",32,"SP","Vet","$2,379,781","-","-","$2,379,781","$2,379,781",2.39,"5,400,000"
"Rodriguez
										
										Sean Rodriguez",30,"2B","Arb 3","$1,900,000","-","-","$1,900,000","$1,900,000",1.91,"1,900,000"
"Watson
										
										Tony Watson",30,"RP","Arb 1","$1,750,000","-","-","$1,750,000","$1,750,000",1.76,"1,750,000"
"Marte
										
										Starling Marte",26,"CF","Pre-Arb","$1,000,000","$333,333","-","$1,333,333","$1,333,333",1.34,"5,166,667"
"Stewart
										
										Chris Stewart",33,"C","Arb 2","$1,225,000","-","-","$1,225,000","$1,225,000",1.23,"1,225,000"
"Hughes
										
										Jared Hughes",29,"RP","Pre-Arb","$1,075,000","-","-","$1,075,000","$1,075,000",1.08,"1,075,000"
"Cervelli
										
										Francisco Cervelli",29,"C","Arb 2","$987,500","-","-","$987,500","$987,500",0.99,"987,500"
"Ishikawa
										
										Travis Ishikawa",31,"1B","Arb 2","$553,005","-","-","$553,005","$553,005",0.56,"1,100,000"
"Mercer
										
										Jordy Mercer",28,"SS","Pre-Arb","$538,000","-","-","$538,000","$538,000",0.54,"538,000"
"Cole
										
										Gerrit Cole",24,"SP","Pre-Arb","$531,000","-","-","$531,000","$531,000",0.53,"531,000"
"Locke
										
										Jeff Locke",27,"RP","Pre-Arb","$531,000","-","-","$531,000","$531,000",0.53,"531,000"
"Polanco
										
										Gregory Polanco",23,"LF","Pre-Arb","$525,000","-","-","$525,000","$525,000",0.53,"525,000"
"Caminero
										
										Arquimedes Caminero",28,"RP","Pre-Arb","$515,500","-","-","$515,500","$515,500",0.52,"515,500"
"Decker
										
										Jaff Decker",24,"LF","Pre-Arb","$510,000","-","-","$510,000","$429,180",0.43,"510,000"
"Blanton
										
										Joe Blanton",34,"RP","Vet","$1,000,000","-","-","$1,000,000","$371,584",0.37,"1,000,000"
"Florimon
										
										Pedro Florimon",28,"SS","Pre-Arb","$521,000","-","-","$521,000","$170,819",0.17,"521,000"
"LaFromboise
										
										Bobby LaFromboise",29,"RP","Pre-Arb","$507,500","-","-","$507,500","$105,382",0.11,"507,500"
"Snider
										
										Travis Snider",27,"RF","Arb 2","$507,500","-","-","$507,500","$97,062",0.1,"507,500"
"Diaz
										
										Elias Diaz",24,"C","Pre-Arb","$507,500","-","-","$507,500","$91,516",0.09,"507,500"
"Scahill
										
										Rob Scahill",28,"RP","Pre-Arb","$507,500","-","-","$507,500","$91,516",0.09,"507,500"
"Broxton
										
										Keon Broxton",25,"LF","Pre-Arb","$507,500","-","-","$507,500","$36,051",0.04,"507,500"
