"Active.Players..47.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Fielder
										
										Prince Fielder",30,"DH","Vet","$24,000,000","-","-","$24,000,000","$24,000,000",17.19,0
"Beltre
										
										Adrian Beltre",35,"3B","Vet","$17,000,000","-","$100,000","$17,100,000","$17,100,000",12.25,0
"Choo
										
										Shin-Soo Choo",31,"RF","Vet","$14,000,000","-","-","$14,000,000","$14,000,000",10.03,0
"Rios
										
										Alex Rios",33,"RF","Vet","$13,000,000","$500,000","-","$13,500,000","$13,500,000",9.67,0
"Darvish
										
										Yu Darvish",27,"SP","Pre-Arb","$10,000,000","-","$457,843","$10,457,843","$10,457,843",7.49,0
"Harrison
										
										Matt Harrison",28,"SP","Arb 3","$8,000,000","$200,000","-","$8,200,000","$8,200,000",5.87,0
"Andrus
										
										Elvis Andrus",25,"SS","Arb 3","$6,475,000","$250,000","-","$6,725,000","$6,725,000",4.82,0
"Holland
										
										Derek Holland",27,"SP","Arb 2","$5,400,000","-","-","$5,400,000","$5,400,000",3.87,0
"Martin
										
										Leonys Martin",26,"CF","Pre-Arb","$2,750,000","$1,000,000","-","$3,750,000","$3,750,000",2.69,0
"Feliz
										
										Neftali Feliz",26,"RP","Arb 2","$3,000,000","-","-","$3,000,000","$3,000,000",2.15,0
"Moreland
										
										Mitch Moreland",28,"1B","Arb 1","$2,650,000","-","-","$2,650,000","$2,650,000",1.9,0
"Ogando
										
										Alexi Ogando",30,"RP","Arb 1","$2,625,000","-","-","$2,625,000","$2,625,000",1.88,0
"Cotts
										
										Neal Cotts",34,"RP","Arb 3","$2,200,000","-","-","$2,200,000","$2,200,000",1.58,0
"Lewis
										
										Colby Lewis",34,"SP","Vet","$2,000,000","-","-","$2,000,000","$2,000,000",1.43,0
"Arencibia
										
										J.P. Arencibia",28,"1B","Arb 1","$1,800,000","-","-","$1,800,000","$1,800,000",1.29,0
"Carp
										
										Mike Carp",28,"LF","Arb 1","$1,400,000","-","-","$1,400,000","$1,400,000",1,0
"Baker
										
										Scott Baker",32,"SP","Vet","$1,000,000","-","-","$1,000,000","$1,000,000",0.72,0
"Perez
										
										Martin Perez",23,"SP","Pre-Arb","$750,000","$250,000","-","$1,000,000","$1,000,000",0.72,0
"Rosales
										
										Adam Rosales",31,"2B","Arb 3","$750,000","-","-","$750,000","$750,000",0.54,0
"Scheppers
										
										Tanner Scheppers",27,"RP","Pre-Arb","$515,179","-","-","$515,179","$515,179",0.37,0
