"Active.Players..34.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Cabrera
										
										Asdrubal Cabrera",31,"2B","Vet","$8,250,000","-","-","$8,250,000","$8,250,000",5.73,"9,250,000"
"Familia
										
										Jeurys Familia",27,"RP","Arb 2","$7,425,000","-","-","$7,425,000","$7,425,000",5.16,"7,425,000"
"Blevins
										
										Jerry Blevins",33,"RP","Vet","$5,500,000","-","-","$5,500,000","$5,500,000",3.82,"6,500,000"
"Harvey
										
										Matt Harvey",28,"SP","Arb 2","$5,125,000","-","-","$5,125,000","$5,125,000",3.56,"5,125,000"
"Lagares
										
										Juan Lagares",28,"CF","Arb 2","$4,500,000","-","-","$4,500,000","$4,500,000",3.13,"4,710,739"
"deGrom
										
										Jacob deGrom",29,"SP","Arb 1","$4,050,000","-","-","$4,050,000","$4,050,000",2.81,"4,050,000"
"Ramos
										
										A.J. Ramos",30,"RP","Arb 2","$6,550,000","-","-","$6,550,000","$2,326,480",1.62,"6,550,000"
"Flores
										
										Wilmer Flores",25,"SS","Arb 1","$2,200,000","-","-","$2,200,000","$2,200,000",1.53,"2,200,000"
"d'Arnaud
										
										Travis d'Arnaud",28,"C","Arb 1","$1,875,000","-","-","$1,875,000","$1,875,000",1.3,"1,875,000"
"Milone
										
										Tom Milone",30,"RP","Arb 2","$1,250,000","-","-","$1,250,000","$1,017,746",0.71,"1,250,000"
"Syndergaard
										
										Noah Syndergaard",24,"SP","Pre-Arb","$605,500","-","-","$605,500","$605,500",0.42,"605,500"
"Lugo
										
										Seth Lugo",27,"SP","Pre-Arb","$543,500","-","-","$543,500","$543,500",0.38,"543,500"
"Reyes
										
										Jose Reyes",34,"3B","Vet","$535,000","-","-","$535,000","$535,000",0.37,"535,000"
"Smoker
										
										Josh Smoker",28,"RP","Pre-Arb","$536,625","-","-","$536,625","$495,508",0.34,"536,625"
"Sewald
										
										Paul Sewald",27,"RP","Pre-Arb","$535,000","-","-","$535,000","$464,757",0.32,"535,000"
"Nimmo
										
										Brandon Nimmo",24,"LF","Pre-Arb","$536,240","-","-","$536,240","$442,430",0.31,"536,240"
"Montero
										
										Rafael Montero",26,"RP","Pre-Arb","$541,400","-","-","$541,400","$440,742",0.31,"541,400"
"Robles
										
										Hansel Robles",26,"RP","Pre-Arb","$553,125","-","-","$553,125","$383,921",0.27,"553,125"
"Reynolds
										
										Matt Reynolds",26,"SS","Pre-Arb","$535,000","-","-","$535,000","$379,990",0.26,"535,000"
"Goeddel
										
										Erik Goeddel",28,"RP","Pre-Arb","$535,000","-","-","$535,000","$301,069",0.21,"535,000"
"Bradford
										
										Chasen Bradford",27,"RP","Pre-Arb","$535,000","-","-","$535,000","$251,378",0.17,"535,000"
"Plawecki
										
										Kevin Plawecki",26,"C","Pre-Arb","$535,000","-","-","$535,000","$227,994",0.16,"535,000"
"Flexen
										
										Chris Flexen",23,"SP","Pre-Arb","$535,000","-","-","$535,000","$198,764",0.14,"535,000"
"Rosario
										
										Amed Rosario",21,"SS","Pre-Arb","$535,000","-","-","$535,000","$181,226",0.13,"535,000"
"Cecchini
										
										Gavin Cecchini",23,"SS","Pre-Arb","$535,000","-","-","$535,000","$157,842",0.11,"535,000"
"Smith
										
										Dominic Smith",22,"1B","Pre-Arb","$535,000","-","-","$535,000","$151,996",0.11,"535,000"
"Taijeron
										
										Travis Taijeron",28,"RF","Pre-Arb","$535,000","-","-","$535,000","$108,151",0.08,"535,000"
"McGowan
										
										Kevin McGowan",25,"RP","Pre-Arb","$535,000","-","-","$535,000","$105,228",0.07,"535,000"
"Gsellman
										
										Robert Gsellman",23,"RP","Pre-Arb","$541,750","-","-","$541,750","$94,720",0.07,"541,750"
"Callahan
										
										Jamie Callahan",22,"P","Pre-Arb","$535,000","-","-","$535,000","$90,613",0.06,"535,000"
"Rhame
										
										Jacob Rhame",24,"RP","Pre-Arb","$535,000","-","-","$535,000","$90,613",0.06,"535,000"
"Aoki
										
										Norichika Aoki",35,"LF","Arb 3","$535,000","-","-","$535,000","$87,690",0.06,"535,000"
"Evans
										
										Phillip Evans",25,"3B","Pre-Arb","$535,000","-","-","$535,000","$70,152",0.05,"535,000"
"Nido
										
										Tomas Nido",23,"C","Pre-Arb","$535,000","-","-","$535,000","$58,460",0.04,"535,000"
