"Active.Players..36.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Scherzer
										
										Max Scherzer",32,"SP","Vet","$15,000,000","$7,142,857","-","$22,142,857","$22,142,857",12.15,"30,000,000"
"Werth
										
										Jayson Werth",38,"LF","Vet","$21,000,000","$571,428","-","$21,571,428","$21,571,428",11.84,"18,000,000"
"Strasburg
										
										Stephen Strasburg",28,"SP","Vet","$15,000,000","$3,333,333","-","$18,333,333","$18,333,333",10.06,"25,000,000"
"Zimmerman
										
										Ryan Zimmerman",32,"1B","Vet","$14,000,000","-","-","$14,000,000","$14,000,000",7.68,"16,666,667"
"Harper
										
										Bryce Harper",24,"RF","Arb 3","$13,625,000","-","$100,000","$13,725,000","$13,725,000",7.53,"17,625,000"
"Gonzalez
										
										Gio Gonzalez",31,"SP","Vet","$12,000,000","-","-","$12,000,000","$12,000,000",6.58,"8,400,000"
"Murphy
										
										Daniel Murphy",32,"2B","Vet","$12,000,000","-","-","$12,000,000","$12,000,000",6.58,"12,500,000"
"Wieters
										
										Matt Wieters",31,"C","Vet","$10,500,000","-","-","$10,500,000","$10,500,000",5.76,"10,500,000"
"Rendon
										
										Anthony Rendon",27,"3B","Arb 2","$5,800,000","-","-","$5,800,000","$5,800,000",3.18,"5,800,000"
"Roark
										
										Tanner Roark",30,"SP","Arb 1","$4,315,000","-","-","$4,315,000","$4,315,000",2.37,"4,315,000"
"Blanton
										
										Joe Blanton",36,"RP","Vet","$4,000,000","-","-","$4,000,000","$4,000,000",2.19,"4,000,000"
"Perez
										
										Oliver Perez",35,"RP","Vet","$4,000,000","-","-","$4,000,000","$4,000,000",2.19,"3,500,000"
"Kendrick
										
										Howie Kendrick",33,"LF","Vet","$10,000,000","-","-","$10,000,000","$3,551,912",1.95,"10,000,000"
"Drew
										
										Stephen Drew",34,"2B","Vet","$3,500,000","-","-","$3,500,000","$3,500,000",1.92,"3,500,000"
"Madson
										
										Ryan Madson",36,"RP","Vet","$7,500,000","$166,666","-","$7,666,666","$3,196,752",1.75,"7,333,333"
"Lind
										
										Adam Lind",33,"1B","Vet","$1,000,000","-","$800,000","$1,800,000","$1,800,000",0.99,"1,500,000"
"Albers
										
										Matt Albers",34,"RP","Vet","$1,150,000","-","$600,000","$1,750,000","$1,750,000",0.96,"1,150,000"
"Lobaton
										
										Jose Lobaton",32,"C","Arb 4","$1,575,000","-","-","$1,575,000","$1,575,000",0.86,"1,575,000"
"Doolittle
										
										Sean Doolittle",30,"RP/CL","Arb 3","$2,600,000","$30,000","-","$2,630,000","$1,108,224",0.61,"2,100,000"
"Kintzler
										
										Brandon Kintzler",32,"RP","Arb 3","$2,925,000","-","-","$2,925,000","$1,006,992",0.55,"2,925,000"
"Turner
										
										Trea Turner",24,"SS","Pre-Arb","$554,900","-","-","$554,900","$554,900",0.3,"554,900"
"Taylor
										
										Michael Taylor",26,"CF","Pre-Arb","$557,900","-","-","$557,900","$551,869",0.3,"557,900"
"Romero
										
										Enny Romero",26,"RP","Pre-Arb","$551,000","-","-","$551,000","$551,000",0.3,"551,000"
"Difo
										
										Wilmer Difo",25,"SS","Pre-Arb","$537,800","-","-","$537,800","$502,569",0.28,"537,800"
"Solis
										
										Sammy Solis",28,"RP","Pre-Arb","$545,700","-","-","$545,700","$480,102",0.26,"545,700"
"Jackson
										
										Edwin Jackson",33,"SP","Vet","$1,000,000","-","-","$1,000,000","$415,264",0.23,"1,000,000"
"Grace
										
										Matt Grace",28,"RP","Pre-Arb","$535,000","-","-","$535,000","$377,067",0.21,"535,000"
"Sanchez
										
										Adrian Sanchez",27,"2B","Pre-Arb","$535,000","-","-","$535,000","$245,532",0.13,"535,000"
"Stevenson
										
										Andrew Stevenson",23,"OF","Pre-Arb","$535,000","-","-","$535,000","$175,380",0.1,"535,000"
"Cole
										
										A.J. Cole",25,"SP","Pre-Arb","$535,000","-","-","$535,000","$166,611",0.09,"535,000"
"De Aza
										
										Alejandro De Aza",33,"LF","Vet","$535,000","-","-","$535,000","$137,381",0.08,"535,000"
"Severino
										
										Pedro Severino",23,"C","Pre-Arb","$535,000","-","-","$535,000","$137,381",0.08,"535,000"
"Adams
										
										Austin Adams",30,"RP","Pre-Arb","$535,000","-","-","$535,000","$102,305",0.06,"535,000"
"Bautista
										
										Rafael Bautista",24,"OF","Pre-Arb","$535,000","-","-","$535,000","$102,305",0.06,"535,000"
"Read
										
										Raudy Read",23,"C","Pre-Arb","$535,000","-","-","$535,000","$90,613",0.05,"535,000"
"Robles
										
										Victor Robles",20,"OF","Pre-Arb","$535,000","-","-","$535,000","$73,075",0.04,"535,000"
