"Active.Players..40.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Young
										
										Michael Young",35,"3B","Vet","$16,000,000","-","-","$16,000,000","$16,000,000",11.58,0
"Hamilton
										
										Josh Hamilton",31,"LF","Arb 3","$13,750,000","$1,500,000","-","$15,250,000","$15,250,000",11.03,0
"Beltre
										
										Adrian Beltre",33,"3B","Vet","$15,000,000","-","$200,000","$15,200,000","$15,200,000",11,0
"Napoli
										
										Mike Napoli",30,"1B","Arb 3","$9,400,000","-","-","$9,400,000","$9,400,000",6.8,0
"Nathan
										
										Joe Nathan",37,"RP","Vet","$7,000,000","-","$1,050,000","$8,050,000","$8,050,000",5.82,0
"Kinsler
										
										Ian Kinsler",30,"2B","Vet","$7,000,000","$200,000","$50,000","$7,250,000","$7,250,000",5.25,0
"Feldman
										
										Scott Feldman",29,"SP","Arb 3","$6,500,000","-","-","$6,500,000","$6,500,000",4.7,0
"Darvish
										
										Yu Darvish",25,"SP","Pre-Arb","$5,500,000","-","$850,000","$6,350,000","$6,350,000",4.59,0
"Cruz
										
										Nelson Cruz",32,"DH","Arb 2","$5,000,000","$250,000","-","$5,250,000","$5,250,000",3.8,0
"Oswalt
										
										Roy Oswalt",34,"SP","Vet","$5,000,000","-","-","$5,000,000","$5,000,000",3.62,0
"Dempster
										
										Ryan Dempster",35,"SP","Vet","$14,000,000","$1,000,000","-","$15,000,000","$4,972,677",3.6,0
"Adams
										
										Mike Adams",33,"RP","Arb 3","$4,400,000","-","-","$4,400,000","$4,400,000",3.18,0
"Uehara
										
										Koji Uehara",37,"RP","Arb 1","$4,000,000","-","-","$4,000,000","$4,000,000",2.89,0
"Murphy
										
										David Murphy",30,"DH","Arb 2","$3,625,000","-","-","$3,625,000","$3,625,000",2.62,0
"Lewis
										
										Colby Lewis",32,"SP","Arb 3","$3,250,000","-","-","$3,250,000","$3,250,000",2.35,0
"Harrison
										
										Matt Harrison",26,"SP","Arb 1","$2,950,000","-","-","$2,950,000","$2,950,000",2.13,0
"Andrus
										
										Elvis Andrus",23,"SS","Arb 1","$2,375,000","$250,000","-","$2,625,000","$2,625,000",1.9,0
"Martin
										
										Leonys Martin",24,"CF","Pre-Arb","$1,250,000","$1,000,000","-","$2,250,000","$2,250,000",1.63,0
"Lowe
										
										Mark Lowe",29,"RP","Arb 3","$1,700,000","-","-","$1,700,000","$1,700,000",1.23,0
"Holland
										
										Derek Holland",25,"SP","Pre-Arb","$1,000,000","-","-","$1,000,000","$1,000,000",0.72,0
"Tateyama
										
										Yoshinori Tateyama",36,"RP","Pre-Arb","$1,000,000","-","-","$1,000,000","$1,000,000",0.72,0
"Gonzalez
										
										Alberto Gonzalez",29,"SS","Arb 1","$750,000","-","-","$750,000","$750,000",0.54,0
"Feliz
										
										Neftali Feliz",24,"RP","Pre-Arb","$502,000","-","-","$502,000","$502,000",0.36,0
"Ogando
										
										Alexi Ogando",28,"RP","Pre-Arb","$497,600","-","-","$497,600","$497,600",0.36,0
"Moreland
										
										Mitch Moreland",26,"1B","Pre-Arb","$491,100","-","-","$491,100","$491,100",0.36,0
"Borbon
										
										Julio Borbon",26,"CF","Pre-Arb","$490,000","-","-","$490,000","$490,000",0.35,0
"Gentry
										
										Craig Gentry",28,"LF","Pre-Arb","$484,300","-","-","$484,300","$484,300",0.35,0
"Kirkman
										
										Michael Kirkman",25,"RP","Pre-Arb","$482,900","-","-","$482,900","$482,900",0.35,0
"Hamburger
										
										Mark Hamburger",25,"RP","Pre-Arb","$481,000","-","-","$481,000","$481,000",0.35,0
"Snyder
										
										Brandon Snyder",25,"3B","Pre-Arb","$481,000","-","-","$481,000","$481,000",0.35,0
"Beltre
										
										Engel Beltre",22,"CF","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.35,0
"Font
										
										Wilmer Font",22,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.35,0
"Mendez
										
										Roman Mendez",19,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.35,0
"Perez
										
										Martin Perez",21,"SP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.35,0
"Ramirez
										
										Neil Ramirez",23,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.35,0
"Ross
										
										Robbie Ross",23,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.35,0
"Scheppers
										
										Tanner Scheppers",25,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.35,0
"West
										
										Matt West",23,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.35,0
"Grimm
										
										Justin Grimm",23,"RP","Pre-Arb","$480,000","-","-","$480,000","$288,524",0.21,0
"Olt
										
										Mike Olt",23,"3B","Pre-Arb","$480,000","-","-","$480,000","$165,245",0.12,0
