"Active.Players..41.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Markakis
										
										Nick Markakis",28,"RF","Vet","$12,000,000","$350,000","-","$12,350,000","$12,350,000",14.75,0
"Roberts
										
										Brian Roberts",34,"2B","Vet","$10,000,000","-","-","$10,000,000","$10,000,000",11.94,0
"Reynolds
										
										Mark Reynolds",28,"3B","Vet","$7,500,000","$333,333","-","$7,833,333","$7,833,333",9.36,0
"Hardy
										
										J.J. Hardy",29,"SS","Vet","$7,000,000","$416,667","-","$7,416,667","$7,416,667",8.86,0
"Jones
										
										Adam Jones",26,"CF","Arb 2","$6,150,000","-","$50,000","$6,200,000","$6,200,000",7.41,0
"Hammel
										
										Jason Hammel",29,"SP","Arb 3","$4,750,000","-","-","$4,750,000","$4,750,000",5.67,0
"Wada
										
										Tsuyoshi Wada",31,"SP","Pre-Arb","$3,940,000","-","-","$3,940,000","$3,940,000",4.71,0
"Chen
										
										Wei-Yin Chen",27,"SP","Pre-Arb","$3,072,000","$83,333","$100,000","$3,255,333","$3,255,333",3.89,0
"Johnson
										
										Jim Johnson",29,"RP","Arb 2","$2,625,000","-","-","$2,625,000","$2,625,000",3.14,0
"Chavez
										
										Endy Chavez",34,"LF","Vet","$1,500,000","-","-","$1,500,000","$1,500,000",1.79,0
"Matusz
										
										Brian Matusz",25,"RP","Pre-Arb","$650,000","$800,000","-","$1,450,000","$1,450,000",1.73,0
"O'Day
										
										Darren O'Day",29,"RP","Arb 1","$1,350,000","-","-","$1,350,000","$1,350,000",1.61,0
"Andino
										
										Robert Andino",28,"CF","Arb 1","$1,300,000","-","-","$1,300,000","$1,300,000",1.55,0
"Betemit
										
										Wilson Betemit",30,"3B","Vet","$1,000,000","$250,000","-","$1,250,000","$1,250,000",1.49,0
"Bundy
										
										Dylan Bundy",19,"SP","Pre-Arb","$445,000","$800,000","-","$1,245,000","$1,245,000",1.49,0
"Paulino
										
										Ronny Paulino",31,"C","Vet","$1,000,000","-","-","$1,000,000","$1,000,000",1.19,0
"Ayala
										
										Luis Ayala",34,"RP","Vet","$825,000","-","-","$825,000","$825,000",0.99,0
"Bergesen
										
										Brad Bergesen",26,"RP","Arb 1","$800,000","-","-","$800,000","$800,000",0.96,0
"Johnson
										
										Nick Johnson",33,"1B","Vet","$800,000","-","-","$800,000","$800,000",0.96,0
"Eveland
										
										Dana Eveland",28,"RP","Pre-Arb","$750,000","-","-","$750,000","$750,000",0.9,0
"Wieters
										
										Matt Wieters",26,"C","Pre-Arb","$500,000","-","-","$500,000","$500,000",0.6,0
"Hunter
										
										Tommy Hunter",26,"RP","Pre-Arb","$493,500","-","-","$493,500","$493,500",0.59,0
"Reimold
										
										Nolan Reimold",28,"LF","Pre-Arb","$490,500","-","-","$490,500","$490,500",0.59,0
"Teagarden
										
										Taylor Teagarden",28,"C","Pre-Arb","$489,500","-","-","$489,500","$489,500",0.58,0
"Arrieta
										
										Jake Arrieta",26,"SP","Pre-Arb","$488,500","-","-","$488,500","$488,500",0.58,0
"Davis
										
										Chris Davis",26,"1B","Pre-Arb","$488,000","-","-","$488,000","$488,000",0.58,0
"Britton
										
										Zach Britton",24,"RP","Pre-Arb","$486,000","-","-","$486,000","$486,000",0.58,0
"Patton
										
										Troy Patton",26,"RP","Pre-Arb","$483,500","-","-","$483,500","$483,500",0.58,0
"Strop
										
										Pedro Strop",27,"RP","Pre-Arb","$482,500","-","-","$482,500","$482,500",0.58,0
"Avery
										
										Xavier Avery",22,"LF","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.57,0
"Drake
										
										Oliver Drake",25,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.57,0
"Exposito
										
										Luis Exposito",25,"C","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.57,0
"Flaherty
										
										Ryan Flaherty",25,"3B","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.57,0
"Hoes
										
										L.J. Hoes",22,"CF","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.57,0
"Mahoney
										
										Joe Mahoney",25,"1B","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.57,0
"Phillips
										
										Zach Phillips",25,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.57,0
"Tillman
										
										Chris Tillman",24,"SP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.57,0
"Tolleson
										
										Steve Tolleson",28,"SS","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.57,0
"Gonzalez
										
										Miguel Gonzalez",28,"SP","Pre-Arb","$480,000","-","-","$480,000","$317,377",0.38,0
"Johnson
										
										Steve Johnson",24,"RP","Pre-Arb","$480,000","-","-","$480,000","$306,885",0.37,0
"Machado
										
										Manny Machado",19,"3B","Pre-Arb","$480,000","-","-","$480,000","$112,786",0.13,0
