"Active.Players..36.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Longoria
										
										Evan Longoria",31,"3B","Vet","$11,500,000","$167,000","$25,000","$11,692,000","$11,692,000",15.03,"16,666,667"
"Archer
										
										Chris Archer",28,"SP","Pre-Arb","$4,750,000","$166,666","-","$4,916,666","$4,916,666",6.32,"4,250,000"
"Cobb
										
										Alex Cobb",29,"SP","Arb 3","$4,200,000","-","-","$4,200,000","$4,200,000",5.4,"4,200,000"
"Odorizzi
										
										Jake Odorizzi",27,"SP","Arb 1","$4,100,000","-","-","$4,100,000","$4,100,000",5.27,"4,100,000"
"Ramos
										
										Wilson Ramos",29,"C","Vet","$4,000,000","-","-","$4,000,000","$4,000,000",5.14,"6,250,000"
"Miller
										
										Brad Miller",27,"SS","Arb 1","$3,575,000","-","-","$3,575,000","$3,575,000",4.59,"3,575,000"
"Kiermaier
										
										Kevin Kiermaier",27,"CF","Arb 1","$3,000,000","$166,666","-","$3,166,666","$3,166,666",4.07,"8,916,667"
"Dickerson
										
										Corey Dickerson",28,"OF","Arb 1","$3,025,000","-","-","$3,025,000","$3,025,000",3.89,"3,025,000"
"Morrison
										
										Logan Morrison",29,"DH","Vet","$2,500,000","-","$250,000","$2,750,000","$2,750,000",3.53,"2,500,000"
"Duda
										
										Lucas Duda",31,"1B","Arb 3","$7,250,000","-","-","$7,250,000","$2,654,339",3.41,"7,250,000"
"Hechavarria
										
										Adeiny Hechavarria",28,"SS","Arb 2","$4,350,000","-","-","$4,350,000","$2,329,460",2.99,"4,350,000"
"Cishek
										
										Steve Cishek",31,"RP","Vet","$6,000,000","-","-","$6,000,000","$2,163,942",2.78,"5,000,000"
"Boxberger
										
										Brad Boxberger",29,"RP","Arb 1","$1,600,000","-","-","$1,600,000","$1,600,000",2.06,"1,600,000"
"Hunter
										
										Tommy Hunter",31,"RP","Vet","$1,400,000","-","-","$1,400,000","$1,400,000",1.8,"1,400,000"
"Bourjos
										
										Peter Bourjos",30,"RF","Vet","$1,350,000","-","-","$1,350,000","$1,350,000",1.73,"1,350,000"
"Cedeno
										
										Xavier Cedeno",30,"RP","Arb 1","$1,300,000","-","-","$1,300,000","$1,300,000",1.67,"1,300,000"
"Romo
										
										Sergio Romo",34,"RP","Vet","$3,000,000","-","-","$3,000,000","$1,180,296",1.52,"3,000,000"
"Plouffe
										
										Trevor Plouffe",31,"3B","Arb 3","$5,250,000","-","-","$5,250,000","$1,069,723",1.37,"5,250,000"
"Roe
										
										Chaz Roe",30,"RP","Pre-Arb","$720,000","-","-","$720,000","$720,000",0.93,"720,000"
"Sucre
										
										Jesus Sucre",29,"C","Arb 1","$630,000","-","-","$630,000","$630,000",0.81,"630,000"
"Colome
										
										Alex Colome",28,"RP","Pre-Arb","$547,900","-","-","$547,900","$547,900",0.7,"547,900"
"Souza
										
										Steven Souza",28,"RF","Pre-Arb","$546,700","-","-","$546,700","$546,700",0.7,"546,700"
"Andriese
										
										Matt Andriese",27,"RP","Pre-Arb","$535,000","-","-","$535,000","$535,000",0.69,"535,000"
"Jennings
										
										Dan Jennings",30,"RP","Arb 2","$1,400,000","-","-","$1,400,000","$512,550",0.66,"1,400,000"
"Whitley
										
										Chase Whitley",28,"RP","Pre-Arb","$535,000","-","-","$535,000","$426,758",0.55,"535,000"
"Snell
										
										Blake Snell",24,"SP","Pre-Arb","$545,000","-","-","$545,000","$396,074",0.51,"545,000"
"Pruitt
										
										Austin Pruitt",27,"RP","Pre-Arb","$535,000","-","-","$535,000","$379,990",0.49,"535,000"
"Smith
										
										Mallex Smith",24,"LF","Pre-Arb","$539,800","-","-","$539,800","$359,900",0.46,"539,800"
"Faria
										
										Jacob Faria",23,"SP","Pre-Arb","$535,000","-","-","$535,000","$330,299",0.42,"535,000"
"Robertson
										
										Daniel Robertson",23,"SS","Pre-Arb","$535,000","-","-","$535,000","$280,608",0.36,"535,000"
"Alvarado
										
										Jose Alvarado",22,"RP","Pre-Arb","$535,000","-","-","$535,000","$268,916",0.35,"535,000"
"Stanek
										
										Ryne Stanek",25,"RP","Pre-Arb","$535,000","-","-","$535,000","$192,918",0.25,"535,000"
"Puello
										
										Cesar Puello",26,"LF","Pre-Arb","$535,000","-","-","$535,000","$128,612",0.17,"535,000"
"Kittredge
										
										Andrew Kittredge",27,"RP","Pre-Arb","$535,000","-","-","$535,000","$116,920",0.15,"535,000"
"Casali
										
										Curt Casali",28,"C","Pre-Arb","$535,000","-","-","$535,000","$90,613",0.12,"535,000"
"Hu
										
										Chih-Wei Hu",23,"RP","Pre-Arb","$535,000","-","-","$535,000","$81,844",0.11,"535,000"
