"Active.Players..38.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Stanton
										
										Giancarlo Stanton",28,"DH","Vet","$25,000,000","-","-","$25,000,000","$25,000,000",13.88,"25,000,000"
"Tanaka
										
										Masahiro Tanaka",29,"SP","Pre-Arb","$22,000,000","-","-","$22,000,000","$22,000,000",12.22,"22,142,857"
"Chapman
										
										Aroldis Chapman",30,"RP/CL","Vet","$15,000,000","$2,200,000","-","$17,200,000","$17,200,000",9.55,"17,200,000"
"Robertson
										
										David Robertson",33,"RP","Vet","$13,000,000","-","-","$13,000,000","$13,000,000",7.22,"11,500,000"
"Gardner
										
										Brett Gardner",34,"LF","Vet","$11,000,000","$500,000","-","$11,500,000","$11,500,000",6.39,"13,000,000"
"Sabathia
										
										C.C. Sabathia",37,"SP","Vet","$10,000,000","-","$500,000","$10,500,000","$10,500,000",5.83,"10,000,000"
"Gregorius
										
										Didi Gregorius",28,"SS","Arb 3","$8,500,000","-","-","$8,500,000","$8,500,000",4.72,"8,500,000"
"Gray
										
										Sonny Gray",28,"SP","Arb 2","$6,500,000","-","-","$6,500,000","$6,500,000",3.61,"6,500,000"
"Betances
										
										Dellin Betances",30,"RP","Arb 2","$5,100,000","-","-","$5,100,000","$5,100,000",2.83,"5,100,000"
"Happ
										
										J.A. Happ",35,"SP","Vet","$13,000,000","-","-","$13,000,000","$4,612,872",2.56,"12,000,000"
"Britton
										
										Zack Britton",30,"RP","Arb 3","$12,000,000","-","-","$12,000,000","$4,387,088",2.44,"12,000,000"
"Walker
										
										Neil Walker",32,"2B","Vet","$4,000,000","-","-","$4,000,000","$4,000,000",2.22,"4,000,000"
"Hicks
										
										Aaron Hicks",28,"CF","Arb 2","$2,825,000","-","-","$2,825,000","$2,825,000",1.57,"2,825,000"
"Lynn
										
										Lance Lynn",31,"SP","Vet","$12,000,000","-","-","$12,000,000","$1,999,996",1.11,"12,000,000"
"Kahnle
										
										Tommy Kahnle",28,"RP","Arb 1","$1,312,500","-","-","$1,312,500","$1,312,500",0.73,"1,312,500"
"McCutchen
										
										Andrew McCutchen",31,"RF","Vet","$14,750,000","-","-","$14,750,000","$1,229,165",0.68,"8,583,333"
"Romine
										
										Austin Romine",29,"C","Arb 2","$1,100,000","-","-","$1,100,000","$1,100,000",0.61,"1,100,000"
"Judge
										
										Aaron Judge",26,"RF","Pre-Arb","$622,300","-","-","$622,300","$622,300",0.35,"622,300"
"Sanchez
										
										Gary Sanchez",25,"C","Pre-Arb","$620,400","-","-","$620,400","$620,400",0.34,"620,400"
"Severino
										
										Luis Severino",24,"SP","Pre-Arb","$604,975","-","-","$604,975","$604,975",0.34,"604,975"
"Bird
										
										Greg Bird",25,"1B","Pre-Arb","$582,000","-","-","$582,000","$582,000",0.32,"582,000"
"Green
										
										Chad Green",27,"RP","Pre-Arb","$570,800","-","-","$570,800","$570,800",0.32,"570,800"
"Andujar
										
										Miguel Andujar",23,"3B","Pre-Arb","$545,800","-","-","$545,800","$539,856",0.3,"545,800"
"Holder
										
										Jonathan Holder",26,"RP","Pre-Arb","$553,850","-","-","$553,850","$512,216",0.28,"553,850"
"Cole
										
										A.J. Cole",26,"RP","Pre-Arb","$555,300","-","-","$555,300","$480,585",0.27,"555,300"
"Torres
										
										Gleyber Torres",21,"SS","Pre-Arb","$545,000","-","-","$545,000","$474,660",0.26,"545,000"
"Torreyes
										
										Ronald Torreyes",25,"2B","Pre-Arb","$615,500","-","-","$615,500","$387,153",0.21,"615,500"
"German
										
										Domingo German",25,"SP","Pre-Arb","$548,225","-","-","$548,225","$347,746",0.19,"548,225"
"Cessa
										
										Luis Cessa",26,"RP","Pre-Arb","$568,925","-","-","$568,925","$315,077",0.17,"568,925"
"Higashioka
										
										Kyle Higashioka",28,"C","Pre-Arb","$545,000","-","-","$545,000","$272,490",0.15,"545,000"
"Wade
										
										Tyler Wade",23,"1B","Pre-Arb","$551,300","-","-","$551,300","$237,120",0.13,"551,300"
"Voit
										
										Luke Voit",27,"1B","Pre-Arb","$545,000","-","-","$545,000","$164,080",0.09,"545,000"
"Loaisiga
										
										Jonathan Loaisiga",23,"RP","Pre-Arb","$545,000","-","-","$545,000","$137,710",0.08,"545,000"
"Hechavarria
										
										Adeiny Hechavarria",29,"SS","Arb 3","$5,900,000","-","-","$5,900,000","$87,900",0.05,"5,900,000"
"Frare
										
										Caleb Frare",24,"RP","Pre-Arb","$545,000","-","-","$545,000","$87,900",0.05,"545,000"
"Tarpley
										
										Stephen Tarpley",25,"RP","Pre-Arb","$545,000","-","-","$545,000","$87,900",0.05,"545,000"
"Adams
										
										Chance Adams",23,"SP","Pre-Arb","$545,000","-","-","$545,000","$73,250",0.04,"545,000"
"Sheffield
										
										Justus Sheffield",22,"RP","Pre-Arb","$545,000","-","-","$545,000","$38,090",0.02,"545,000"
