"Active.Players..39.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Street
										
										Huston Street",28,"RP","Vet","$7,500,000","-","$25,000","$7,525,000","$7,025,000",11,0
"Quentin
										
										Carlos Quentin",29,"LF","Arb 3","$7,025,000","-","-","$7,025,000","$7,025,000",11,0
"Bartlett
										
										Jason Bartlett",32,"SS","Vet","$5,500,000","-","-","$5,500,000","$5,500,000",8.62,0
"Hudson
										
										Orlando Hudson",34,"3B","Vet","$5,500,000","-","-","$5,500,000","$5,500,000",8.62,0
"Headley
										
										Chase Headley",28,"3B","Arb 2","$3,475,000","-","-","$3,475,000","$3,475,000",5.44,0
"Stauffer
										
										Tim Stauffer",30,"RP","","$3,200,000","-","-","$3,200,000","$3,200,000",5.01,0
"Richard
										
										Clayton Richard",28,"SP","Pre-Arb","$2,705,000","-","-","$2,705,000","$2,705,000",4.24,0
"Volquez
										
										Edinson Volquez",28,"SP","Arb 2","$2,237,500","-","-","$2,237,500","$2,237,500",3.5,0
"Moseley
										
										Dustin Moseley",30,"SP","Arb 2","$2,012,500","-","-","$2,012,500","$2,012,500",3.15,0
"Hundley
										
										Nick Hundley",28,"C","Arb 1","$2,000,000","-","-","$2,000,000","$2,000,000",3.13,0
"Gregerson
										
										Luke Gregerson",28,"RP","Arb 1","$1,550,000","-","-","$1,550,000","$1,550,000",2.43,0
"Venable
										
										Will Venable",29,"CF","Arb 1","$1,475,000","-","-","$1,475,000","$1,475,000",2.31,0
"Alonso
										
										Yonder Alonso",25,"1B","Pre-Arb","$1,000,000","$400,000","-","$1,400,000","$1,400,000",2.19,0
"Kotsay
										
										Mark Kotsay",36,"CF","Vet","$1,250,000","-","-","$1,250,000","$1,250,000",1.96,0
"Denorfia
										
										Chris Denorfia",31,"RF","Arb 2","$1,165,000","-","-","$1,165,000","$1,165,000",1.82,0
"Hermida
										
										Jeremy Hermida",28,"RF","","$800,000","-","-","$800,000","$800,000",1.25,0
"Baker
										
										John Baker",31,"C","Arb 1","$750,000","-","-","$750,000","$750,000",1.17,0
"Thatcher
										
										Joe Thatcher",30,"RP","Arb 1","$700,000","-","-","$700,000","$700,000",1.1,0
"Luebke
										
										Cory Luebke",27,"RP","Pre-Arb","$497,800","$125,000","-","$622,800","$622,800",0.98,0
"Maybin
										
										Cameron Maybin",25,"CF","Pre-Arb","$500,000","$100,000","-","$600,000","$600,000",0.94,0
"Owings
										
										Micah Owings",29,"SP","Arb 2","$500,000","-","-","$500,000","$500,000",0.78,0
"Blanks
										
										Kyle Blanks",25,"LF","Pre-Arb","$492,400","-","-","$492,400","$492,400",0.77,0
"Frieri
										
										Ernesto Frieri",26,"RP","Pre-Arb","$489,100","-","-","$489,100","$489,100",0.77,0
"Guzman
										
										Jesus Guzman",28,"1B","Pre-Arb","$486,600","-","-","$486,600","$486,600",0.76,0
"Cashner
										
										Andrew Cashner",25,"SP","Pre-Arb","$486,100","-","-","$486,100","$486,100",0.76,0
"Bass
										
										Anthony Bass",24,"RP","Pre-Arb","$485,300","-","-","$485,300","$485,300",0.76,0
"Forsythe
										
										Logan Forsythe",25,"2B","Pre-Arb","$481,400","-","-","$481,400","$481,400",0.75,0
"Parrino
										
										Andy Parrino",26,"3B","Pre-Arb","$481,000","-","-","$481,000","$481,000",0.75,0
"Boxberger
										
										Brad Boxberger",24,"RP/CL","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.75,0
"Brach
										
										Brad Brach",26,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.75,0
"Burns
										
										Cory Burns",24,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.75,0
"Cabrera
										
										Everth Cabrera",25,"SS","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.75,0
"Cabrera
										
										Everth Cabrera",25,"SS","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.75,0
"Spence
										
										Josh Spence",24,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.75,0
"Thayer
										
										Dale Thayer",31,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.75,0
"Vincent
										
										Nick Vincent",25,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.75,0
"Werner
										
										Andrew Werner",25,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.75,0
"Wieland
										
										Joe Wieland",22,"SP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.75,0
"Stults
										
										Eric Stults",32,"SP","Pre-Arb","$480,000","-","-","$480,000","$367,213",0.58,0
