"Active.Players..38.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Kershaw
										
										Clayton Kershaw",27,"SP","Vet","$30,000,000","$2,571,428","-","$32,571,428","$32,571,428",10.79,"30,714,286"
"Greinke
										
										Zack Greinke",31,"SP","Vet","$23,000,000","$2,000,000","-","$25,000,000","$25,000,000",8.29,"24,500,000"
"Gonzalez
										
										Adrian Gonzalez",33,"1B","Vet","$21,000,000","$857,142","-","$21,857,142","$21,857,142",7.24,"22,000,000"
"Crawford
										
										Carl Crawford",33,"LF","Vet","$20,500,000","$857,142","-","$21,357,142","$21,357,142",7.08,"20,285,714"
"Ethier
										
										Andre Ethier",33,"CF","Vet","$18,000,000","-","-","$18,000,000","$18,000,000",5.97,"17,000,000"
"Anderson
										
										Brett Anderson",27,"SP","Vet","$10,000,000","-","$2,400,000","$12,400,000","$12,400,000",4.11,"10,000,000"
"Rollins
										
										Jimmy Rollins",36,"SS","Vet","$11,000,000","-","-","$11,000,000","$11,000,000",3.65,"11,000,000"
"Kendrick
										
										Howie Kendrick",31,"LF","Vet","$9,500,000","$350,000","-","$9,850,000","$9,850,000",3.26,"8,375,000"
"Jansen
										
										Kenley Jansen",27,"RP/CL","Arb 2","$7,425,000","-","-","$7,425,000","$7,425,000",2.46,"7,425,000"
"Guerrero
										
										Alexander Guerrero",28,"LF","Pre-Arb","$4,000,000","$2,500,000","-","$6,500,000","$6,500,000",2.15,"7,000,000"
"Puig
										
										Yasiel Puig",24,"RF","Pre-Arb","$4,500,000","$1,714,285","-","$6,214,285","$6,214,285",2.06,"6,000,000"
"Howell
										
										J.P. Howell",32,"RP","Vet","$4,000,000","$1,500,000","-","$5,500,000","$5,500,000",1.82,"5,625,000"
"Ellis
										
										A.J. Ellis",34,"C","Arb 3","$4,250,000","-","-","$4,250,000","$4,250,000",1.41,"4,250,000"
"Peralta
										
										Joel Peralta",39,"RP","Vet","$2,500,000","-","-","$2,500,000","$2,500,000",0.83,"3,000,000"
"Turner
										
										Justin Turner",30,"3B","Arb 2","$2,500,000","-","-","$2,500,000","$2,500,000",0.83,"2,500,000"
"Nicasio
										
										Juan Nicasio",28,"RP","Arb 1","$2,300,000","-","-","$2,300,000","$2,300,000",0.76,"2,300,000"
"Callaspo
										
										Alberto Callaspo",32,"3B","Vet","$2,147,540","-","-","$2,147,540","$2,147,540",0.71,"2,147,540"
"Utley
										
										Chase Utley",36,"2B","Vet","$2,130,000","-","-","$2,130,000","$2,130,000",0.71,"13,500,000"
"Grandal
										
										Yasmani Grandal",26,"C","Pre-Arb","$693,000","-","-","$693,000","$693,000",0.23,"693,000"
"Johnson
										
										Jim Johnson",32,"RP","Vet","$585,792","-","-","$585,792","$585,792",0.19,"1,600,000"
"Hatcher
										
										Chris Hatcher",30,"RP","Pre-Arb","$522,500","-","-","$522,500","$522,500",0.17,"522,500"
"Van Slyke
										
										Scott Van Slyke",28,"LF","Pre-Arb","$522,500","-","-","$522,500","$522,500",0.17,"522,500"
"Baez
										
										Pedro Baez",27,"RP","Pre-Arb","$512,500","-","-","$512,500","$512,500",0.17,"512,500"
"Pederson
										
										Joc Pederson",23,"CF","Pre-Arb","$510,000","-","-","$510,000","$510,000",0.17,"510,000"
"Ruggiano
										
										Justin Ruggiano",33,"RF","Arb 1","$2,505,000","-","-","$2,505,000","$465,409",0.15,"2,505,000"
"Frias
										
										Carlos Frias",25,"RP","Pre-Arb","$507,500","-","-","$507,500","$449,262",0.15,"507,500"
"Hernandez
										
										Enrique Hernandez",23,"LF","Pre-Arb","$512,500","-","-","$512,500","$442,486",0.15,"512,500"
"Garcia
										
										Yimi Garcia",24,"RP","Pre-Arb","$510,000","-","-","$510,000","$404,098",0.13,"510,000"
"Liberatore
										
										Adam Liberatore",28,"RP","Pre-Arb","$507,500","-","-","$507,500","$285,642",0.09,"507,500"
"Avilan
										
										Luis Avilan",25,"RP","Pre-Arb","$530,000","-","-","$530,000","$194,043",0.06,"530,000"
"Wood
										
										Alex Wood",24,"SP","Pre-Arb","$520,000","-","-","$520,000","$190,382",0.06,"520,000"
"Barnes
										
										Austin Barnes",25,"C","Pre-Arb","$507,500","-","-","$507,500","$163,620",0.05,"507,500"
"Peraza
										
										Jose Peraza",20,"SS","Pre-Arb","$507,500","-","-","$507,500","$110,928",0.04,"507,500"
"Wieland
										
										Joe Wieland",25,"SP","Pre-Arb","$590,000","-","-","$590,000","$109,617",0.04,"590,000"
"Schebler
										
										Scott Schebler",24,"LF","Pre-Arb","$507,500","-","-","$507,500","$94,289",0.03,"507,500"
"Seager
										
										Corey Seager",21,"SS","Pre-Arb","$507,500","-","-","$507,500","$85,969",0.03,"507,500"
"Heisey
										
										Chris Heisey",30,"LF","Arb 2","$507,500","-","-","$507,500","$77,650",0.03,"507,500"
"Torreyes
										
										Ronald Torreyes",22,"2B","Pre-Arb","$507,500","-","-","$507,500","$55,464",0.02,"507,500"
