"Active.Players..38.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Werth
										
										Jayson Werth",35,"LF","Vet","$20,000,000","$571,428","-","$20,571,428","$20,571,428",13.76,0
"Soriano
										
										Rafael Soriano",34,"RP","Vet","$14,000,000","-","-","$14,000,000","$14,000,000",9.37,0
"Zimmerman
										
										Ryan Zimmerman",29,"1B","Vet","$14,000,000","-","-","$14,000,000","$14,000,000",9.37,0
"LaRoche
										
										Adam LaRoche",34,"DH","Vet","$12,000,000","-","-","$12,000,000","$12,000,000",8.03,0
"Cabrera
										
										Asdrubal Cabrera",28,"2B","Vet","$10,000,000","-","-","$10,000,000","$10,000,000",6.69,0
"Gonzalez
										
										Gio Gonzalez",28,"SP","Arb 2","$8,500,000","$100,000","-","$8,600,000","$8,600,000",5.75,0
"Zimmermann
										
										Jordan Zimmermann",28,"SP","Arb 2","$7,500,000","-","-","$7,500,000","$7,500,000",5.02,0
"Fister
										
										Doug Fister",30,"SP","Arb 2","$7,200,000","-","-","$7,200,000","$7,200,000",4.82,0
"Desmond
										
										Ian Desmond",28,"LF","Arb 2","$6,500,000","-","-","$6,500,000","$6,500,000",4.35,0
"Span
										
										Denard Span",30,"CF","Vet","$6,500,000","-","-","$6,500,000","$6,500,000",4.35,0
"Clippard
										
										Tyler Clippard",29,"RP","Arb 3","$5,875,000","-","-","$5,875,000","$5,875,000",3.93,0
"McLouth
										
										Nate McLouth",32,"LF","Vet","$5,000,000","-","-","$5,000,000","$5,000,000",3.35,0
"Strasburg
										
										Stephen Strasburg",25,"SP","Arb 1","$3,975,000","-","-","$3,975,000","$3,975,000",2.66,0
"Storen
										
										Drew Storen",26,"RP","Arb 2","$3,450,000","-","-","$3,450,000","$3,450,000",2.31,0
"Detwiler
										
										Ross Detwiler",28,"SP","Arb 2","$3,000,000","-","-","$3,000,000","$3,000,000",2.01,0
"Rendon
										
										Anthony Rendon",24,"3B","Pre-Arb","$1,200,000","$1,500,000","-","$2,700,000","$2,700,000",1.81,0
"Harper
										
										Bryce Harper",21,"RF","Pre-Arb","$900,000","$1,250,000","$500,000","$2,650,000","$2,650,000",1.77,0
"Hairston
										
										Scott Hairston",34,"RF","Vet","$2,500,000","-","-","$2,500,000","$2,500,000",1.67,0
"Ramos
										
										Wilson Ramos",26,"C","Arb 1","$2,095,000","-","-","$2,095,000","$2,095,000",1.4,0
"Blevins
										
										Jerry Blevins",30,"RP","Arb 2","$1,675,000","-","-","$1,675,000","$1,675,000",1.12,0
"Stammen
										
										Craig Stammen",30,"RP","Arb 2","$1,375,000","-","-","$1,375,000","$1,375,000",0.92,0
"Ohlendorf
										
										Ross Ohlendorf",31,"RP","Arb 3","$1,250,000","-","-","$1,250,000","$1,250,000",0.84,0
"Thornton
										
										Matt Thornton",37,"RP","Vet","$3,500,000","-","-","$3,500,000","$1,051,912",0.7,0
"Purke
										
										Matt Purke",23,"RP","Pre-Arb","$350,000","$687,500","-","$1,037,500","$1,037,500",0.69,0
"Lobaton
										
										Jose Lobaton",29,"C","Arb 1","$950,000","-","-","$950,000","$950,000",0.64,0
"Frandsen
										
										Kevin Frandsen",32,"3B","Arb 2","$900,000","-","$50,000","$950,000","$950,000",0.64,0
"Espinosa
										
										Danny Espinosa",27,"SS","Pre-Arb","$540,850","-","-","$540,850","$540,850",0.36,0
"Roark
										
										Tanner Roark",27,"SP","Pre-Arb","$506,100","-","-","$506,100","$506,100",0.34,0
"Davis
										
										Erik Davis",27,"RP","Pre-Arb","$501,400","-","-","$501,400","$501,400",0.34,0
"Barrett
										
										Aaron Barrett",26,"RP","Pre-Arb","$500,000","-","-","$500,000","$352,459",0.24,0
"Leon
										
										Sandy Leon",25,"C","Pre-Arb","$501,000","-","-","$501,000","$243,655",0.16,0
"Souza
										
										Steven Souza",25,"RF","Pre-Arb","$500,000","-","-","$500,000","$196,721",0.13,0
"Moore
										
										Tyler Moore",27,"1B","Pre-Arb","$507,900","-","-","$507,900","$111,738",0.07,0
"Schierholtz
										
										Nate Schierholtz",30,"RF","Arb 3","$500,000","-","-","$500,000","$101,092",0.07,0
"Taylor
										
										Michael Taylor",23,"CF","Pre-Arb","$500,000","-","-","$500,000","$101,092",0.07,0
"Mattheus
										
										Ryan Mattheus",30,"RP","Pre-Arb","$520,000","-","-","$520,000","$99,453",0.07,0
"Kobernus
										
										Jeff Kobernus",26,"2B","Pre-Arb","$501,000","-","-","$501,000","$65,704",0.04,0
"Florimon
										
										Pedro Florimon",27,"SS","Pre-Arb","$517,500","-","-","$517,500","$31,106",0.02,0
