"Active.Players..37.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Sabathia
										
										C.C. Sabathia",36,"SP","Vet","$25,000,000","-","-","$25,000,000","$25,000,000",11.92,"23,000,000"
"Tanaka
										
										Masahiro Tanaka",28,"SP","Pre-Arb","$22,000,000","-","-","$22,000,000","$22,000,000",10.49,"22,142,857"
"Ellsbury
										
										Jacoby Ellsbury",33,"CF","Vet","$21,142,857","-","-","$21,142,857","$21,142,857",10.08,"21,857,143"
"Chapman
										
										Aroldis Chapman",29,"RP/CL","Vet","$15,000,000","$2,200,000","-","$17,200,000","$17,200,000",8.2,"17,200,000"
"Headley
										
										Chase Headley",33,"3B","Vet","$13,000,000","-","$1,000,000","$14,000,000","$14,000,000",6.68,"13,000,000"
"Holliday
										
										Matt Holliday",37,"DH","Vet","$13,000,000","-","-","$13,000,000","$13,000,000",6.2,"13,000,000"
"Gardner
										
										Brett Gardner",33,"LF","Vet","$12,000,000","$500,000","-","$12,500,000","$12,500,000",5.96,"13,000,000"
"Castro
										
										Starlin Castro",27,"2B","Vet","$9,000,000","$857,142","-","$9,857,142","$9,857,142",4.7,"8,571,429"
"Gregorius
										
										Didi Gregorius",27,"SS","Arb 2","$5,100,000","-","-","$5,100,000","$5,100,000",2.43,"5,100,000"
"Frazier
										
										Todd Frazier",31,"3B","Arb 3","$12,000,000","-","-","$12,000,000","$4,983,624",2.38,"12,000,000"
"Robertson
										
										David Robertson",32,"RP","Vet","$12,000,000","-","-","$12,000,000","$4,983,624",2.38,"11,500,000"
"Betances
										
										Dellin Betances",29,"RP","Arb 1","$3,000,000","-","-","$3,000,000","$3,000,000",1.43,"3,000,000"
"Warren
										
										Adam Warren",29,"RP","Arb 2","$2,290,000","-","-","$2,290,000","$2,290,000",1.09,"2,290,000"
"Hicks
										
										Aaron Hicks",27,"RF","Arb 1","$1,350,000","-","-","$1,350,000","$1,350,000",0.64,"1,350,000"
"Gray
										
										Sonny Gray",27,"SP","Arb 1","$3,575,000","-","-","$3,575,000","$1,230,768",0.59,"3,575,000"
"Romine
										
										Austin Romine",28,"C","Arb 1","$805,000","-","-","$805,000","$805,000",0.38,"805,000"
"Torreyes
										
										Ronald Torreyes",24,"2B","Pre-Arb","$561,900","-","-","$561,900","$561,900",0.27,"561,900"
"Sanchez
										
										Gary Sanchez",24,"C","Pre-Arb","$557,900","-","-","$557,900","$557,900",0.27,"557,900"
"Severino
										
										Luis Severino",23,"SP","Pre-Arb","$550,975","-","-","$550,975","$550,975",0.26,"550,975"
"Bird
										
										Greg Bird",24,"1B","Pre-Arb","$545,500","-","-","$545,500","$545,500",0.26,"545,500"
"Judge
										
										Aaron Judge",25,"RF","Pre-Arb","$544,500","-","-","$544,500","$544,500",0.26,"544,500"
"Shreve
										
										Chasen Shreve",26,"RP","Pre-Arb","$552,425","-","-","$552,425","$455,869",0.22,"552,425"
"Montgomery
										
										Jordan Montgomery",24,"SP","Pre-Arb","$535,000","-","-","$535,000","$435,527",0.21,"535,000"
"Green
										
										Chad Green",26,"RP","Pre-Arb","$535,000","-","-","$535,000","$417,989",0.2,"535,000"
"Holder
										
										Jonathan Holder",25,"RP","Pre-Arb","$536,875","-","-","$536,875","$325,674",0.16,"536,875"
"Mitchell
										
										Bryan Mitchell",26,"SP","Pre-Arb","$550,625","-","-","$550,625","$273,819",0.13,"550,625"
"Frazier
										
										Clint Frazier",22,"OF","Pre-Arb","$535,000","-","-","$535,000","$271,839",0.13,"535,000"
"Wade
										
										Tyler Wade",22,"1B","Pre-Arb","$535,000","-","-","$535,000","$236,763",0.11,"535,000"
"Kahnle
										
										Tommy Kahnle",27,"RP","Pre-Arb","$535,000","-","-","$535,000","$222,148",0.11,"535,000"
"Garcia
										
										Jaime Garcia",30,"SP","Vet","$12,000,000","-","-","$12,000,000","$187,072",0.09,"6,875,000"
"Smith
										
										Caleb Smith",24,"SP","Pre-Arb","$535,000","-","-","$535,000","$175,380",0.08,"535,000"
"Gallegos
										
										Giovanny Gallegos",25,"RP","Pre-Arb","$535,000","-","-","$535,000","$172,457",0.08,"535,000"
"Heller
										
										Ben Heller",25,"P","Pre-Arb","$535,000","-","-","$535,000","$119,843",0.06,"535,000"
"German
										
										Domingo German",24,"RP","Pre-Arb","$535,000","-","-","$535,000","$102,305",0.05,"535,000"
"Kratz
										
										Erik Kratz",37,"C","","$535,000","-","-","$535,000","$93,536",0.04,"535,000"
"Austin
										
										Tyler Austin",25,"1B","Pre-Arb","$544,000","-","-","$544,000","$80,271",0.04,"544,000"
"Andujar
										
										Miguel Andujar",22,"3B","Pre-Arb","$535,000","-","-","$535,000","$52,614",0.03,"535,000"
