"Active.Players..36.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Santana
										
										Carlos Santana",29,"1B","Arb 2","$6,000,000","$200,000","-","$6,200,000","$6,200,000",8.01,"4,200,380"
"Brantley
										
										Michael Brantley",28,"LF","Arb 2","$5,000,000","$875,000","-","$5,875,000","$5,875,000",7.59,"6,250,000"
"Kipnis
										
										Jason Kipnis",28,"2B","Arb 1","$4,000,000","$166,666","-","$4,166,666","$4,166,666",5.38,"8,750,000"
"Floyd
										
										Gavin Floyd",32,"RP","Vet","$4,000,000","-","-","$4,000,000","$4,000,000",5.17,"4,000,000"
"Aviles
										
										Mike Aviles",34,"3B","Vet","$3,500,000","-","-","$3,500,000","$3,500,000",4.52,"3,000,000"
"Raburn
										
										Ryan Raburn",34,"LF","Vet","$2,500,000","-","-","$2,500,000","$2,500,000",3.23,"2,425,000"
"Carrasco
										
										Carlos Carrasco",28,"SP","Arb 1","$2,337,500","-","-","$2,337,500","$2,337,500",3.02,"5,500,000"
"Chisenhall
										
										Lonnie Chisenhall",26,"RF","Pre-Arb","$2,250,000","-","-","$2,250,000","$2,250,000",2.91,"2,250,000"
"Bauer
										
										Trevor Bauer",24,"SP","Pre-Arb","$1,940,000","-","-","$1,940,000","$1,940,000",2.51,"1,940,000"
"Johnson
										
										Chris Johnson",30,"3B","Arb 2","$1,901,639","-","-","$1,901,639","$1,901,639",2.46,"7,833,333"
"Shaw
										
										Bryan Shaw",27,"RP","Arb 1","$1,550,000","-","-","$1,550,000","$1,550,000",2,"1,550,000"
"Tomlin
										
										Josh Tomlin",30,"SP","Arb 2","$1,500,000","-","-","$1,500,000","$1,500,000",1.94,"1,500,000"
"Kluber
										
										Corey Kluber",29,"SP","Pre-Arb","$1,000,000","$200,000","-","$1,200,000","$1,200,000",1.55,"7,700,000"
"Gomes
										
										Yan Gomes",27,"C","Pre-Arb","$1,000,000","$83,333","-","$1,083,333","$1,083,333",1.4,"3,833,333"
"Allen
										
										Cody Allen",26,"RP/CL","Pre-Arb","$547,100","-","-","$547,100","$547,100",0.71,"547,100"
"McAllister
										
										Zach McAllister",27,"RP","Pre-Arb","$520,400","-","-","$520,400","$520,400",0.67,"520,400"
"Perez
										
										Roberto Perez",26,"C","Pre-Arb","$508,600","-","-","$508,600","$508,600",0.66,"508,600"
"Salazar
										
										Danny Salazar",25,"SP","Pre-Arb","$507,500","-","-","$507,500","$468,674",0.61,"507,500"
"Webb
										
										Ryan Webb",29,"RP","Arb 3","$507,500","-","-","$507,500","$438,169",0.57,"507,500"
"Adams
										
										Austin Adams",28,"RP","Pre-Arb","$507,700","-","-","$507,700","$352,338",0.46,"507,700"
"Ramirez
										
										Jose Ramirez",22,"3B","Pre-Arb","$511,300","-","-","$511,300","$352,042",0.45,"511,300"
"Urshela
										
										Giovanny Urshela",23,"3B","Pre-Arb","$507,500","-","-","$507,500","$330,013",0.43,"507,500"
"Lindor
										
										Francisco Lindor",21,"SS","Pre-Arb","$507,500","-","-","$507,500","$316,147",0.41,"507,500"
"Manship
										
										Jeff Manship",30,"RP","Pre-Arb","$507,500","-","-","$507,500","$302,281",0.39,"507,500"
"Anderson
										
										Cody Anderson",24,"RP","Pre-Arb","$507,500","-","-","$507,500","$296,734",0.38,"507,500"
"Crockett
										
										Kyle Crockett",23,"RP","Pre-Arb","$510,900","-","-","$510,900","$240,095",0.31,"510,900"
"Sands
										
										Jerry Sands",27,"LF","Pre-Arb","$507,500","-","-","$507,500","$238,497",0.31,"507,500"
"Almonte
										
										Abraham Almonte",26,"CF","Pre-Arb","$510,300","-","-","$510,300","$156,157",0.2,"510,300"
"Armstrong
										
										Shawn Armstrong",24,"RP","Pre-Arb","$507,500","-","-","$507,500","$108,155",0.14,"507,500"
"Martinez
										
										Michael Martinez",32,"2B","Pre-Arb","$507,500","-","-","$507,500","$83,196",0.11,"507,500"
"Soto
										
										Giovanni Soto",24,"RP","Pre-Arb","$507,500","-","-","$507,500","$83,196",0.11,"507,500"
"Walters
										
										Zach Walters",25,"LF","Pre-Arb","$509,600","-","-","$509,600","$75,186",0.1,"509,600"
"Aguilar
										
										Jesus Aguilar",25,"1B","Pre-Arb","$507,600","-","-","$507,600","$38,823",0.05,"507,600"
"Lee
										
										C.C. Lee",28,"RP","Pre-Arb","$507,500","-","-","$507,500","$30,505",0.04,"507,500"
"Moore
										
										Adam Moore",31,"C","Pre-Arb","$507,500","-","-","$507,500","$27,732",0.04,"507,500"
"Choice
										
										Michael Choice",25,"LF","Pre-Arb","$512,200","-","-","$512,200","$2,799",0,"512,220"
