"Active.Players..35.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Votto
										
										Joey Votto",31,"1B","Vet","$14,000,000","-","-","$14,000,000","$14,000,000",12.46,"22,500,000"
"Bruce
										
										Jay Bruce",28,"RF","Vet","$12,000,000","$41,666","-","$12,041,666","$12,041,666",10.72,"8,500,000"
"Phillips
										
										Brandon Phillips",34,"2B","Vet","$12,000,000","-","-","$12,000,000","$12,000,000",10.68,"12,083,333"
"Chapman
										
										Aroldis Chapman",27,"RP/CL","Arb 2","$8,050,000","-","-","$8,050,000","$8,050,000",7.17,"8,050,000"
"Frazier
										
										Todd Frazier",29,"3B","Arb 1","$3,000,000","$750,000","-","$3,750,000","$3,750,000",3.34,"6,000,000"
"Parra
										
										Manny Parra",32,"RP","Vet","$3,500,000","-","-","$3,500,000","$3,500,000",3.12,"2,750,000"
"Schumaker
										
										Skip Schumaker",35,"LF","Vet","$2,500,000","-","-","$2,500,000","$2,500,000",2.23,"2,500,000"
"LeCure
										
										Sam LeCure",31,"RP","Pre-Arb","$1,850,000","-","-","$1,850,000","$1,850,000",1.65,"1,525,000"
"Iglesias
										
										Raisel Iglesias",25,"RP/CL","Pre-Arb","$1,000,000","$714,285","-","$1,714,285","$1,714,285",1.53,"3,857,143"
"Pena
										
										Brayan Pena",33,"C","Vet","$1,400,000","-","-","$1,400,000","$1,400,000",1.25,"1,137,500"
"Boesch
										
										Brennan Boesch",30,"RF","Arb 1","$1,250,000","-","-","$1,250,000","$1,250,000",1.11,"1,250,000"
"Badenhop
										
										Burke Badenhop",32,"RP","Vet","$1,000,000","-","-","$1,000,000","$1,000,000",0.89,"2,500,000"
"Hoover
										
										J.J. Hoover",27,"RP","Pre-Arb","$535,000","-","-","$535,000","$535,000",0.48,"535,000"
"Bourgeois
										
										Jason Bourgeois",33,"LF","Pre-Arb","$522,500","-","-","$522,500","$522,500",0.47,"522,500"
"DeSclafani
										
										Anthony DeSclafani",25,"SP","Pre-Arb","$507,500","-","-","$507,500","$507,500",0.45,"507,500"
"Barnhart
										
										Tucker Barnhart",24,"C","Pre-Arb","$507,500","-","-","$507,500","$471,448",0.42,"507,500"
"Mattheus
										
										Ryan Mattheus",31,"RP","Pre-Arb","$507,500","-","-","$507,500","$413,210",0.37,"507,500"
"Diaz
										
										Jose Diaz",31,"RP","Pre-Arb","$510,000","-","-","$510,000","$398,524",0.35,"510,000"
"Lorenzen
										
										Michael Lorenzen",23,"RP","Pre-Arb","$507,500","-","-","$507,500","$392,401",0.35,"507,500"
"Villarreal
										
										Pedro Villarreal",25,"RP","Pre-Arb","$507,500","-","-","$507,500","$352,199",0.31,"507,500"
"Suarez
										
										Eugenio Suarez",23,"3B","Pre-Arb","$507,500","-","-","$507,500","$321,693",0.29,"507,500"
"Contreras
										
										Carlos Contreras",24,"RP","Pre-Arb","$507,500","-","-","$507,500","$219,084",0.2,"507,500"
"Sampson
										
										Keyvius Sampson",24,"RP","Pre-Arb","$507,500","-","-","$507,500","$185,806",0.17,"507,500"
"Finnegan
										
										Brandon Finnegan",22,"SP","Pre-Arb","$507,500","-","-","$507,500","$183,032",0.16,"507,500"
"Lamb
										
										John Lamb",24,"SP","Pre-Arb","$507,500","-","-","$507,500","$144,207",0.13,"507,500"
"LaMarre
										
										Ryan LaMarre",26,"CF","Pre-Arb","$507,500","-","-","$507,500","$127,568",0.11,"507,500"
"Balester
										
										Collin Balester",29,"RP","Pre-Arb","$507,500","-","-","$507,500","$116,475",0.1,"507,500"
"Smith
										
										Josh Smith",27,"RP","Pre-Arb","$507,500","-","-","$507,500","$113,702",0.1,"507,500"
"Duvall
										
										Adam Duvall",26,"LF","Pre-Arb","$507,500","-","-","$507,500","$94,289",0.08,"507,500"
"Cabrera
										
										Ramon Cabrera",25,"C","Pre-Arb","$507,500","-","-","$507,500","$91,516",0.08,"507,500"
"Holmberg
										
										David Holmberg",23,"RP","Pre-Arb","$507,500","-","-","$507,500","$85,969",0.08,"507,500"
"Cingrani
										
										Tony Cingrani",25,"RP","Pre-Arb","$525,500","-","-","$525,500","$74,661",0.07,"525,500"
"Rodriguez
										
										Yorman Rodriguez",22,"LF","Pre-Arb","$507,500","-","-","$507,500","$13,866",0.01,"507,500"
"Skipworth
										
										Kyle Skipworth",25,"C","Pre-Arb","$507,500","-","-","$507,500","$13,866",0.01,"507,500"
"Waldrop
										
										Kyle Waldrop",29,"RF","Pre-Arb","$507,500","-","-","$507,500","$11,092",0.01,"507,500"
