"Active.Players..37.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Jones
										
										Chipper Jones",40,"3B","Vet","$13,000,000","$1,000,000","-","$14,000,000","$14,000,000",14.3,0
"Uggla
										
										Dan Uggla",32,"2B","Vet","$13,000,000","$200,000","-","$13,200,000","$13,200,000",13.48,0
"McCann
										
										Brian McCann",28,"C","Vet","$8,500,000","$166,666","$3,000,000","$11,666,666","$11,666,666",11.91,0
"Hudson
										
										Tim Hudson",36,"SP","Vet","$9,000,000","-","-","$9,000,000","$9,000,000",9.19,0
"Bourn
										
										Michael Bourn",29,"CF","Arb 3","$6,845,000","-","-","$6,845,000","$6,845,000",6.99,0
"Jurrjens
										
										Jair Jurrjens",26,"SP","Pre-Arb","$5,500,000","-","-","$5,500,000","$5,500,000",5.62,0
"Prado
										
										Martin Prado",28,"3B","Arb 2","$4,750,000","-","-","$4,750,000","$4,750,000",4.85,0
"O'Flaherty
										
										Eric O'Flaherty",27,"RP","Arb 2","$2,490,000","-","-","$2,490,000","$2,490,000",2.54,0
"Diaz
										
										Matt Diaz",34,"LF","Vet","$2,000,000","$125,000","-","$2,125,000","$2,125,000",2.17,0
"Ross
										
										David Ross",35,"C","Vet","$1,625,000","-","$100,000","$1,725,000","$1,725,000",1.76,0
"Hinske
										
										Eric Hinske",34,"1B","Vet","$1,600,000","-","-","$1,600,000","$1,600,000",1.63,0
"Sheets
										
										Ben Sheets",33,"SP","Vet","$2,500,000","-","-","$2,500,000","$1,106,557",1.13,0
"Wilson
										
										Jack Wilson",34,"2B","Vet","$1,000,000","-","-","$1,000,000","$1,000,000",1.02,0
"Durbin
										
										Chad Durbin",34,"RP","Vet","$900,000","-","-","$900,000","$900,000",0.92,0
"Kimbrel
										
										Craig Kimbrel",24,"RP/CL","Pre-Arb","$590,000","-","-","$590,000","$590,000",0.6,0
"Heyward
										
										Jason Heyward",22,"RF","Pre-Arb","$565,000","-","-","$565,000","$565,000",0.58,0
"Freeman
										
										Freddie Freeman",22,"1B","Pre-Arb","$535,000","-","-","$535,000","$535,000",0.55,0
"Hanson
										
										Tommy Hanson",25,"SP","Pre-Arb","$535,000","-","-","$535,000","$535,000",0.55,0
"Venters
										
										Jonny Venters",27,"RP","Pre-Arb","$533,000","-","-","$533,000","$533,000",0.54,0
"Beachy
										
										Brandon Beachy",25,"SP","Pre-Arb","$495,000","-","-","$495,000","$495,000",0.51,0
"Martinez
										
										Cristhian Martinez",30,"RP","Pre-Arb","$491,250","-","-","$491,250","$491,250",0.5,0
"Medlen
										
										Kris Medlen",26,"SP","Pre-Arb","$490,000","-","-","$490,000","$490,000",0.5,0
"Minor
										
										Mike Minor",24,"RP","Pre-Arb","$482,500","-","-","$482,500","$482,500",0.49,0
"Varvaro
										
										Anthony Varvaro",27,"RP","Pre-Arb","$481,250","-","-","$481,250","$481,250",0.49,0
"Avilan
										
										Luis Avilan",22,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Boscan
										
										J.C. Boscan",32,"C","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Cordier
										
										Erik Cordier",26,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Delgado
										
										Randall Delgado",22,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Fish
										
										Robert Fish",24,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Francisco
										
										Juan Francisco",25,"1B","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Gearrin
										
										Cory Gearrin",26,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Pastornicky
										
										Tyler Pastornicky",22,"SS","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Russell
										
										Adam Russell",29,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Teheran
										
										Julio Teheran",21,"SP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.49,0
"Hernandez
										
										Livan Hernandez",37,"SP","Pre-Arb","$750,000","-","-","$750,000","$331,967",0.34,0
"Simmons
										
										Andrelton Simmons",22,"SS","Pre-Arb","$522,000","-","-","$522,000","$149,508",0.15,0
"Batista
										
										Miguel Batista",41,"SP","Vet","$480,000","-","-","$480,000","$104,918",0.11,0
