"Active.Players..37.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Martin
										
										Russell Martin",35,"C","Vet","$20,000,000","-","-","$20,000,000","$20,000,000",13.25,"16,400,000"
"Estrada
										
										Marco Estrada",34,"SP","Vet","$13,000,000","-","-","$13,000,000","$13,000,000",8.61,"13,000,000"
"Morales
										
										Kendrys Morales",35,"DH","Vet","$11,000,000","-","-","$11,000,000","$11,000,000",7.29,"11,000,000"
"Stroman
										
										Marcus Stroman",27,"SP","Arb 2","$6,500,000","-","-","$6,500,000","$6,500,000",4.31,"6,500,000"
"Smoak
										
										Justin Smoak",31,"1B","Vet","$4,125,000","-","-","$4,125,000","$4,125,000",2.73,"4,250,000"
"Solarte
										
										Yangervis Solarte",30,"3B","Arb 2","$4,000,000","$125,000","-","$4,125,000","$4,125,000",2.73,"3,750,000"
"Pillar
										
										Kevin Pillar",29,"CF","Arb 1","$3,250,000","-","-","$3,250,000","$3,250,000",2.15,"3,250,000"
"Grichuk
										
										Randal Grichuk",26,"CF","Arb 1","$2,800,000","-","-","$2,800,000","$2,800,000",1.85,"2,800,000"
"Sanchez
										
										Aaron Sanchez",25,"SP","Arb 1","$2,700,000","-","-","$2,700,000","$2,700,000",1.79,"2,700,000"
"Diaz
										
										Aledmys Diaz",27,"SS","Pre-Arb","$2,000,000","-","-","$2,000,000","$2,000,000",1.32,"2,000,000"
"Giles
										
										Ken Giles",27,"RP/CL","Arb 1","$4,600,000","-","-","$4,600,000","$1,533,322",1.02,"4,600,000"
"Clippard
										
										Tyler Clippard",33,"RP","Vet","$1,500,000","-","-","$1,500,000","$1,500,000",0.99,"1,500,000"
"Travis
										
										Devon Travis",27,"2B","Arb 1","$1,450,000","-","-","$1,450,000","$1,450,000",0.96,"1,450,000"
"Gurriel Jr.
										
										Lourdes Gurriel Jr.",24,"2B","Pre-Arb","$1,000,000","$428,571","-","$1,428,571","$1,428,571",0.95,"3,142,857"
"Petricka
										
										Jake Petricka",30,"RP","Arb 1","$1,300,000","-","-","$1,300,000","$608,043",0.4,"1,300,000"
"Tepera
										
										Ryan Tepera",30,"RP","Pre-Arb","$574,700","-","-","$574,700","$574,700",0.38,"574,700"
"Maile
										
										Luke Maile",27,"C","Pre-Arb","$558,400","-","-","$558,400","$558,400",0.37,"558,400"
"Hernandez
										
										Teoscar Hernandez",25,"LF","Pre-Arb","$545,000","-","-","$545,000","$501,030",0.33,"545,000"
"Barnes
										
										Danny Barnes",28,"RP","Pre-Arb","$561,600","-","-","$561,600","$480,021",0.32,"561,600"
"Pannone
										
										Thomas Pannone",24,"RP","Pre-Arb","$545,000","-","-","$545,000","$436,570",0.29,"545,000"
"Biagini
										
										Joseph Biagini",28,"RP","Pre-Arb","$545,000","-","-","$545,000","$424,850",0.28,"545,000"
"Gaviglio
										
										Sam Gaviglio",28,"SP","Pre-Arb","$545,000","-","-","$545,000","$418,990",0.28,"545,000"
"Mayza
										
										Tim Mayza",26,"RP","Pre-Arb","$545,000","-","-","$545,000","$322,300",0.21,"545,000"
"Borucki
										
										Ryan Borucki",24,"SP","Pre-Arb","$545,000","-","-","$545,000","$254,910",0.17,"545,000"
"Urena
										
										Richard Urena",22,"SS","Pre-Arb","$545,000","-","-","$545,000","$181,660",0.12,"545,000"
"Jansen
										
										Danny Jansen",23,"C","Pre-Arb","$545,000","-","-","$545,000","$146,500",0.1,"545,000"
"McKinney
										
										Billy McKinney",23,"OF","Pre-Arb","$545,000","-","-","$545,000","$131,850",0.09,"545,000"
"Reid-Foley
										
										Sean Reid-Foley",22,"SP","Pre-Arb","$545,000","-","-","$545,000","$108,410",0.07,"545,000"
"Shafer
										
										Justin Shafer",25,"RP","Pre-Arb","$545,000","-","-","$545,000","$96,690",0.06,"545,000"
"Leiter
										
										Mark Leiter",27,"RP","Pre-Arb","$549,500","-","-","$549,500","$88,620",0.06,"549,500"
"Fernandez
										
										Jose Fernandez",25,"RP","Pre-Arb","$545,000","-","-","$545,000","$87,900",0.06,"545,000"
"Guerrieri
										
										Taylor Guerrieri",26,"SP","Pre-Arb","$545,000","-","-","$545,000","$87,900",0.06,"545,000"
"Davis
										
										Jonathan Davis",26,"CF","Pre-Arb","$545,000","-","-","$545,000","$79,110",0.05,"545,000"
"Tellez
										
										Rowdy Tellez",23,"1B","Pre-Arb","$545,000","-","-","$545,000","$79,110",0.05,"545,000"
"Paulino
										
										David Paulino",24,"RP","Pre-Arb","$545,000","-","-","$545,000","$76,180",0.05,"545,000"
"McGuire
										
										Reese McGuire",23,"C","Pre-Arb","$545,000","-","-","$545,000","$73,250",0.05,"545,000"
"Alford
										
										Anthony Alford",23,"OF","Pre-Arb","$545,000","-","-","$545,000","$64,460",0.04,"545,000"
