"Active.Players..29.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Mauer
										
										Joe Mauer",28,"1B","Vet","$23,000,000","-","-","$23,000,000","$23,000,000",20.18,0
"Morneau
										
										Justin Morneau",30,"1B","Vet","$14,000,000","$1,000,000","-","$15,000,000","$15,000,000",13.16,0
"Nathan
										
										Joe Nathan",36,"RP","Vet","$11,250,000","-","-","$11,250,000","$11,250,000",9.87,0
"Cuddyer
										
										Michael Cuddyer",32,"LF","Vet","$10,500,000","-","$25,000","$10,525,000","$10,525,000",9.23,0
"Pavano
										
										Carl Pavano",35,"SP","Vet","$8,000,000","-","-","$8,000,000","$8,000,000",7.02,0
"Capps
										
										Matt Capps",27,"RP","Arb 3","$7,150,000","-","-","$7,150,000","$7,150,000",6.27,0
"Kubel
										
										Jason Kubel",29,"LF","Vet","$5,250,000","-","-","$5,250,000","$5,250,000",4.61,0
"Baker
										
										Scott Baker",29,"SP","Arb 2","$5,000,000","-","-","$5,000,000","$5,000,000",4.39,0
"Liriano
										
										Francisco Liriano",27,"RP","Arb 2","$4,300,000","-","-","$4,300,000","$4,300,000",3.77,0
"Blackburn
										
										Nick Blackburn",29,"SP","Pre-Arb","$3,000,000","-","-","$3,000,000","$3,000,000",2.63,0
"Nishioka
										
										Tsuyoshi Nishioka",26,"2B","Pre-Arb","$3,000,000","-","-","$3,000,000","$3,000,000",2.63,0
"Slowey
										
										Kevin Slowey",27,"RP","Arb 1","$2,700,000","-","-","$2,700,000","$2,700,000",2.37,0
"Span
										
										Denard Span",27,"CF","Vet","$1,000,000","-","-","$1,000,000","$1,000,000",0.88,0
"Casilla
										
										Alexi Casilla",26,"2B","Arb 1","$865,000","-","-","$865,000","$865,000",0.76,0
"Perkins
										
										Glen Perkins",28,"RP","Arb 1","$700,000","-","-","$700,000","$700,000",0.61,0
"Repko
										
										Jason Repko",30,"CF","Pre-Arb","$600,000","-","-","$600,000","$600,000",0.53,0
"Duensing
										
										Brian Duensing",28,"RP","Pre-Arb","$462,500","-","-","$462,500","$462,500",0.41,0
"Mijares
										
										Jose Mijares",26,"RP","Pre-Arb","$445,000","-","-","$445,000","$445,000",0.39,0
"Valencia
										
										Danny Valencia",26,"3B","Pre-Arb","$437,500","-","-","$437,500","$437,500",0.38,0
"Butera
										
										Drew Butera",27,"C","Pre-Arb","$429,000","-","-","$429,000","$429,000",0.38,0
"Hughes
										
										Dusty Hughes",29,"RP","Pre-Arb","$429,000","-","-","$429,000","$429,000",0.38,0
"Tolbert
										
										Matt Tolbert",29,"SS","Pre-Arb","$425,000","-","-","$425,000","$425,000",0.37,0
"Manship
										
										Jeff Manship",26,"RP","Pre-Arb","$419,000","-","-","$419,000","$419,000",0.37,0
"Benson
										
										Joe Benson",23,"LF","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.36,0
"Diamond
										
										Scott Diamond",24,"SP","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.36,0
"Hoey
										
										Jim Hoey",28,"RP","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.36,0
"Oliveros
										
										Lester Oliveros",23,"RP","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.36,0
"Parmelee
										
										Chris Parmelee",23,"1B","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.36,0
"Plouffe
										
										Trevor Plouffe",25,"3B","Pre-Arb","$414,000","-","-","$414,000","$414,000",0.36,0
