"Active.Players..37.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Howard
										
										Ryan Howard",36,"1B","Vet","$25,000,000","-","-","$25,000,000","$25,000,000",24.06,"25,000,000"
"Hellickson
										
										Jeremy Hellickson",29,"SP","Arb 3","$7,000,000","-","-","$7,000,000","$7,000,000",6.74,"7,000,000"
"Hernandez
										
										David Hernandez",31,"RP","Vet","$3,900,000","-","-","$3,900,000","$3,900,000",3.75,"3,900,000"
"Bourjos
										
										Peter Bourjos",29,"RF","Arb 3","$2,000,000","-","-","$2,000,000","$2,000,000",1.92,"2,000,000"
"Galvis
										
										Freddy Galvis",26,"SS","Arb 1","$2,000,000","-","-","$2,000,000","$2,000,000",1.92,"2,000,000"
"Blanco
										
										Andres Blanco",32,"SS","Arb 3","$1,450,000","-","-","$1,450,000","$1,450,000",1.4,"1,450,000"
"Gomez
										
										Jeanmar Gomez",28,"RP","Arb 2","$1,400,000","-","-","$1,400,000","$1,400,000",1.35,"1,400,000"
"Burnett
										
										Sean Burnett",33,"RP","Vet","$1,250,000","-","-","$1,250,000","$1,250,000",1.2,"1,250,000"
"Ellis
										
										A.J. Ellis",35,"C","Arb 4","$4,500,000","-","-","$4,500,000","$983,606",0.95,"4,500,000"
"Herrera
										
										Odubel Herrera",24,"CF","Pre-Arb","$528,000","-","-","$528,000","$528,000",0.51,"528,000"
"Hernandez
										
										Cesar Hernandez",26,"2B","Pre-Arb","$525,000","-","-","$525,000","$525,000",0.51,"525,000"
"Burriss
										
										Emmanuel Burriss",31,"SS","Arb 2","$925,000","-","-","$925,000","$520,665",0.5,"925,000"
"Rupp
										
										Cameron Rupp",27,"C","Pre-Arb","$518,000","-","-","$518,000","$518,000",0.5,"518,000"
"Franco
										
										Maikel Franco",23,"3B","Pre-Arb","$517,500","-","-","$517,500","$517,500",0.5,"517,500"
"Eickhoff
										
										Jerad Eickhoff",25,"SP","Pre-Arb","$516,000","-","-","$516,000","$516,000",0.5,"516,000"
"Velasquez
										
										Vincent Velasquez",24,"SP","Pre-Arb","$516,000","-","-","$516,000","$516,000",0.5,"516,000"
"Altherr
										
										Aaron Altherr",25,"RF","Pre-Arb","$515,500","-","-","$515,500","$515,500",0.5,"515,500"
"Neris
										
										Hector Neris",27,"RP/CL","Pre-Arb","$515,000","-","-","$515,000","$515,000",0.5,"515,000"
"Goeddel
										
										Tyler Goeddel",23,"RF","Pre-Arb","$507,500","-","-","$507,500","$507,500",0.49,"507,500"
"Asche
										
										Cody Asche",26,"LF","Pre-Arb","$530,000","-","-","$530,000","$448,880",0.43,"530,000"
"Joseph
										
										Tommy Joseph",24,"1B","Pre-Arb","$507,500","-","-","$507,500","$396,539",0.38,"507,500"
"Paredes
										
										Jimmy Paredes",27,"RF","Pre-Arb","$520,000","-","-","$520,000","$352,408",0.34,"520,000"
"Morgan
										
										Adam Morgan",26,"RP","Pre-Arb","$507,500","-","-","$507,500","$332,760",0.32,"507,500"
"Mariot
										
										Michael Mariot",27,"RP","Pre-Arb","$512,500","-","-","$512,500","$296,906",0.29,"512,500"
"Ramos
										
										Edubray Ramos",23,"RP","Pre-Arb","$507,500","-","-","$507,500","$280,073",0.27,"507,500"
"Gonzalez
										
										Severino Gonzalez",23,"RP","Pre-Arb","$507,500","-","-","$507,500","$266,208",0.26,"507,500"
"Murray
										
										Colton Murray",26,"RP","Pre-Arb","$507,500","-","-","$507,500","$219,067",0.21,"507,500"
"Ruf
										
										Darin Ruf",29,"1B","Pre-Arb","$527,000","-","-","$527,000","$201,600",0.19,"527,000"
"Thompson
										
										Jake Thompson",22,"RP","Pre-Arb","$507,500","-","-","$507,500","$160,834",0.15,"507,500"
"Herrmann
										
										Frank Herrmann",32,"RP","Arb 1","$507,500","-","-","$507,500","$130,331",0.13,"507,500"
"Garcia
										
										Luis Garcia",29,"RP","Pre-Arb","$507,500","-","-","$507,500","$127,558",0.12,"507,500"
"Schuster
										
										Patrick Schuster",25,"RP","Pre-Arb","$507,500","-","-","$507,500","$85,963",0.08,"507,500"
"Klein
										
										Phil Klein",27,"RP","Pre-Arb","$509,500","-","-","$509,500","$69,600",0.07,"509,500"
"Asher
										
										Alec Asher",24,"SP","Pre-Arb","$507,500","-","-","$507,500","$69,325",0.07,"507,500"
"Alfaro
										
										Jorge Alfaro",23,"C","Pre-Arb","$507,500","-","-","$507,500","$66,552",0.06,"507,500"
"Rodriguez
										
										Joely Rodriguez",24,"RP","Pre-Arb","$507,500","-","-","$507,500","$66,552",0.06,"507,500"
"Quinn
										
										Roman Quinn",23,"CF","Pre-Arb","$507,500","-","-","$507,500","$63,779",0.06,"0"
