"Active.Players..51.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Hafner
										
										Travis Hafner",35,"DH","Vet","$13,000,000","-","-","$13,000,000","$13,000,000",16.81,0
"Sizemore
										
										Grady Sizemore",29,"RF","Vet","$5,000,000","-","-","$5,000,000","$5,000,000",6.47,0
"Choo
										
										Shin-Soo Choo",29,"RF","Arb 2","$4,900,000","-","-","$4,900,000","$4,900,000",6.34,0
"Cabrera
										
										Asdrubal Cabrera",26,"2B","Arb 2","$4,550,000","-","-","$4,550,000","$4,550,000",5.88,0
"Perez
										
										Chris Perez",27,"RP","Arb 2","$4,500,000","-","-","$4,500,000","$4,500,000",5.82,0
"Jimenez
										
										Ubaldo Jimenez",28,"SP","Vet","$4,200,000","-","-","$4,200,000","$4,200,000",5.43,0
"Masterson
										
										Justin Masterson",27,"RP","Arb 1","$3,825,000","-","-","$3,825,000","$3,825,000",4.95,0
"Kotchman
										
										Casey Kotchman",29,"1B","Vet","$3,000,000","-","-","$3,000,000","$3,000,000",3.88,0
"Hernandez
										
										Roberto Hernandez",31,"RP","Vet","$2,500,000","-","-","$2,500,000","$2,500,000",3.23,0
"Perez
										
										Rafael Perez",30,"RP","Arb 3","$2,005,000","-","-","$2,005,000","$2,005,000",2.59,0
"Smith
										
										Joe Smith",28,"RP","Arb 2","$1,750,000","-","-","$1,750,000","$1,750,000",2.26,0
"Slowey
										
										Kevin Slowey",28,"RP","Arb 2","$2,750,000","-","-","$2,750,000","$1,500,000",1.94,0
"Damon
										
										Johnny Damon",38,"LF","Pre-Arb","$1,250,000","-","-","$1,250,000","$1,250,000",1.62,0
"Hannahan
										
										Jack Hannahan",32,"1B","Arb 1","$1,135,000","-","-","$1,135,000","$1,135,000",1.47,0
"Wheeler
										
										Dan Wheeler",34,"RP","Pre-Arb","$900,000","-","-","$900,000","$900,000",1.16,0
"Santana
										
										Carlos Santana",26,"1B","Pre-Arb","$501,900","$200,000","-","$701,900","$701,900",0.91,0
"Sipp
										
										Tony Sipp",28,"RP","Pre-Arb","$504,900","-","-","$504,900","$504,900",0.65,0
"Duncan
										
										Shelley Duncan",32,"LF","Pre-Arb","$500,000","-","-","$500,000","$500,000",0.65,0
"Brantley
										
										Michael Brantley",25,"LF","Pre-Arb","$495,300","-","-","$495,300","$495,300",0.64,0
"Tomlin
										
										Josh Tomlin",27,"SP","Pre-Arb","$494,500","-","-","$494,500","$494,500",0.64,0
"Marson
										
										Lou Marson",26,"C","Pre-Arb","$491,700","-","-","$491,700","$491,700",0.64,0
"Pestano
										
										Vinnie Pestano",27,"RP","Pre-Arb","$491,200","-","-","$491,200","$491,200",0.64,0
"Carrasco
										
										Carlos Carrasco",25,"SP","Pre-Arb","$488,500","-","-","$488,500","$488,500",0.63,0
"Huff
										
										David Huff",27,"RP","Pre-Arb","$486,200","-","-","$486,200","$486,200",0.63,0
"Donald
										
										Jason Donald",27,"SS","Pre-Arb","$484,000","-","-","$484,000","$484,000",0.63,0
"Gomez
										
										Jeanmar Gomez",24,"RP","Pre-Arb","$482,700","-","-","$482,700","$482,700",0.62,0
"Cunningham
										
										Aaron Cunningham",26,"LF","Pre-Arb","$482,300","-","-","$482,300","$482,300",0.62,0
"Kipnis
										
										Jason Kipnis",25,"2B","Pre-Arb","$482,100","-","-","$482,100","$482,100",0.62,0
"Allen
										
										Cody Allen",23,"RP/CL","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.62,0
"Anderson
										
										Lars Anderson",24,"1B","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.62,0
"Asencio
										
										Jairo Asencio",29,"RP","Pre-Arb","$480,000","-","-","$480,000","$480,000",0.62,0
