"Active.Players..34.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Votto
										
										Joey Votto",29,"1B","Arb 3","$17,000,000","$2,000,000","$50,000","$19,050,000","$19,050,000",18.35,0
"Phillips
										
										Brandon Phillips",32,"2B","Vet","$10,000,000","-","$75,000","$10,075,000","$10,075,000",9.71,0
"Bruce
										
										Jay Bruce",26,"RF","Arb 2","$7,500,000","$41,666","-","$7,541,666","$7,541,666",7.27,0
"Cueto
										
										Johnny Cueto",27,"SP","Arb 3","$7,400,000","-","-","$7,400,000","$7,400,000",7.13,0
"Choo
										
										Shin-Soo Choo",30,"RF","Arb 3","$7,375,000","-","-","$7,375,000","$7,375,000",7.1,0
"Arroyo
										
										Bronson Arroyo",36,"SP","Vet","$6,500,000","-","-","$6,500,000","$6,500,000",6.26,0
"Bailey
										
										Homer Bailey",27,"SP","Arb 2","$5,350,000","-","-","$5,350,000","$5,350,000",5.15,0
"Chapman
										
										Aroldis Chapman",25,"RP/CL","Pre-Arb","$2,000,000","$2,708,333","$25,000","$4,733,333","$4,733,333",4.56,0
"Latos
										
										Mat Latos",25,"SP","Arb 1","$4,250,000","-","-","$4,250,000","$4,250,000",4.09,0
"Broxton
										
										Jonathan Broxton",29,"RP","Vet","$4,000,000","-","-","$4,000,000","$4,000,000",3.85,0
"Massett
										
										Nick Massett",31,"RP","Arb 4","$3,100,000","-","-","$3,100,000","$3,100,000",2.99,0
"Leake
										
										Mike Leake",25,"SP","Arb 1","$3,060,000","-","-","$3,060,000","$3,060,000",2.95,0
"Hanigan
										
										Ryan Hanigan",32,"C","Arb 2","$2,050,000","$100,000","-","$2,150,000","$2,150,000",2.07,0
"Ludwick
										
										Ryan Ludwick",34,"LF","Vet","$1,000,000","$1,000,000","-","$2,000,000","$2,000,000",1.93,0
"Heisey
										
										Chris Heisey",28,"LF","Pre-Arb","$1,325,000","-","-","$1,325,000","$1,325,000",1.28,0
"Hannahan
										
										Jack Hannahan",33,"1B","Arb 2","$1,000,000","-","-","$1,000,000","$1,000,000",0.96,0
"Parra
										
										Manny Parra",30,"RP","Arb 3","$1,000,000","-","-","$1,000,000","$1,000,000",0.96,0
"Ondrusek
										
										Logan Ondrusek",28,"RP","Arb 1","$950,000","-","$50,000","$1,000,000","$1,000,000",0.96,0
"Simon
										
										Alfredo Simon",32,"SP","Arb 1","$890,000","-","-","$890,000","$890,000",0.86,0
"Izturis
										
										Cesar Izturis",33,"SS","Vet","$800,000","-","-","$800,000","$800,000",0.77,0
"Cozart
										
										Zack Cozart",27,"SS","Pre-Arb","$527,500","-","-","$527,500","$527,500",0.51,0
"Frazier
										
										Todd Frazier",27,"3B","Pre-Arb","$527,500","-","-","$527,500","$527,500",0.51,0
"LeCure
										
										Sam LeCure",29,"RP","Pre-Arb","$510,000","-","-","$510,000","$510,000",0.49,0
"Paul
										
										Xavier Paul",28,"LF","Arb 1","$505,000","-","-","$505,000","$505,000",0.49,0
"Mesoraco
										
										Devin Mesoraco",25,"C","Pre-Arb","$497,500","-","-","$497,500","$497,500",0.48,0
"Hoover
										
										J.J. Hoover",25,"RP","Pre-Arb","$492,500","-","-","$492,500","$492,500",0.47,0
"Bell
										
										Trevor Bell",26,"RP","Pre-Arb","$490,000","-","-","$490,000","$490,000",0.47,0
"Cingrani
										
										Tony Cingrani",23,"RP","Pre-Arb","$490,000","-","-","$490,000","$490,000",0.47,0
"Robinson
										
										Derrick Robinson",25,"CF","Pre-Arb","$490,000","-","-","$490,000","$431,092",0.42,0
"Partch
										
										Curtis Partch",26,"RP","Pre-Arb","$490,000","-","-","$490,000","$230,273",0.22,0
"Soto
										
										Neftali Soto",24,"3B","Pre-Arb","$490,000","-","-","$490,000","$99,071",0.1,0
"Christiani
										
										Nick Christiani",25,"RP","Pre-Arb","$490,000","-","-","$490,000","$96,393",0.09,0
"Duke
										
										Zach Duke",30,"RP","Vet","$490,000","-","-","$490,000","$83,005",0.08,0
"Hamilton
										
										Billy Hamilton",22,"CF","Pre-Arb","$490,000","-","-","$490,000","$77,650",0.07,0
