"Active.Players..41.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Bautista
										
										Jose Bautista",32,"RF","Vet","$14,000,000","-","-","$14,000,000","$14,000,000",10.62,0
"Johnson
										
										Josh Johnson",29,"SP","Vet","$13,750,000","-","-","$13,750,000","$13,750,000",10.43,0
"Buehrle
										
										Mark Buehrle",34,"SP","Vet","$11,000,000","$1,000,000","-","$12,000,000","$12,000,000",9.11,0
"Reyes
										
										Jose Reyes",30,"3B","Vet","$10,000,000","-","-","$10,000,000","$10,000,000",7.59,0
"Cabrera
										
										Melky Cabrera",28,"LF","Vet","$8,000,000","-","-","$8,000,000","$8,000,000",6.07,0
"Encarnacion
										
										Edwin Encarnacion",30,"DH","Vet","$8,000,000","-","-","$8,000,000","$8,000,000",6.07,0
"Morrow
										
										Brandon Morrow",28,"RP/CL","Arb 3","$8,000,000","-","-","$8,000,000","$8,000,000",6.07,0
"Dickey
										
										R.A. Dickey",38,"SP","Vet","$5,250,000","-","-","$5,250,000","$5,250,000",3.98,0
"Lind
										
										Adam Lind",29,"1B","Arb 3","$5,000,000","$150,000","-","$5,150,000","$5,150,000",3.91,0
"Rasmus
										
										Colby Rasmus",26,"LF","Arb 2","$4,675,000","-","-","$4,675,000","$4,675,000",3.55,0
"Janssen
										
										Casey Janssen",31,"RP","Vet","$3,900,000","-","-","$3,900,000","$3,900,000",2.96,0
"Happ
										
										J.A. Happ",30,"SP","Arb 2","$3,700,000","-","-","$3,700,000","$3,700,000",2.81,0
"Izturis
										
										Maicer Izturis",32,"2B","Vet","$3,000,000","-","-","$3,000,000","$3,000,000",2.28,0
"Oliver
										
										Darren Oliver",42,"RP","Vet","$3,000,000","-","-","$3,000,000","$3,000,000",2.28,0
"Santos
										
										Sergio Santos",29,"CL","Pre-Arb","$2,750,000","-","-","$2,750,000","$2,750,000",2.09,0
"Davis
										
										Rajai Davis",32,"CF","Arb 4","$2,500,000","-","-","$2,500,000","$2,500,000",1.9,0
"McGowan
										
										Dustin McGowan",31,"RP","Vet","$1,500,000","-","-","$1,500,000","$1,500,000",1.14,0
"Thole
										
										Josh Thole",26,"C","Arb 1","$1,250,000","-","-","$1,250,000","$1,250,000",0.95,0
"Derosa
										
										Mark Derosa",38,"3B","Vet","$750,000","-","-","$750,000","$750,000",0.57,0
"Cecil
										
										Brett Cecil",26,"RP","Pre-Arb","$510,000","-","-","$510,000","$510,000",0.39,0
"Rogers
										
										Esmil Rogers",27,"RP","Pre-Arb","$509,000","-","-","$509,000","$509,000",0.39,0
"Arencibia
										
										J.P. Arencibia",27,"1B","Pre-Arb","$505,600","-","-","$505,600","$505,600",0.38,0
"Lawrie
										
										Brett Lawrie",23,"2B","Pre-Arb","$500,000","-","-","$500,000","$500,000",0.38,0
"Perez
										
										Luis Perez",28,"RP","Pre-Arb","$500,000","-","-","$500,000","$500,000",0.38,0
"Drabek
										
										Kyle Drabek",25,"RP","Pre-Arb","$499,500","-","-","$499,500","$499,500",0.38,0
"Delabar
										
										Steve Delabar",29,"RP","Pre-Arb","$498,900","-","-","$498,900","$498,900",0.38,0
"Loup
										
										Aaron Loup",25,"RP","Pre-Arb","$494,200","-","-","$494,200","$494,200",0.38,0
"Hutchison
										
										Drew Hutchison",22,"RP","Pre-Arb","$493,200","-","-","$493,200","$493,200",0.37,0
"Ortiz
										
										Ramon Ortiz",40,"RP","Pre-Arb","$490,000","-","-","$490,000","$409,672",0.31,0
"Kawasaki
										
										Munenori Kawasaki",32,"SS","Pre-Arb","$490,000","-","-","$490,000","$366,830",0.28,0
"Blanco
										
										Henry Blanco",41,"C","Vet","$750,000","-","-","$750,000","$311,475",0.24,0
"Wagner
										
										Neil Wagner",29,"RP","Pre-Arb","$490,000","-","-","$490,000","$305,245",0.23,0
"Redmond
										
										Todd Redmond",28,"RP","Pre-Arb","$490,000","-","-","$490,000","$238,306",0.18,0
"Gose
										
										Anthony Gose",22,"RP","Pre-Arb","$490,000","-","-","$490,000","$166,010",0.13,0
"Lincoln
										
										Brad Lincoln",28,"RP","Pre-Arb","$490,000","-","-","$490,000","$166,010",0.13,0
"Jenkins
										
										Chad Jenkins",25,"RP","Pre-Arb","$490,000","-","-","$490,000","$152,622",0.12,0
"Pillar
										
										Kevin Pillar",24,"CF","Pre-Arb","$490,000","-","-","$490,000","$125,846",0.1,0
"Sierra
										
										Moises Sierra",24,"RF","Pre-Arb","$490,000","-","-","$490,000","$107,103",0.08,0
"Goins
										
										Ryan Goins",25,"2B","Pre-Arb","$490,000","-","-","$490,000","$104,426",0.08,0
"Jeffress
										
										Jeremy Jeffress",25,"RP","Pre-Arb","$495,900","-","-","$495,900","$75,875",0.06,0
"Nickeas
										
										Michael Nickeas",30,"C","Pre-Arb","$490,000","-","-","$490,000","$74,972",0.06,0
