"Active.Players..35.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Cabrera
										
										Miguel Cabrera",34,"1B","Vet","$28,000,000","-","-","$28,000,000","$28,000,000",14.85,"31,000,000"
"Zimmermann
										
										Jordan Zimmermann",31,"SP","Vet","$18,000,000","-","-","$18,000,000","$18,000,000",9.55,"22,000,000"
"Sanchez
										
										Anibal Sanchez",33,"RP","Vet","$16,000,000","$800,000","-","$16,800,000","$16,800,000",8.91,"16,000,000"
"Kinsler
										
										Ian Kinsler",35,"2B","Vet","$11,000,000","-","-","$11,000,000","$11,000,000",5.84,"15,000,000"
"Iglesias
										
										Jose Iglesias",27,"SS","Arb 2","$4,100,000","-","-","$4,100,000","$4,100,000",2.18,"4,100,000"
"Castellanos
										
										Nick Castellanos",25,"3B","Arb 1","$3,000,000","-","-","$3,000,000","$3,000,000",1.59,"3,000,000"
"Romine
										
										Andrew Romine",31,"SS","Arb 2","$1,300,000","-","-","$1,300,000","$1,300,000",0.69,"1,300,000"
"Wilson
										
										Alex Wilson",30,"RP","Arb 1","$1,175,000","-","-","$1,175,000","$1,175,000",0.62,"1,175,000"
"McCann
										
										James McCann",27,"C","Pre-Arb","$552,100","-","-","$552,100","$552,100",0.29,"552,100"
"Fulmer
										
										Michael Fulmer",24,"SP","Pre-Arb","$551,900","-","-","$551,900","$551,900",0.29,"551,900"
"Greene
										
										Shane Greene",28,"RP/CL","Pre-Arb","$550,600","-","-","$550,600","$550,600",0.29,"550,600"
"Norris
										
										Daniel Norris",24,"SP","Pre-Arb","$545,500","-","-","$545,500","$545,500",0.29,"545,500"
"Mahtook
										
										Mikie Mahtook",27,"LF","Pre-Arb","$541,300","-","-","$541,300","$541,300",0.29,"541,300"
"Machado
										
										Dixon Machado",25,"SS","Pre-Arb","$537,800","-","-","$537,800","$537,800",0.29,"537,800"
"Boyd
										
										Matt Boyd",26,"SP","Pre-Arb","$544,200","-","-","$544,200","$416,360",0.22,"544,200"
"Saupold
										
										Warwick Saupold",27,"RP","Pre-Arb","$535,000","-","-","$535,000","$406,297",0.22,"535,000"
"Presley
										
										Alex Presley",31,"LF","Arb 2","$535,000","-","-","$535,000","$371,221",0.2,"535,000"
"Stumpf
										
										Daniel Stumpf",26,"RP","Pre-Arb","$535,000","-","-","$535,000","$353,683",0.19,"535,000"
"Hicks
										
										John Hicks",27,"C","Pre-Arb","$535,000","-","-","$535,000","$289,377",0.15,"535,000"
"Hardy
										
										Blaine Hardy",30,"RP","Pre-Arb","$535,000","-","-","$535,000","$274,762",0.15,"535,000"
"Jones
										
										Jacoby Jones",25,"CF","Pre-Arb","$536,100","-","-","$536,100","$254,910",0.14,"536,100"
"Collins
										
										Tyler Collins",27,"LF","Pre-Arb","$544,700","-","-","$544,700","$226,252",0.12,"544,700"
"Jimenez
										
										Joe Jimenez",22,"P","Pre-Arb","$535,000","-","-","$535,000","$219,225",0.12,"535,000"
"VerHagen
										
										Drew VerHagen",26,"RP","Pre-Arb","$535,000","-","-","$535,000","$204,610",0.11,"535,000"
"Farmer
										
										Buck Farmer",26,"RP","Pre-Arb","$535,000","-","-","$535,000","$151,996",0.08,"535,000"
"Ferrell
										
										Jeff Ferrell",26,"RP","Pre-Arb","$535,000","-","-","$535,000","$143,227",0.08,"535,000"
"Reininger
										
										Zac Reininger",24,"RP","Pre-Arb","$535,000","-","-","$535,000","$113,997",0.06,"535,000"
"Candelario
										
										Jeimer Candelario",23,"3B","Pre-Arb","$535,000","-","-","$535,000","$93,536",0.05,"535,000"
"Holaday
										
										Bryan Holaday",29,"C","Pre-Arb","$535,000","-","-","$535,000","$90,613",0.05,"535,000"
"Labourt
										
										Jairo Labourt",23,"RP","Pre-Arb","$535,000","-","-","$535,000","$90,613",0.05,"535,000"
"Navarro
										
										Efren Navarro",31,"1B","Pre-Arb","$535,000","-","-","$535,000","$90,613",0.05,"535,000"
"Jaye
										
										Myles Jaye",25,"P","Pre-Arb","$535,000","-","-","$535,000","$87,690",0.05,"535,000"
"Lewicki
										
										Artie Lewicki",25,"P","Pre-Arb","$535,000","-","-","$535,000","$84,767",0.04,"535,000"
"Alcantara
										
										Victor Alcantara",24,"RP","Pre-Arb","$535,000","-","-","$535,000","$78,921",0.04,"535,000"
"Moya
										
										Steven Moya",25,"RF","Pre-Arb","$535,000","-","-","$535,000","$58,460",0.03,"535,000"
