"Active.Players..35.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Davis
										
										Khris Davis",30,"DH","Arb 2","$10,500,000","-","-","$10,500,000","$10,500,000",13.07,"10,500,000"
"Lucroy
										
										Jonathan Lucroy",32,"C","Vet","$6,500,000","-","-","$6,500,000","$6,500,000",8.09,"6,500,000"
"Joyce
										
										Matt Joyce",33,"RF","Vet","$6,000,000","-","-","$6,000,000","$6,000,000",7.47,"5,500,000"
"Lowrie
										
										Jed Lowrie",34,"2B","Vet","$6,000,000","-","-","$6,000,000","$6,000,000",7.47,"7,666,667"
"Petit
										
										Yusmeiro Petit",33,"RP","Vet","$3,500,000","-","-","$3,500,000","$3,500,000",4.36,"5,000,000"
"Anderson
										
										Brett Anderson",30,"SP","Vet","$4,000,000","-","-","$4,000,000","$3,268,817",4.07,"4,000,000"
"Semien
										
										Marcus Semien",27,"SS","Arb 1","$3,125,000","-","-","$3,125,000","$3,125,000",3.89,"3,125,000"
"Familia
										
										Jeurys Familia",28,"RP","Arb 3","$7,925,000","-","-","$7,925,000","$3,067,776",3.82,"7,925,000"
"Treinen
										
										Blake Treinen",30,"RP/CL","Arb 1","$2,150,000","-","-","$2,150,000","$2,150,000",2.68,"2,150,000"
"Hendriks
										
										Liam Hendriks",29,"RP","Arb 2","$1,900,000","-","-","$1,900,000","$1,900,000",2.37,"1,900,000"
"Fiers
										
										Michael Fiers",33,"SP","Arb 2","$6,000,000","-","-","$6,000,000","$1,806,448",2.25,"6,000,000"
"Kelley
										
										Shawn Kelley",34,"RP/CL","Vet","$5,500,000","-","$100,000","$5,600,000","$1,655,920",2.06,"5,000,000"
"Cahill
										
										Trevor Cahill",30,"SP","Vet","$1,500,000","-","-","$1,500,000","$1,500,000",1.87,"1,500,000"
"Piscotty
										
										Stephen Piscotty",27,"RF","Pre-Arb","$1,000,000","$333,333","-","$1,333,333","$1,333,333",1.66,"5,583,333"
"Rodney
										
										Fernando Rodney",41,"RP","Vet","$4,250,000","-","$1,650,000","$5,900,000","$1,188,148",1.48,"4,500,000"
"Phegley
										
										Josh Phegley",30,"C","Arb 1","$905,000","-","-","$905,000","$905,000",1.13,"905,000"
"Jackson
										
										Edwin Jackson",34,"SP","Vet","$1,500,000","-","-","$1,500,000","$790,370",0.98,"1,500,000"
"Buchter
										
										Ryan Buchter",31,"RP","Pre-Arb","$555,000","-","-","$555,000","$555,000",0.69,"555,000"
"Pinder
										
										Chad Pinder",26,"LF","Pre-Arb","$550,000","-","-","$550,000","$550,000",0.68,"550,000"
"Chapman
										
										Matt Chapman",25,"3B","Pre-Arb","$547,500","-","-","$547,500","$547,500",0.68,"547,500"
"Olson
										
										Matt Olson",24,"1B","Pre-Arb","$547,500","-","-","$547,500","$547,500",0.68,"547,500"
"Canha
										
										Mark Canha",29,"LF","Pre-Arb","$547,500","-","-","$547,500","$518,144",0.65,"547,500"
"Pagan
										
										Emilio Pagan",27,"RP","Pre-Arb","$545,000","-","-","$545,000","$498,100",0.62,"545,000"
"Trivino
										
										Lou Trivino",26,"RP","Pre-Arb","$545,000","-","-","$545,000","$474,660",0.59,"545,000"
"Mengden
										
										Daniel Mengden",25,"SP","Pre-Arb","$547,500","-","-","$547,500","$418,048",0.52,"547,500"
"Fowler
										
										Dustin Fowler",23,"CF","Pre-Arb","$547,500","-","-","$547,500","$341,504",0.43,"547,500"
"Dull
										
										Ryan Dull",28,"RP","Pre-Arb","$555,000","-","-","$555,000","$301,384",0.38,"555,000"
"Gearrin
										
										Cory Gearrin",32,"RP","Arb 3","$1,675,000","-","-","$1,675,000","$279,155",0.35,"1,675,000"
"Barreto
										
										Franklin Barreto",22,"SS","Pre-Arb","$545,000","-","-","$545,000","$263,700",0.33,"545,000"
"Martini
										
										Nick Martini",28,"RF","Pre-Arb","$545,000","-","-","$545,000","$240,260",0.3,"545,000"
"Montas
										
										Frankie Montas",25,"SP","Pre-Arb","$545,000","-","-","$545,000","$208,030",0.26,"545,000"
"Laureano
										
										Ramon Laureano",23,"OF","Pre-Arb","$545,000","-","-","$545,000","$172,870",0.22,"545,000"
"Bassitt
										
										Chris Bassitt",29,"SP","Pre-Arb","$545,000","-","-","$545,000","$167,010",0.21,"545,000"
"Wendelken
										
										J.B. Wendelken",25,"RP","Pre-Arb","$545,000","-","-","$545,000","$164,080",0.2,"545,000"
"Taylor
										
										Beau Taylor",28,"C","Pre-Arb","$545,000","-","-","$545,000","$87,900",0.11,"545,000"
