"Active.Players..37.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Lester
										
										Jon Lester",31,"SP","Vet","$15,000,000","$5,000,000","-","$20,000,000","$20,000,000",15.04,"25,833,333"
"Montero
										
										Miguel Montero",31,"C","Vet","$12,000,000","-","-","$12,000,000","$12,000,000",9.02,"12,000,000"
"Fowler
										
										Dexter Fowler",29,"CF","Arb 4","$9,500,000","-","-","$9,500,000","$9,500,000",7.14,"9,500,000"
"Hammel
										
										Jason Hammel",32,"SP","Vet","$9,000,000","-","-","$9,000,000","$9,000,000",6.77,"10,000,000"
"Castro
										
										Starlin Castro",25,"2B","Arb 3","$6,000,000","$857,142","-","$6,857,142","$6,857,142",5.16,"8,571,429"
"Wood
										
										Travis Wood",28,"SP","Arb 2","$5,685,000","-","-","$5,685,000","$5,685,000",4.27,"5,685,000"
"Rizzo
										
										Anthony Rizzo",25,"1B","Vet","$5,000,000","$285,714","-","$5,285,714","$5,285,714",3.97,"5,857,143"
"Motte
										
										Jason Motte",33,"RP","Vet","$4,500,000","-","-","$4,500,000","$4,500,000",3.38,"4,500,000"
"Wada
										
										Tsuyoshi Wada",34,"SP","Pre-Arb","$4,000,000","-","-","$4,000,000","$4,000,000",3.01,"4,000,000"
"Arrieta
										
										Jake Arrieta",29,"SP","Arb 1","$3,630,000","-","-","$3,630,000","$3,630,000",2.73,"3,630,000"
"Haren
										
										Dan Haren",34,"SP","Vet","$3,551,912","-","-","$3,551,912","$3,551,912",2.67,"1,000,000"
"Soler
										
										Jorge Soler",23,"LF","Pre-Arb","$2,000,000","$666,667","-","$2,666,667","$2,666,667",2.01,"3,333,333"
"Denorfia
										
										Chris Denorfia",34,"RF","Vet","$2,600,000","-","-","$2,600,000","$2,600,000",1.95,"2,600,000"
"Strop
										
										Pedro Strop",30,"RP","Arb 2","$2,525,000","-","-","$2,525,000","$2,525,000",1.9,"2,525,000"
"Coghlan
										
										Chris Coghlan",30,"LF","Arb 2","$2,505,000","-","-","$2,505,000","$2,505,000",1.88,"2,505,000"
"Ross
										
										David Ross",38,"C","Vet","$2,250,000","$250,000","-","$2,500,000","$2,500,000",1.88,"2,500,000"
"Hunter
										
										Tommy Hunter",29,"RP","Arb 3","$1,651,639","-","-","$1,651,639","$1,651,639",1.24,"4,650,000"
"Rodney
										
										Fernando Rodney",38,"RP","Vet","$1,453,551","-","-","$1,453,551","$1,453,551",1.09,"7,000,000"
"Jackson
										
										Austin Jackson",28,"CF","Arb 3","$1,000,000","-","-","$1,000,000","$1,000,000",0.75,"7,700,000"
"Herrera
										
										Jonathan Herrera",30,"SS","Arb 2","$900,000","-","-","$900,000","$900,000",0.68,"900,000"
"Rondon
										
										Hector Rondon",27,"RP/CL","Pre-Arb","$544,000","-","-","$544,000","$544,000",0.41,"544,000"
"Grimm
										
										Justin Grimm",26,"RP","Pre-Arb","$531,500","-","-","$531,500","$531,500",0.4,"531,500"
"Ramirez
										
										Neil Ramirez",26,"RP","Pre-Arb","$514,500","-","-","$514,500","$514,500",0.39,"514,500"
"Hendricks
										
										Kyle Hendricks",25,"SP","Pre-Arb","$510,000","-","-","$510,000","$510,000",0.38,"510,000"
"Bryant
										
										Kris Bryant",23,"3B","Pre-Arb","$507,500","-","-","$507,500","$471,448",0.35,"507,500"
"Russell
										
										Addison Russell",21,"SS","Pre-Arb","$507,500","-","-","$507,500","$460,355",0.35,"507,500"
"Rosscup
										
										Zac Rosscup",27,"RP","Pre-Arb","$510,500","-","-","$510,500","$435,180",0.33,"510,500"
"Szczur
										
										Matt Szczur",25,"CF","Pre-Arb","$508,500","-","-","$508,500","$244,524",0.18,"508,500"
"Schwarber
										
										Kyle Schwarber",22,"LF","Pre-Arb","$507,500","-","-","$507,500","$232,950",0.18,"507,500"
"Richard
										
										Clayton Richard",31,"SP","Arb 2","$507,500","-","-","$507,500","$221,857",0.17,"507,500"
"Medina
										
										Yoervis Medina",26,"RP","Pre-Arb","$527,300","-","-","$527,300","$129,663",0.1,"527,300"
"La Stella
										
										Tommy La Stella",26,"2B","Pre-Arb","$513,000","-","-","$513,000","$114,934",0.09,"513,000"
"Baez
										
										Javier Baez",22,"2B","Pre-Arb","$507,500","-","-","$507,500","$91,516",0.07,"507,500"
"Berry
										
										Quintin Berry",30,"LF","Pre-Arb","$507,500","-","-","$507,500","$91,516",0.07,"507,500"
"Cahill
										
										Trevor Cahill",27,"RP","Arb 4","$507,500","-","-","$507,500","$91,516",0.07,"507,500"
"Teagarden
										
										Taylor Teagarden",31,"C","Pre-Arb","$507,500","-","-","$507,500","$80,423",0.06,"507,500"
"Edwards
										
										C.J. Edwards",23,"RP","Pre-Arb","$507,500","-","-","$507,500","$74,877",0.06,"507,500"
