"Active.Players..35.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Hernandez
										
										Felix Hernandez",31,"SP","Vet","$26,000,000","$857,142","-","$26,857,142","$26,857,142",16.64,"25,000,000"
"Cano
										
										Robinson Cano",34,"2B","Vet","$24,000,000","-","-","$24,000,000","$24,000,000",14.87,"24,000,000"
"Cruz
										
										Nelson Cruz",36,"DH","Vet","$14,000,000","$250,000","-","$14,250,000","$14,250,000",8.83,"14,250,000"
"Seager
										
										Kyle Seager",29,"3B","Arb 3","$10,500,000","$500,000","-","$11,000,000","$11,000,000",6.82,"14,285,714"
"Gallardo
										
										Yovani Gallardo",31,"RP","Vet","$11,000,000","-","-","$11,000,000","$9,000,000",5.58,"11,000,000"
"Segura
										
										Jean Segura",27,"SS","Arb 2","$6,200,000","$600,000","-","$6,800,000","$6,800,000",4.21,"14,000,000"
"Rzepczynski
										
										Marc Rzepczynski",31,"RP","Vet","$5,500,000","-","-","$5,500,000","$5,500,000",3.41,"5,500,000"
"Valencia
										
										Danny Valencia",32,"3B","Arb 3","$5,500,000","-","-","$5,500,000","$5,500,000",3.41,"5,500,000"
"Ruiz
										
										Carlos Ruiz",38,"C","Vet","$4,500,000","-","-","$4,500,000","$4,500,000",2.79,"8,666,667"
"Dyson
										
										Jarrod Dyson",32,"RF","Arb 3","$2,800,000","-","-","$2,800,000","$2,800,000",1.73,"2,800,000"
"Leake
										
										Mike Leake",29,"SP","Vet","$15,000,000","-","-","$15,000,000","$2,704,911",1.68,"16,000,000"
"Paxton
										
										James Paxton",28,"SP","Arb 1","$2,350,000","-","-","$2,350,000","$2,350,000",1.46,"2,350,000"
"Ramirez
										
										Erasmo Ramirez",27,"SP","Arb 2","$3,125,000","-","-","$3,125,000","$2,127,082",1.32,"3,125,000"
"Vincent
										
										Nick Vincent",30,"RP","Arb 1","$1,325,000","-","-","$1,325,000","$1,325,000",0.82,"1,325,000"
"Alonso
										
										Yonder Alonso",30,"1B","Arb 3","$4,000,000","-","-","$4,000,000","$1,245,906",0.77,"4,000,000"
"Heredia
										
										Guillermo Heredia",26,"CF","Pre-Arb","$782,000","-","-","$782,000","$782,000",0.48,"782,000"
"Diaz
										
										Edwin Diaz",23,"RP/CL","Pre-Arb","$545,000","-","-","$545,000","$545,000",0.34,"545,000"
"Miranda
										
										Ariel Miranda",28,"SP","Pre-Arb","$540,500","-","-","$540,500","$540,500",0.33,"540,500"
"Haniger
										
										Mitch Haniger",26,"RF","Pre-Arb","$538,000","-","-","$538,000","$538,000",0.33,"538,000"
"Pazos
										
										James Pazos",26,"RP","Pre-Arb","$536,500","-","-","$536,500","$536,500",0.33,"536,500"
"Simmons
										
										Shae Simmons",26,"RP","Pre-Arb","$536,200","-","-","$536,200","$536,200",0.33,"536,200"
"Zunino
										
										Mike Zunino",26,"C","Arb 1","$570,000","-","-","$570,000","$517,090",0.32,"570,000"
"Gamel
										
										Ben Gamel",25,"LF","Pre-Arb","$535,000","-","-","$535,000","$464,757",0.29,"535,000"
"Motter
										
										Taylor Motter",27,"SS","Pre-Arb","$537,200","-","-","$537,200","$455,080",0.28,"537,200"
"Altavilla
										
										Dan Altavilla",24,"RP","Pre-Arb","$536,100","-","-","$536,100","$328,160",0.2,"536,100"
"Pagan
										
										Emilio Pagan",26,"RP","Pre-Arb","$535,000","-","-","$535,000","$242,609",0.15,"535,000"
"Lawrence
										
										Casey Lawrence",29,"P","Pre-Arb","$535,000","-","-","$535,000","$233,840",0.14,"535,000"
"Moore
										
										Andrew Moore",23,"SP","Pre-Arb","$535,000","-","-","$535,000","$172,457",0.11,"535,000"
"Gonzales
										
										Marco Gonzales",25,"SP","Pre-Arb","$535,000","-","-","$535,000","$169,534",0.11,"535,000"
"Albers
										
										Andrew Albers",31,"RP","Pre-Arb","$535,000","-","-","$535,000","$140,304",0.09,"535,000"
"Vogelbach
										
										Dan Vogelbach",24,"1B","Pre-Arb","$535,000","-","-","$535,000","$111,074",0.07,"535,000"
"Garton
										
										Ryan Garton",27,"RP","Pre-Arb","$535,000","-","-","$535,000","$90,613",0.06,"535,000"
"Marjama
										
										Mike Marjama",27,"C","Pre-Arb","$535,000","-","-","$535,000","$90,613",0.06,"535,000"
"Beckham
										
										Gordon Beckham",30,"2B","Vet","$535,000","-","-","$535,000","$84,767",0.05,"535,000"
"Hannemann
										
										Jacob Hannemann",26,"OF","Pre-Arb","$535,000","-","-","$535,000","$81,844",0.05,"535,000"
