"Active.Players..30.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Howard
										
										Ryan Howard",34,"1B","Vet","$25,000,000","-","-","$25,000,000","$25,000,000",14.28,0
"Hamels
										
										Cole Hamels",30,"SP","Vet","$22,500,000","$1,000,000","-","$23,500,000","$23,500,000",13.42,0
"Utley
										
										Chase Utley",35,"2B","Vet","$15,000,000","-","-","$15,000,000","$15,000,000",8.57,0
"Papelbon
										
										Jonathan Papelbon",33,"RP","Vet","$13,000,000","-","-","$13,000,000","$13,000,000",7.43,0
"Burnett
										
										A.J. Burnett",37,"SP","Vet","$7,500,000","$3,750,000","-","$11,250,000","$11,250,000",6.43,0
"Rollins
										
										Jimmy Rollins",35,"SS","Vet","$11,000,000","-","-","$11,000,000","$11,000,000",6.28,0
"Ruiz
										
										Carlos Ruiz",35,"C","Vet","$8,500,000","-","-","$8,500,000","$8,500,000",4.86,0
"Byrd
										
										Marlon Byrd",36,"LF","Vet","$8,000,000","-","-","$8,000,000","$8,000,000",4.57,0
"Kendrick
										
										Kyle Kendrick",29,"SP","Arb 4","$7,675,000","-","-","$7,675,000","$7,675,000",4.38,0
"Adams
										
										Mike Adams",35,"RP","Vet","$7,000,000","-","-","$7,000,000","$7,000,000",4,0
"Gonzalez
										
										Miguel Alfredo Gonzalez",27,"SP","Pre-Arb","$3,000,000","$666,666","-","$3,666,666","$3,666,666",2.09,0
"Bastardo
										
										Antonio Bastardo",28,"RP","Arb 2","$2,000,000","-","-","$2,000,000","$2,000,000",1.14,0
"Revere
										
										Ben Revere",26,"CF","Pre-Arb","$1,950,000","-","-","$1,950,000","$1,950,000",1.11,0
"Nieves
										
										Wil Nieves",36,"C","Vet","$1,125,000","-","-","$1,125,000","$1,125,000",0.64,0
"Nix
										
										Jayson Nix",31,"2B","Arb 2","$950,000","-","-","$950,000","$950,000",0.54,0
"Gwynn Jr.
										
										Tony Gwynn Jr.",31,"LF","Arb 2","$900,000","-","-","$900,000","$900,000",0.51,0
"Brown
										
										Domonic Brown",26,"LF","Pre-Arb","$550,000","-","-","$550,000","$550,000",0.31,0
"Diekman
										
										Jake Diekman",27,"RP","Pre-Arb","$515,500","-","-","$515,500","$515,500",0.29,0
"Asche
										
										Cody Asche",24,"LF","Pre-Arb","$500,000","-","-","$500,000","$500,000",0.29,0
"Hollands
										
										Mario Hollands",25,"RP","Pre-Arb","$500,000","-","-","$500,000","$500,000",0.29,0
"De Fratus
										
										Justin De Fratus",26,"RP","Pre-Arb","$513,000","-","-","$513,000","$398,065",0.23,0
"Manship
										
										Jeff Manship",29,"RP","Pre-Arb","$535,000","-","-","$535,000","$344,972",0.2,0
"Giles
										
										Ken Giles",23,"RP/CL","Pre-Arb","$500,000","-","-","$500,000","$308,743",0.18,0
"Buchanan
										
										David Buchanan",25,"SP","Pre-Arb","$500,000","-","-","$500,000","$275,956",0.16,0
"Ruf
										
										Darin Ruf",27,"1B","Pre-Arb","$500,000","-","-","$500,000","$265,027",0.15,0
"Blanco
										
										Andres Blanco",30,"SS","Arb 1","$500,000","-","-","$500,000","$251,366",0.14,0
"Sizemore
										
										Grady Sizemore",31,"RF","Vet","$500,000","-","-","$500,000","$218,579",0.12,0
"Galvis
										
										Freddy Galvis",24,"SS","Pre-Arb","$500,000","-","-","$500,000","$215,846",0.12,0
"Jimenez
										
										Cesar Jimenez",29,"RP","Pre-Arb","$500,000","-","-","$500,000","$180,327",0.1,0
"Rupp
										
										Cameron Rupp",25,"C","Pre-Arb","$500,000","-","-","$500,000","$81,967",0.05,0
