"Active.Players..35.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Davis
										
										Chris Davis",31,"1B","Vet","$17,000,000","-","-","$21,118,782","$21,118,782",12.04,"23,000,000"
"Jones
										
										Adam Jones",31,"CF","Vet","$16,000,000","$333,333","-","$16,333,333","$16,333,333",9.31,"14,250,000"
"Hardy
										
										J.J. Hardy",34,"SS","Vet","$14,000,000","-","-","$14,000,000","$14,000,000",7.98,"13,333,333"
"Jimenez
										
										Ubaldo Jimenez",33,"SP","Vet","$13,500,000","-","-","$13,500,000","$13,500,000",7.7,"12,500,000"
"Machado
										
										Manny Machado",24,"3B","Arb 2","$11,500,000","-","-","$11,500,000","$11,500,000",6.56,"11,500,000"
"Britton
										
										Zack Britton",29,"RP","Arb 2","$11,400,000","-","-","$11,400,000","$11,400,000",6.5,"11,400,000"
"Tillman
										
										Chris Tillman",29,"SP","Arb 3","$10,050,000","-","-","$10,050,000","$10,050,000",5.73,"10,050,000"
"Trumbo
										
										Mark Trumbo",31,"DH","Vet","$11,500,000","-","-","$11,500,000","$10,000,000",5.7,"12,500,000"
"Miley
										
										Wade Miley",30,"SP","Arb 3","$8,750,000","$166,668","-","$8,916,668","$8,916,668",5.09,"6,416,667"
"O'Day
										
										Darren O'Day",34,"RP","Vet","$7,000,000","-","-","$7,000,000","$7,000,000",3.99,"7,750,000"
"Smith
										
										Seth Smith",34,"RF","Vet","$7,000,000","-","-","$7,000,000","$7,000,000",3.99,"6,500,000"
"Hellickson
										
										Jeremy Hellickson",30,"SP","Vet","$17,200,000","-","-","$17,200,000","$6,109,289",3.48,"17,200,000"
"Castillo
										
										Welington Castillo",30,"C","Arb 3","$6,000,000","-","-","$6,000,000","$6,000,000",3.42,"6,500,000"
"Gausman
										
										Kevin Gausman",26,"SP","Arb 1","$3,450,000","-","$100,000","$3,550,000","$3,550,000",2.02,"3,450,000"
"Schoop
										
										Jonathan Schoop",25,"2B","Arb 1","$3,475,000","-","-","$3,475,000","$3,475,000",1.98,"3,475,000"
"Brach
										
										Brad Brach",31,"RP","Arb 2","$3,050,000","-","-","$3,050,000","$3,050,000",1.74,"3,050,000"
"Alvarez
										
										Pedro Alvarez",30,"1B","Vet","$2,000,000","-","-","$2,000,000","$2,000,000",1.14,"2,000,000"
"Flaherty
										
										Ryan Flaherty",30,"3B","Arb 3","$1,800,000","-","-","$1,800,000","$1,800,000",1.03,"1,800,000"
"Bundy
										
										Dylan Bundy",24,"SP","Pre-Arb","$1,640,000","-","-","$1,640,000","$1,640,000",0.94,"1,640,000"
"Joseph
										
										Caleb Joseph",31,"C","Arb 1","$700,000","-","-","$700,000","$700,000",0.4,"700,000"
"Givens
										
										Mychal Givens",27,"RP","Pre-Arb","$546,000","-","-","$546,000","$546,000",0.31,"546,000"
"Mancini
										
										Trey Mancini",25,"LF","Pre-Arb","$536,000","-","-","$536,000","$536,000",0.31,"536,000"
"Santander
										
										Anthony Santander",22,"OF","Pre-Arb","$535,000","-","-","$535,000","$535,000",0.31,"535,000"
"Rickard
										
										Joey Rickard",26,"LF","Pre-Arb","$539,000","-","-","$539,000","$491,815",0.28,"539,000"
"Bleier
										
										Richard Bleier",30,"RP","Pre-Arb","$535,000","-","-","$535,000","$423,835",0.24,"535,000"
"Hart
										
										Donnie Hart",26,"RP","Pre-Arb","$538,500","-","-","$538,500","$397,305",0.23,"538,500"
"Castro
										
										Miguel Castro",22,"RP","Pre-Arb","$535,000","-","-","$535,000","$327,376",0.19,"535,000"
"Beckham
										
										Tim Beckham",27,"SS","Arb 1","$885,000","-","-","$885,000","$304,668",0.17,"885,000"
"Wright
										
										Mike Wright",27,"RP","Pre-Arb","$535,000","-","-","$535,000","$236,763",0.14,"535,000"
"Ynoa
										
										Gabriel Ynoa",24,"SP","Pre-Arb","$535,000","-","-","$535,000","$201,687",0.12,"535,000"
"Gentry
										
										Craig Gentry",33,"LF","Arb 4","$535,000","-","-","$535,000","$187,072",0.11,"535,000"
"Yacabonis
										
										Jimmy Yacabonis",25,"P","Pre-Arb","$535,000","-","-","$535,000","$111,074",0.06,"535,000"
"Sisco
										
										Chance Sisco",22,"C","Pre-Arb","$535,000","-","-","$535,000","$90,613",0.05,"535,000"
"Hays
										
										Austin Hays",21,"RF","Pre-Arb","$535,000","-","-","$535,000","$78,921",0.05,"535,000"
"Scott
										
										Tanner Scott",22,"P","Pre-Arb","$535,000","-","-","$535,000","$43,845",0.03,"535,000"
