"Active.Players..37.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Freeman
										
										Freddie Freeman",28,"1B","Vet","$21,000,000","$359,375","$50,000","$21,409,375","$21,409,375",16.39,"16,875,000"
"Markakis
										
										Nick Markakis",34,"RF","Vet","$10,500,000","$500,000","$50,000","$11,050,000","$11,050,000",8.46,"11,000,000"
"Teheran
										
										Julio Teheran",27,"SP","Vet","$8,000,000","$166,666","-","$8,166,666","$8,166,666",6.25,"5,400,000"
"Inciarte
										
										Ender Inciarte",27,"CF","Arb 2","$4,000,000","$700,000","-","$4,700,000","$4,700,000",3.6,"6,105,000"
"Flowers
										
										Tyler Flowers",32,"C","Vet","$4,000,000","-","$300,000","$4,300,000","$4,300,000",3.29,"2,650,000"
"Suzuki
										
										Kurt Suzuki",34,"C","Vet","$3,500,000","-","$350,000","$3,850,000","$3,850,000",2.95,"3,500,000"
"Vizcaino
										
										Arodys Vizcaino",27,"RP/CL","Arb 3","$3,400,000","-","-","$3,400,000","$3,400,000",2.6,"3,400,000"
"Foltynewicz
										
										Mike Foltynewicz",26,"SP","Arb 1","$2,200,000","-","-","$2,200,000","$2,200,000",1.68,"2,200,000"
"Gausman
										
										Kevin Gausman",27,"SP","Arb 2","$5,600,000","-","-","$5,600,000","$1,866,696",1.43,"5,600,000"
"Brach
										
										Brad Brach",32,"RP","Arb 3","$5,165,000","-","-","$5,165,000","$1,749,447",1.34,"5,165,000"
"Freeman
										
										Sam Freeman",31,"RP","Arb 1","$1,075,000","-","-","$1,075,000","$1,075,000",0.82,"1,075,000"
"Sanchez
										
										Anibal Sanchez",34,"SP","Vet","$1,000,000","-","-","$1,000,000","$1,000,000",0.77,"1,000,000"
"Flaherty
										
										Ryan Flaherty",31,"3B","Vet","$750,000","-","-","$750,000","$750,000",0.57,"750,000"
"Winkler
										
										Daniel Winkler",28,"RP","Arb 1","$610,000","-","-","$610,000","$610,000",0.47,"610,000"
"Culberson
										
										Charlie Culberson",29,"3B","Pre-Arb","$575,000","-","-","$575,000","$575,000",0.44,"575,000"
"Swanson
										
										Dansby Swanson",24,"SS","Pre-Arb","$565,000","-","-","$565,000","$565,000",0.43,"565,000"
"Albies
										
										Ozzie Albies",21,"2B","Pre-Arb","$555,000","-","-","$555,000","$555,000",0.42,"555,000"
"Camargo
										
										Johan Camargo",24,"3B","Pre-Arb","$555,000","-","-","$555,000","$555,000",0.42,"555,000"
"Carle
										
										Shane Carle",26,"RP","Pre-Arb","$555,000","-","-","$555,000","$555,000",0.42,"555,000"
"Minter
										
										A.J. Minter",24,"RP/CL","Pre-Arb","$555,000","-","-","$555,000","$555,000",0.42,"555,000"
"Newcomb
										
										Sean Newcomb",25,"SP","Pre-Arb","$555,000","-","-","$555,000","$555,000",0.42,"555,000"
"Rivera
										
										Rene Rivera",34,"C","Vet","$2,800,000","-","-","$2,800,000","$496,782",0.38,"2,800,000"
"Biddle
										
										Jesse Biddle",26,"RP","Pre-Arb","$545,000","-","-","$545,000","$486,380",0.37,"545,000"
"Acuna
										
										Ronald Acuna",20,"LF","Pre-Arb","$545,000","-","-","$545,000","$465,870",0.36,"545,000"
"Jackson
										
										Luke Jackson",26,"RP","Pre-Arb","$545,000","-","-","$545,000","$372,110",0.28,"545,000"
"Duda
										
										Lucas Duda",32,"1B","Vet","$3,500,000","-","$300,000","$3,800,000","$301,075",0.23,"3,500,000"
"Fried
										
										Max Fried",24,"RP","Pre-Arb","$545,000","-","-","$545,000","$293,000",0.22,"545,000"
"Duvall
										
										Adam Duvall",29,"LF","Pre-Arb","$645,000","-","-","$645,000","$215,016",0.16,"645,000"
"Venters
										
										Jonny Venters",33,"RP","Arb 2","$545,000","-","-","$545,000","$193,380",0.15,"545,000"
"Allard
										
										Kolby Allard",20,"SP","Pre-Arb","$545,000","-","-","$545,000","$125,990",0.1,"545,000"
"Toussaint
										
										Touki Toussaint",22,"SP","Pre-Arb","$545,000","-","-","$545,000","$90,830",0.07,"545,000"
"Wilson
										
										Bryse Wilson",20,"SP","Pre-Arb","$545,000","-","-","$545,000","$90,830",0.07,"545,000"
"Adams
										
										Lane Adams",28,"RF","Pre-Arb","$545,000","-","-","$545,000","$87,900",0.07,"545,000"
"Wright
										
										Kyle Wright",22,"SP","Pre-Arb","$545,000","-","-","$545,000","$87,900",0.07,"545,000"
"Tucker
										
										Preston Tucker",27,"RF","Pre-Arb","$565,000","-","-","$565,000","$85,064",0.07,"565,000"
"Ruiz
										
										Rio Ruiz",24,"3B","Pre-Arb","$555,000","-","-","$555,000","$77,584",0.06,"555,000"
"Sobotka
										
										Chad Sobotka",24,"RP","Pre-Arb","$545,000","-","-","$545,000","$55,670",0.04,"545,000"
