"Active.Players..34.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Swisher
										
										Nick Swisher",32,"OF","Vet","$11,000,000","-","-","$11,000,000","$11,000,000",11.83,0
"Perez
										
										Chris Perez",28,"RP","Arb 3","$7,300,000","-","-","$7,300,000","$7,300,000",7.85,0
"Bourn
										
										Michael Bourn",30,"CF","Vet","$7,000,000","-","-","$7,000,000","$7,000,000",7.53,0
"Cabrera
										
										Asdrubal Cabrera",27,"2B","Arb 3","$6,500,000","-","-","$6,500,000","$6,500,000",6.99,0
"Jimenez
										
										Ubaldo Jimenez",29,"SP","Vet","$5,750,000","-","-","$5,750,000","$5,750,000",6.18,0
"Masterson
										
										Justin Masterson",28,"RP","Arb 2","$5,678,500","-","-","$5,678,500","$5,678,500",6.11,0
"Smith
										
										Joe Smith",29,"RP","Arb 3","$3,150,000","-","-","$3,150,000","$3,150,000",3.39,0
"Stubbs
										
										Drew Stubbs",28,"CF","Arb 1","$2,825,000","-","-","$2,825,000","$2,825,000",3.04,0
"Kazmir
										
										Scott Kazmir",29,"SP","Vet","$1,000,000","-","$1,750,000","$2,750,000","$2,750,000",2.96,0
"Aviles
										
										Mike Aviles",32,"3B","Arb 2","$1,750,000","$500,000","-","$2,250,000","$2,250,000",2.42,0
"Albers
										
										Matt Albers",30,"RP","Arb 4","$1,750,000","-","-","$1,750,000","$1,750,000",1.88,0
"Raburn
										
										Ryan Raburn",32,"LF","Arb 3","$1,000,000","-","$750,000","$1,750,000","$1,750,000",1.88,0
"Kubel
										
										Jason Kubel",31,"LF","Vet","$7,500,000","-","-","$7,500,000","$1,311,475",1.41,0
"Hill
										
										Rich Hill",33,"SP","Arb 3","$1,000,000","-","-","$1,000,000","$1,000,000",1.08,0
"Giambi
										
										Jason Giambi",42,"DH","Vet","$750,000","-","-","$750,000","$750,000",0.81,0
"Santana
										
										Carlos Santana",27,"1B","Pre-Arb","$550,000","$200,000","-","$750,000","$750,000",0.81,0
"Wood
										
										Blake Wood",27,"RP","Pre-Arb","$560,000","-","-","$560,000","$560,000",0.6,0
"Brantley
										
										Michael Brantley",26,"LF","Pre-Arb","$526,900","-","-","$526,900","$526,900",0.57,0
"Kipnis
										
										Jason Kipnis",26,"2B","Pre-Arb","$509,400","-","-","$509,400","$509,400",0.55,0
"Tomlin
										
										Josh Tomlin",28,"SP","Pre-Arb","$501,800","-","-","$501,800","$501,800",0.54,0
"Shaw
										
										Bryan Shaw",25,"RP","Pre-Arb","$501,700","-","-","$501,700","$501,700",0.54,0
"McAllister
										
										Zach McAllister",25,"RP","Pre-Arb","$496,400","-","-","$496,400","$496,400",0.53,0
"Allen
										
										Cody Allen",24,"RP/CL","Pre-Arb","$492,600","-","-","$492,600","$492,600",0.53,0
"Kluber
										
										Corey Kluber",27,"SP","Pre-Arb","$491,800","-","-","$491,800","$491,800",0.53,0
"Gomes
										
										Yan Gomes",25,"C","Pre-Arb","$490,000","-","-","$490,000","$457,868",0.49,0
"Pestano
										
										Vinnie Pestano",28,"RP","Pre-Arb","$501,900","-","-","$501,900","$411,393",0.44,0
"Chisenhall
										
										Lonnie Chisenhall",24,"RF","Pre-Arb","$492,900","-","-","$492,900","$395,936",0.43,0
"Rzepczynski
										
										Marc Rzepczynski",27,"RP","Pre-Arb","$1,100,000","-","-","$1,100,000","$378,688",0.41,0
"Hagadone
										
										Nick Hagadone",27,"RP","Pre-Arb","$492,100","-","-","$492,100","$258,150",0.28,0
"Guilmet
										
										Preston Guilmet",25,"RP","Pre-Arb","$490,000","-","-","$490,000","$227,595",0.24,0
"Carrasco
										
										Carlos Carrasco",26,"SP","Pre-Arb","$490,000","-","-","$490,000","$214,207",0.23,0
"Salazar
										
										Danny Salazar",23,"SP","Pre-Arb","$490,000","-","-","$490,000","$147,267",0.16,0
"Lee
										
										C.C. Lee",26,"RP","Pre-Arb","$490,000","-","-","$490,000","$104,426",0.11,0
"Carson
										
										Matt Carson",32,"LF","Pre-Arb","$490,000","-","-","$490,000","$88,360",0.1,0
