"Active.Players..36.","Age","Pos.","Status","Base.Salary","Signing.Bonus","Incentives","Payroll.Salary","Adj...Salary","Payroll..","Lux..Tax.Salary"
"Greinke
										
										Zack Greinke",33,"SP","Vet","$31,000,000","$3,000,000","-","$34,000,000","$34,000,000",33.13,"34,416,667"
"Goldschmidt
										
										Paul Goldschmidt",29,"1B","Vet","$8,750,000","$100,000","-","$8,850,000","$8,850,000",8.62,"6,400,000"
"Pollock
										
										A.J. Pollock",29,"CF","Arb 2","$6,750,000","-","-","$6,750,000","$6,750,000",6.58,"5,125,000"
"Martinez
										
										J.D. Martinez",29,"DH","Arb 3","$11,750,000","-","-","$11,750,000","$4,879,808",4.76,"9,250,000"
"Rodney
										
										Fernando Rodney",40,"RP","Vet","$2,750,000","-","$1,250,000","$4,000,000","$4,000,000",3.9,"2,750,000"
"Corbin
										
										Patrick Corbin",28,"SP","Arb 2","$3,950,000","-","-","$3,950,000","$3,950,000",3.85,"3,950,000"
"De La Rosa
										
										Jorge De La Rosa",36,"RP","Vet","$2,250,000","-","-","$2,250,000","$2,250,000",2.19,"2,250,000"
"Walker
										
										Taijuan Walker",24,"SP","Arb 1","$2,250,000","-","-","$2,250,000","$2,250,000",2.19,"2,250,000"
"Mathis
										
										Jeff Mathis",34,"C","Vet","$2,000,000","-","-","$2,000,000","$2,000,000",1.95,"2,000,000"
"Iannetta
										
										Chris Iannetta",34,"C","Vet","$1,500,000","-","-","$1,500,000","$1,500,000",1.46,"1,500,000"
"Descalso
										
										Daniel Descalso",30,"3B","Vet","$1,350,000","-","-","$1,350,000","$1,350,000",1.32,"1,500,000"
"Blanco
										
										Gregor Blanco",33,"RF","Vet","$1,000,000","-","-","$1,000,000","$1,000,000",0.97,"1,000,000"
"Herrmann
										
										Chris Herrmann",29,"C","Arb 1","$937,500","-","-","$937,500","$937,500",0.91,"937,500"
"Hoover
										
										J.J. Hoover",29,"RP","Arb 1","$900,000","-","-","$900,000","$900,000",0.88,"900,000"
"Lamb
										
										Jake Lamb",26,"3B","Pre-Arb","$573,300","-","-","$573,300","$573,300",0.56,"573,300"
"Peralta
										
										David Peralta",29,"RF","Pre-Arb","$572,200","-","-","$572,200","$572,200",0.56,"572,200"
"Ray
										
										Robbie Ray",25,"SP","Pre-Arb","$570,400","-","-","$570,400","$570,400",0.56,"570,400"
"Chafin
										
										Andrew Chafin",27,"RP","Pre-Arb","$559,300","-","-","$559,300","$559,300",0.55,"559,300"
"Drury
										
										Brandon Drury",24,"2B","Pre-Arb","$559,300","-","-","$559,300","$559,300",0.55,"559,300"
"Bradley
										
										Archie Bradley",24,"RP","Pre-Arb","$544,100","-","-","$544,100","$544,100",0.53,"544,100"
"McFarland
										
										T.J. McFarland",28,"RP","Arb 1","$535,000","-","-","$535,000","$461,834",0.45,"535,000"
"Rosales
										
										Adam Rosales",34,"2B","Vet","$1,250,000","-","-","$1,250,000","$430,353",0.42,"1,250,000"
"Fuentes
										
										Reymond Fuentes",26,"CF","Pre-Arb","$535,000","-","-","$535,000","$409,220",0.4,"535,000"
"Godley
										
										Zack Godley",27,"SP","Pre-Arb","$535,000","-","-","$535,000","$409,220",0.4,"535,000"
"Barrett
										
										Jake Barrett",25,"RP","Pre-Arb","$548,300","-","-","$548,300","$353,528",0.34,"548,300"
"Hernandez
										
										David Hernandez",32,"RP","Vet","$850,000","-","-","$850,000","$292,635",0.29,"850,000"
"Marte
										
										Ketel Marte",23,"2B","Pre-Arb","$535,000","-","-","$535,000","$280,608",0.27,"535,000"
"Hazelbaker
										
										Jeremy Hazelbaker",29,"OF","Pre-Arb","$542,500","-","-","$542,500","$219,336",0.21,"542,500"
"Bracho
										
										Silvino Bracho",24,"RP","Pre-Arb","$535,000","-","-","$535,000","$163,688",0.16,"535,000"
"Banda
										
										Anthony Banda",23,"RP","Pre-Arb","$535,000","-","-","$535,000","$111,074",0.11,"535,000"
"Shipley
										
										Braden Shipley",25,"SP","Pre-Arb","$535,000","-","-","$535,000","$102,305",0.1,"535,000"
"Murphy
										
										John Ryan Murphy",26,"C","Pre-Arb","$535,000","-","-","$535,000","$90,613",0.09,"535,000"
"Negron
										
										Kris Negron",31,"RF","Pre-Arb","$535,000","-","-","$535,000","$90,613",0.09,"535,000"
"Sherfy
										
										Jimmie Sherfy",25,"RP","Pre-Arb","$535,000","-","-","$535,000","$90,613",0.09,"535,000"
"Vargas
										
										Ildemaro Vargas",25,"SS","Pre-Arb","$535,000","-","-","$535,000","$78,921",0.08,"535,000"
"Walker
										
										Christian Walker",26,"1B","Pre-Arb","$535,000","-","-","$535,000","$64,306",0.06,"535,000"
