"Active Players","Age","Pos.","Status","Base Salary","Signing Bonus","Incentives","Payroll Salary","Adj.  Salary","Payroll %","Lux. Tax Salary"
"Adam Wainwright",35,"SP","Vet",19500000,0,0,19500000,19500000,13.42,"19,500,000"
"Dexter Fowler",31,"CF","Vet",14500000,2e+06,0,16500000,16500000,11.36,"16,500,000"
"Yadier Molina",34,"C","Vet",1.4e+07,2e+05,0,14200000,14200000,9.78,"20,000,000"
"Matt Carpenter",31,"3B","Arb 3",9750000,250000,0,1e+07,1e+07,6.88,"8,666,667"
"Lance Lynn",30,"SP","Arb 3",7500000,0,1e+06,8500000,8500000,5.85,"7,833,333"
"Brett Cecil",30,"RP","Vet",7500000,250000,0,7750000,7750000,5.34,"7,625,000"
"Zach Duke",34,"RP","Vet",5500000,0,0,5500000,5500000,3.79,"5,000,000"
"Jedd Gyorko",28,"SS","Arb 2",6e+06,0,0,6e+06,4e+06,2.75,"6,200,000"
"Carlos Martinez",25,"SP","Arb 1",3500000,2e+05,0,3700000,3700000,2.55,"10,200,000"
"Michael Wacha",26,"SP","Arb 1",2775000,0,0,2775000,2775000,1.91,"2,775,000"
"Seung-Hwan Oh",34,"RP","Pre-Arb",2750000,0,0,2750000,2750000,1.89,"2,500,000"
"Kolten Wong",26,"2B","Arb 1",2500000,0,0,2500000,2500000,1.72,"5,100,000"
"Aledmys Diaz",26,"SS","Pre-Arb",2e+06,5e+05,0,2500000,2500000,1.72,"2,000,000"
"Stephen Piscotty",26,"RF","Pre-Arb",1e+06,333333,0,1333333,1333333,0.92,"5,583,333"
"Tyler Lyons",29,"RP","Pre-Arb",549800,0,0,549800,549800,0.38,"549,800"
"Greg Garcia",27,"2B","Pre-Arb",547900,0,0,547900,547900,0.38,"547,900"
"Matthew Bowman",26,"RP","Pre-Arb",546600,0,0,546600,546600,0.38,"546,600"
"Jose Martinez",28,"LF","Pre-Arb",535000,0,0,535000,535000,0.37,"535,000"
"Juan Nicasio",30,"RP","Arb 3",3650000,0,0,3650000,518570,0.36,"3,650,000"
"Randal Grichuk",25,"RF","Pre-Arb",557200,0,0,557200,475020,0.33,"557,200"
"Tommy Pham",29,"LF","Pre-Arb",535000,0,0,535000,438450,0.3,"535,000"
"John Brebbia",27,"RP","Pre-Arb",535000,0,0,535000,374144,0.26,"535,000"
"Sam Tuivailala",24,"RP","Pre-Arb",536500,0,0,536500,366500,0.25,"536,500"
"Paul DeJong",23,"3B","Pre-Arb",535000,0,0,535000,359529,0.25,"535,000"
"Luke Voit",26,"1B","Pre-Arb",535000,0,0,535000,271839,0.19,"535,000"
"John Gant",24,"SP","Pre-Arb",536600,0,0,536600,245532,0.17,"536,600"
"Carson Kelly",22,"C","Pre-Arb",535000,0,0,535000,213379,0.15,"535,000"
"Luke Weaver",23,"SP","Pre-Arb",535000,0,0,535000,175380,0.12,"535,000"
"Alex Mejia",26,"SS","Pre-Arb",535000,0,0,535000,125689,0.09,"535,000"
"Ryan Sherriff",27,"RP","Pre-Arb",535000,0,0,535000,116920,0.08,"535,000"
"Magneuris Sierra",21,"OF","Pre-Arb",535000,0,0,535000,111074,0.08,"535,000"
"Harrison Bader",23,"OF","Pre-Arb",535000,0,0,535000,108151,0.07,"535,000"
"Sandy Alcantara",21,"P","Pre-Arb",535000,0,0,535000,90613,0.06,"535,000"
"Jack Flaherty",21,"SP","Pre-Arb",535000,0,0,535000,90613,0.06,"535,000"
"Alberto Rosario",30,"C","Pre-Arb",535000,0,0,535000,90613,0.06,"535,000"
"Breyvic Valera",25,"2B","Pre-Arb",535000,0,0,535000,52614,0.04,"535,000"
"Josh Lucas",26,"RP","Pre-Arb",535000,0,0,535000,49691,0.03,"535,000"
